context,perturbation,n_cells,dominant_dose_value,dominant_dose_fraction,n_dose_values,all_dose_values,dominant_time,dominant_time_fraction,n_time_values,all_time_values
SQ1,Bortezomib,119,2.5,1.0,1,2.5,6,0.9327731092436975,2,24|6
SQ1,Everolimus,26,10.0,1.0,1,10.0,24,1.0,1,24
SQ1,Gemcitabine,11,0.1,1.0,1,0.1,24,1.0,1,24
SQ1,Idasanutlin,267,2.5,1.0,1,2.5,24,0.5617977528089888,2,24|6
SQ1,JQ1,42,2.5,1.0,1,2.5,24,1.0,1,24
SQ1,Prexasertib,33,1.0,1.0,1,1.0,24,1.0,1,24
SQ1,Taselisib,27,1.0,1.0,1,1.0,24,1.0,1,24
SQ1,Trametinib,1170,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.7094017094017094,3,"24|3, 6, 12, 24, 48|6"
SUIT2,AZD5591,147,0.0,1.0,1,0.0,24,1.0,1,24
SUIT2,Afatinib,82,0.5,1.0,1,0.5,24,1.0,1,24
SUIT2,Everolimus,62,10.0,1.0,1,10.0,24,1.0,1,24
SUIT2,Gemcitabine,30,0.1,1.0,1,0.1,24,1.0,1,24
SUIT2,JQ1,142,2.5,1.0,1,2.5,24,1.0,1,24
SUIT2,Prexasertib,61,1.0,1.0,1,1.0,24,1.0,1,24
SUIT2,Taselisib,60,1.0,1.0,1,1.0,24,1.0,1,24
SUIT2,Trametinib,47,0.1,1.0,1,0.1,24,1.0,1,24
SW48,AZD5591,77,0.0,1.0,1,0.0,24,1.0,1,24
SW48,Afatinib,25,0.5,1.0,1,0.5,24,1.0,1,24
SW48,BRD3379,160,0.0,1.0,1,0.0,6,0.5625,2,24|6
SW48,Dabrafenib,62,0.1,1.0,1,0.1,24,1.0,1,24
SW48,Everolimus,21,10.0,1.0,1,10.0,24,1.0,1,24
SW48,Gemcitabine,17,0.1,1.0,1,0.1,24,1.0,1,24
SW48,JQ1,51,2.5,1.0,1,2.5,24,1.0,1,24
SW48,Navitoclax,8,5.0,1.0,1,5.0,24,1.0,1,24
SW48,Prexasertib,31,1.0,1.0,1,1.0,24,1.0,1,24
SW48,Taselisib,20,1.0,1.0,1,1.0,24,1.0,1,24
SW48,Trametinib,55,0.1,1.0,1,0.1,24,1.0,1,24
SW480,BRD3379,155,0.0,1.0,1,0.0,6,0.5612903225806452,2,24|6
SW480,Dabrafenib,69,0.1,1.0,1,0.1,24,1.0,1,24
SW480,Navitoclax,21,5.0,1.0,1,5.0,24,1.0,1,24
SW480,Trametinib,54,0.1,1.0,1,0.1,24,1.0,1,24
SW579,BRD3379,113,0.0,1.0,1,0.0,6,0.5221238938053098,2,24|6
SW579,Dabrafenib,73,0.1,1.0,1,0.1,24,1.0,1,24
SW579,Navitoclax,55,5.0,1.0,1,5.0,24,1.0,1,24
SW579,Trametinib,59,0.1,1.0,1,0.1,24,1.0,1,24
SW900,BRD3379,123,0.0,1.0,1,0.0,6,0.5365853658536586,2,24|6
SW900,Dabrafenib,78,0.1,1.0,1,0.1,24,1.0,1,24
SW900,Navitoclax,50,5.0,1.0,1,5.0,24,1.0,1,24
SW900,Trametinib,79,0.1,1.0,1,0.1,24,1.0,1,24
SW948,AZD5591,38,0.0,1.0,1,0.0,24,1.0,1,24
SW948,Afatinib,10,0.5,1.0,1,0.5,24,1.0,1,24
SW948,Everolimus,7,10.0,1.0,1,10.0,24,1.0,1,24
SW948,Gemcitabine,12,0.1,1.0,1,0.1,24,1.0,1,24
SW948,JQ1,28,2.5,1.0,1,2.5,24,1.0,1,24
SW948,Prexasertib,18,1.0,1.0,1,1.0,24,1.0,1,24
SW948,Taselisib,6,1.0,1.0,1,1.0,24,1.0,1,24
SW948,Trametinib,4,0.1,1.0,1,0.1,24,1.0,1,24
T3M4,AZD5591,38,0.0,1.0,1,0.0,24,1.0,1,24
T3M4,Afatinib,20,0.5,1.0,1,0.5,24,1.0,1,24
T3M4,Everolimus,10,10.0,1.0,1,10.0,24,1.0,1,24
T3M4,Gemcitabine,3,0.1,1.0,1,0.1,24,1.0,1,24
T3M4,JQ1,20,2.5,1.0,1,2.5,24,1.0,1,24
T3M4,Prexasertib,12,1.0,1.0,1,1.0,24,1.0,1,24
T3M4,Taselisib,19,1.0,1.0,1,1.0,24,1.0,1,24
T3M4,Trametinib,18,0.1,1.0,1,0.1,24,1.0,1,24
TCCPAN2,AZD5591,171,0.0,1.0,1,0.0,24,1.0,1,24
TCCPAN2,Afatinib,71,0.5,1.0,1,0.5,24,1.0,1,24
TCCPAN2,Everolimus,105,10.0,1.0,1,10.0,24,1.0,1,24
TCCPAN2,Gemcitabine,48,0.1,1.0,1,0.1,24,1.0,1,24
TCCPAN2,JQ1,131,2.5,1.0,1,2.5,24,1.0,1,24
TCCPAN2,Prexasertib,56,1.0,1.0,1,1.0,24,1.0,1,24
TCCPAN2,Taselisib,68,1.0,1.0,1,1.0,24,1.0,1,24
TCCPAN2,Trametinib,102,0.1,1.0,1,0.1,24,1.0,1,24
TE6,BRD3379,151,0.0,1.0,1,0.0,6,0.5165562913907285,2,24|6
TE6,Dabrafenib,102,0.1,1.0,1,0.1,24,1.0,1,24
TE6,Navitoclax,71,5.0,1.0,1,5.0,24,1.0,1,24
TE6,Trametinib,67,0.1,1.0,1,0.1,24,1.0,1,24
TE8,AZD5591,19,0.0,1.0,1,0.0,24,1.0,1,24
TE8,Afatinib,33,0.5,1.0,1,0.5,24,1.0,1,24
TE8,Everolimus,32,10.0,1.0,1,10.0,24,1.0,1,24
TE8,Gemcitabine,19,0.1,1.0,1,0.1,24,1.0,1,24
TE8,JQ1,33,2.5,1.0,1,2.5,24,1.0,1,24
TE8,Prexasertib,33,1.0,1.0,1,1.0,24,1.0,1,24
TE8,Taselisib,27,1.0,1.0,1,1.0,24,1.0,1,24
TE8,Trametinib,15,0.1,1.0,1,0.1,24,1.0,1,24
TE11,BRD3379,274,0.0,1.0,1,0.0,24,0.5474452554744526,2,24|6
TE11,Dabrafenib,134,0.1,1.0,1,0.1,24,1.0,1,24
TE11,Navitoclax,142,5.0,1.0,1,5.0,24,1.0,1,24
TE11,Trametinib,149,0.1,1.0,1,0.1,24,1.0,1,24
TEN,AZD5591,135,0.0,1.0,1,0.0,24,1.0,1,24
TEN,Afatinib,39,0.5,1.0,1,0.5,24,1.0,1,24
TEN,BRD3379,155,0.0,1.0,1,0.0,6,0.567741935483871,2,24|6
TEN,Bortezomib,259,2.5,1.0,1,2.5,6,0.5482625482625483,2,24|6
TEN,Dabrafenib,89,0.1,1.0,1,0.1,24,1.0,1,24
TEN,Everolimus,53,10.0,1.0,1,10.0,24,1.0,1,24
TEN,Gemcitabine,22,0.1,1.0,1,0.1,24,1.0,1,24
TEN,Idasanutlin,328,2.5,1.0,1,2.5,24,0.5396341463414634,2,24|6
TEN,JQ1,120,2.5,1.0,1,2.5,24,1.0,1,24
TEN,Navitoclax,48,5.0,1.0,1,5.0,24,1.0,1,24
TEN,Prexasertib,42,1.0,1.0,1,1.0,24,1.0,1,24
TEN,Taselisib,53,1.0,1.0,1,1.0,24,1.0,1,24
TEN,Trametinib,1278,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.647887323943662,3,"24|3, 6, 12, 24, 48|6"
TUHR4TKB,BRD3379,169,0.0,1.0,1,0.0,24,0.5088757396449705,2,24|6
TUHR4TKB,Dabrafenib,79,0.1,1.0,1,0.1,24,1.0,1,24
TUHR4TKB,Navitoclax,23,5.0,1.0,1,5.0,24,1.0,1,24
TUHR4TKB,Trametinib,95,0.1,1.0,1,0.1,24,1.0,1,24
UACC257,BRD3379,242,0.0,1.0,1,0.0,6,0.6074380165289256,2,24|6
UACC257,Dabrafenib,131,0.1,1.0,1,0.1,24,1.0,1,24
UACC257,Navitoclax,101,5.0,1.0,1,5.0,24,1.0,1,24
UACC257,Trametinib,132,0.1,1.0,1,0.1,24,1.0,1,24
UMUC1,AZD5591,62,0.0,1.0,1,0.0,24,1.0,1,24
UMUC1,Afatinib,36,0.5,1.0,1,0.5,24,1.0,1,24
UMUC1,Bortezomib,121,2.5,1.0,1,2.5,6,0.7851239669421488,2,24|6
UMUC1,Everolimus,32,10.0,1.0,1,10.0,24,1.0,1,24
UMUC1,Gemcitabine,24,0.1,1.0,1,0.1,24,1.0,1,24
UMUC1,Idasanutlin,217,2.5,1.0,1,2.5,24,0.5529953917050692,2,24|6
UMUC1,JQ1,59,2.5,1.0,1,2.5,24,1.0,1,24
UMUC1,Prexasertib,17,1.0,1.0,1,1.0,24,1.0,1,24
UMUC1,Taselisib,20,1.0,1.0,1,1.0,24,1.0,1,24
UMUC1,Trametinib,1556,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.8451156812339332,3,"24|3, 6, 12, 24, 48|6"
WM1799,AZD5591,99,0.0,1.0,1,0.0,24,1.0,1,24
WM1799,Afatinib,45,0.5,1.0,1,0.5,24,1.0,1,24
WM1799,Everolimus,52,10.0,1.0,1,10.0,24,1.0,1,24
WM1799,Gemcitabine,27,0.1,1.0,1,0.1,24,1.0,1,24
WM1799,JQ1,72,2.5,1.0,1,2.5,24,1.0,1,24
WM1799,Prexasertib,36,1.0,1.0,1,1.0,24,1.0,1,24
WM1799,Taselisib,43,1.0,1.0,1,1.0,24,1.0,1,24
WM1799,Trametinib,59,0.1,1.0,1,0.1,24,1.0,1,24
WM2664,AZD5591,25,0.0,1.0,1,0.0,24,1.0,1,24
WM2664,Afatinib,14,0.5,1.0,1,0.5,24,1.0,1,24
WM2664,Everolimus,26,10.0,1.0,1,10.0,24,1.0,1,24
WM2664,Gemcitabine,7,0.1,1.0,1,0.1,24,1.0,1,24
WM2664,JQ1,29,2.5,1.0,1,2.5,24,1.0,1,24
WM2664,Prexasertib,16,1.0,1.0,1,1.0,24,1.0,1,24
WM2664,Taselisib,21,1.0,1.0,1,1.0,24,1.0,1,24
WM2664,Trametinib,24,0.1,1.0,1,0.1,24,1.0,1,24
