context,drug,dose_nM,n_cells,dataset_name,role,task_key,dose_cpa,target_perturbed_expression_used_for_selection
T cells,Lamivudine,1000.0,827,OpenProblems2023,target_test,OpenProblems2023::T cells::Lamivudine::dose_nM=1000.0,3.0,False
T cells,Lapatinib,1000.0,1260,OpenProblems2023,target_test,OpenProblems2023::T cells::Lapatinib::dose_nM=1000.0,3.0,False
T cells,Linagliptin,1000.0,1006,OpenProblems2023,target_test,OpenProblems2023::T cells::Linagliptin::dose_nM=1000.0,3.0,False
T cells,MGCD-265,1000.0,1058,OpenProblems2023,target_test,OpenProblems2023::T cells::MGCD-265::dose_nM=1000.0,3.0,False
T cells,MK-5108,1000.0,1142,OpenProblems2023,target_test,OpenProblems2023::T cells::MK-5108::dose_nM=1000.0,3.0,False
T cells,Masitinib,1000.0,1174,OpenProblems2023,target_test,OpenProblems2023::T cells::Masitinib::dose_nM=1000.0,3.0,False
T cells,Methotrexate,1000.0,1331,OpenProblems2023,target_test,OpenProblems2023::T cells::Methotrexate::dose_nM=1000.0,3.0,False
T cells,Midostaurin,1000.0,752,OpenProblems2023,target_test,OpenProblems2023::T cells::Midostaurin::dose_nM=1000.0,3.0,False
T cells,Mometasone Furoate,1000.0,881,OpenProblems2023,target_test,OpenProblems2023::T cells::Mometasone Furoate::dose_nM=1000.0,3.0,False
T cells,Mubritinib (TAK 165),1000.0,1019,OpenProblems2023,target_test,OpenProblems2023::T cells::Mubritinib (TAK 165)::dose_nM=1000.0,3.0,False
T cells,Navitoclax,1000.0,904,OpenProblems2023,target_test,OpenProblems2023::T cells::Navitoclax::dose_nM=1000.0,3.0,False
T cells,Nefazodone,1000.0,877,OpenProblems2023,target_test,OpenProblems2023::T cells::Nefazodone::dose_nM=1000.0,3.0,False
T cells,Nilotinib,1000.0,839,OpenProblems2023,target_test,OpenProblems2023::T cells::Nilotinib::dose_nM=1000.0,3.0,False
T cells,O-Demethylated Adapalene,1000.0,916,OpenProblems2023,target_test,OpenProblems2023::T cells::O-Demethylated Adapalene::dose_nM=1000.0,3.0,False
T cells,OSI-930,1000.0,1022,OpenProblems2023,target_test,OpenProblems2023::T cells::OSI-930::dose_nM=1000.0,3.0,False
T cells,Oxybenzone,1000.0,1069,OpenProblems2023,target_test,OpenProblems2023::T cells::Oxybenzone::dose_nM=1000.0,3.0,False
T cells,PD-0325901,1000.0,1049,OpenProblems2023,target_test,OpenProblems2023::T cells::PD-0325901::dose_nM=1000.0,3.0,False
T cells,PF-03814735,1000.0,902,OpenProblems2023,target_test,OpenProblems2023::T cells::PF-03814735::dose_nM=1000.0,3.0,False
T cells,PF-04691502,1000.0,747,OpenProblems2023,target_test,OpenProblems2023::T cells::PF-04691502::dose_nM=1000.0,3.0,False
T cells,PRT-062607,1000.0,938,OpenProblems2023,target_test,OpenProblems2023::T cells::PRT-062607::dose_nM=1000.0,3.0,False
T cells,Palbociclib,1000.0,970,OpenProblems2023,target_test,OpenProblems2023::T cells::Palbociclib::dose_nM=1000.0,3.0,False
T cells,Penfluridol,1000.0,1082,OpenProblems2023,target_test,OpenProblems2023::T cells::Penfluridol::dose_nM=1000.0,3.0,False
T cells,Perhexiline,1000.0,915,OpenProblems2023,target_test,OpenProblems2023::T cells::Perhexiline::dose_nM=1000.0,3.0,False
T cells,Phenylbutazone,1000.0,1220,OpenProblems2023,target_test,OpenProblems2023::T cells::Phenylbutazone::dose_nM=1000.0,3.0,False
T cells,Pitavastatin Calcium,1000.0,1095,OpenProblems2023,target_test,OpenProblems2023::T cells::Pitavastatin Calcium::dose_nM=1000.0,3.0,False
T cells,Pomalidomide,1000.0,1183,OpenProblems2023,target_test,OpenProblems2023::T cells::Pomalidomide::dose_nM=1000.0,3.0,False
T cells,Porcn Inhibitor III,1000.0,1176,OpenProblems2023,target_test,OpenProblems2023::T cells::Porcn Inhibitor III::dose_nM=1000.0,3.0,False
T cells,Prednisolone,1000.0,1102,OpenProblems2023,target_test,OpenProblems2023::T cells::Prednisolone::dose_nM=1000.0,3.0,False
T cells,Proscillaridin A;Proscillaridin-A,1000.0,1167,OpenProblems2023,target_test,OpenProblems2023::T cells::Proscillaridin A;Proscillaridin-A::dose_nM=1000.0,3.0,False
T cells,Protriptyline,1000.0,1046,OpenProblems2023,target_test,OpenProblems2023::T cells::Protriptyline::dose_nM=1000.0,3.0,False
T cells,Quizartinib,1000.0,957,OpenProblems2023,target_test,OpenProblems2023::T cells::Quizartinib::dose_nM=1000.0,3.0,False
T cells,R428,1000.0,925,OpenProblems2023,target_test,OpenProblems2023::T cells::R428::dose_nM=1000.0,3.0,False
T cells,RG7090,1000.0,1130,OpenProblems2023,target_test,OpenProblems2023::T cells::RG7090::dose_nM=1000.0,3.0,False
T cells,RG7112,1000.0,1144,OpenProblems2023,target_test,OpenProblems2023::T cells::RG7112::dose_nM=1000.0,3.0,False
T cells,RN-486,1000.0,991,OpenProblems2023,target_test,OpenProblems2023::T cells::RN-486::dose_nM=1000.0,3.0,False
T cells,RVX-208,1000.0,1036,OpenProblems2023,target_test,OpenProblems2023::T cells::RVX-208::dose_nM=1000.0,3.0,False
T cells,Raloxifene,1000.0,997,OpenProblems2023,target_test,OpenProblems2023::T cells::Raloxifene::dose_nM=1000.0,3.0,False
T cells,Resminostat,1000.0,1160,OpenProblems2023,target_test,OpenProblems2023::T cells::Resminostat::dose_nM=1000.0,3.0,False
T cells,Ricolinostat,1000.0,1046,OpenProblems2023,target_test,OpenProblems2023::T cells::Ricolinostat::dose_nM=1000.0,3.0,False
T cells,Riociguat,1000.0,1198,OpenProblems2023,target_test,OpenProblems2023::T cells::Riociguat::dose_nM=1000.0,3.0,False
T cells,Ruxolitinib,1000.0,938,OpenProblems2023,target_test,OpenProblems2023::T cells::Ruxolitinib::dose_nM=1000.0,3.0,False
T cells,SB525334,1000.0,1127,OpenProblems2023,target_test,OpenProblems2023::T cells::SB525334::dose_nM=1000.0,3.0,False
T cells,SCH-58261,1000.0,875,OpenProblems2023,target_test,OpenProblems2023::T cells::SCH-58261::dose_nM=1000.0,3.0,False
T cells,SLx-2119,1000.0,926,OpenProblems2023,target_test,OpenProblems2023::T cells::SLx-2119::dose_nM=1000.0,3.0,False
T cells,STK219801,1000.0,976,OpenProblems2023,target_test,OpenProblems2023::T cells::STK219801::dose_nM=1000.0,3.0,False
T cells,Saracatinib,1000.0,1089,OpenProblems2023,target_test,OpenProblems2023::T cells::Saracatinib::dose_nM=1000.0,3.0,False
T cells,Scriptaid,1000.0,1173,OpenProblems2023,target_test,OpenProblems2023::T cells::Scriptaid::dose_nM=1000.0,3.0,False
T cells,Selumetinib,1000.0,966,OpenProblems2023,target_test,OpenProblems2023::T cells::Selumetinib::dose_nM=1000.0,3.0,False
T cells,Sgc-cbp30,1000.0,969,OpenProblems2023,target_test,OpenProblems2023::T cells::Sgc-cbp30::dose_nM=1000.0,3.0,False
T cells,Sunitinib,1000.0,924,OpenProblems2023,target_test,OpenProblems2023::T cells::Sunitinib::dose_nM=1000.0,3.0,False
T cells,TGX 221,1000.0,1011,OpenProblems2023,target_test,OpenProblems2023::T cells::TGX 221::dose_nM=1000.0,3.0,False
T cells,TIE2 Kinase Inhibitor,1000.0,1142,OpenProblems2023,target_test,OpenProblems2023::T cells::TIE2 Kinase Inhibitor::dose_nM=1000.0,3.0,False
T cells,TL_HRAS26,1000.0,930,OpenProblems2023,target_test,OpenProblems2023::T cells::TL_HRAS26::dose_nM=1000.0,3.0,False
T cells,TPCA-1,1000.0,933,OpenProblems2023,target_test,OpenProblems2023::T cells::TPCA-1::dose_nM=1000.0,3.0,False
T cells,TR-14035,1000.0,967,OpenProblems2023,target_test,OpenProblems2023::T cells::TR-14035::dose_nM=1000.0,3.0,False
T cells,Tacalcitol,1000.0,1040,OpenProblems2023,target_test,OpenProblems2023::T cells::Tacalcitol::dose_nM=1000.0,3.0,False
T cells,Tamatinib,1000.0,987,OpenProblems2023,target_test,OpenProblems2023::T cells::Tamatinib::dose_nM=1000.0,3.0,False
T cells,Tipifarnib,1000.0,892,OpenProblems2023,target_test,OpenProblems2023::T cells::Tipifarnib::dose_nM=1000.0,3.0,False
T cells,Tivantinib,1000.0,960,OpenProblems2023,target_test,OpenProblems2023::T cells::Tivantinib::dose_nM=1000.0,3.0,False
T cells,Tivozanib,1000.0,1154,OpenProblems2023,target_test,OpenProblems2023::T cells::Tivozanib::dose_nM=1000.0,3.0,False
T cells,Topotecan,1000.0,1227,OpenProblems2023,target_test,OpenProblems2023::T cells::Topotecan::dose_nM=1000.0,3.0,False
T cells,Tosedostat,1000.0,843,OpenProblems2023,target_test,OpenProblems2023::T cells::Tosedostat::dose_nM=1000.0,3.0,False
T cells,Trametinib,1000.0,1071,OpenProblems2023,target_test,OpenProblems2023::T cells::Trametinib::dose_nM=1000.0,3.0,False
T cells,UNII-BXU45ZH6LI,1000.0,292,OpenProblems2023,target_test,OpenProblems2023::T cells::UNII-BXU45ZH6LI::dose_nM=1000.0,3.0,False
T cells,Vandetanib,1000.0,949,OpenProblems2023,target_test,OpenProblems2023::T cells::Vandetanib::dose_nM=1000.0,3.0,False
T cells,Vanoxerine,1000.0,891,OpenProblems2023,target_test,OpenProblems2023::T cells::Vanoxerine::dose_nM=1000.0,3.0,False
T cells,Vardenafil,1000.0,946,OpenProblems2023,target_test,OpenProblems2023::T cells::Vardenafil::dose_nM=1000.0,3.0,False
T cells,Vorinostat,1000.0,1087,OpenProblems2023,target_test,OpenProblems2023::T cells::Vorinostat::dose_nM=1000.0,3.0,False
T cells,YK 4-279,1000.0,934,OpenProblems2023,target_test,OpenProblems2023::T cells::YK 4-279::dose_nM=1000.0,3.0,False
