target,condition,source_context,n_source_perturbed_cells,n_source_batches,n_source_control_cells
jurkat,AAMP+ctrl,K562,76,37,10691
jurkat,AARS+ctrl,K562,38,29,10691
jurkat,ABCE1+ctrl,K562,177,47,10691
jurkat,ABCF1+ctrl,K562,159,43,10691
jurkat,ABT1+ctrl,K562,92,39,10691
jurkat,ACTB+ctrl,K562,140,45,10691
jurkat,ACTR6+ctrl,K562,104,44,10691
jurkat,AHCTF1+ctrl,K562,161,46,10691
jurkat,AKIRIN2+ctrl,K562,144,45,10691
jurkat,ALDOA+ctrl,K562,77,34,10691
jurkat,ALG13+ctrl,K562,167,48,10691
jurkat,AP2S1+ctrl,K562,96,44,10691
jurkat,ARGLU1+ctrl,K562,367,48,10691
jurkat,ARL2+ctrl,K562,70,38,10691
jurkat,ATF4+ctrl,K562,52,30,10691
jurkat,ATP6V0B+ctrl,K562,134,43,10691
jurkat,ATP6V1A+ctrl,K562,89,41,10691
jurkat,ATR+ctrl,K562,133,44,10691
jurkat,ATRIP+ctrl,K562,183,48,10691
jurkat,BDP1+ctrl,K562,277,48,10691
jurkat,BNIP1+ctrl,K562,107,46,10691
jurkat,BRD8+ctrl,K562,68,33,10691
jurkat,BRIX1+ctrl,K562,95,40,10691
jurkat,BUB3+ctrl,K562,246,47,10691
jurkat,BYSL+ctrl,K562,87,38,10691
jurkat,CCDC59+ctrl,K562,100,43,10691
jurkat,CCDC84+ctrl,K562,77,38,10691
jurkat,CCNH+ctrl,K562,75,35,10691
jurkat,CCT4+ctrl,K562,217,47,10691
jurkat,CCT7+ctrl,K562,141,41,10691
jurkat,CD3EAP+ctrl,K562,85,38,10691
jurkat,CDC123+ctrl,K562,96,40,10691
jurkat,CDC5L+ctrl,K562,77,40,10691
jurkat,CDC73+ctrl,K562,140,47,10691
jurkat,CENPK+ctrl,K562,93,43,10691
jurkat,CEP192+ctrl,K562,184,48,10691
jurkat,CHCHD4+ctrl,K562,132,43,10691
jurkat,CHD4+ctrl,K562,33,22,10691
jurkat,CHEK1+ctrl,K562,205,47,10691
jurkat,CHMP1A+ctrl,K562,71,40,10691
jurkat,CHMP2A+ctrl,K562,61,35,10691
jurkat,CINP+ctrl,K562,73,38,10691
jurkat,CLNS1A+ctrl,K562,46,35,10691
jurkat,CLP1+ctrl,K562,51,32,10691
jurkat,CMTR1+ctrl,K562,138,44,10691
jurkat,CNOT2+ctrl,K562,64,35,10691
jurkat,CNOT3+ctrl,K562,303,48,10691
jurkat,COPS2+ctrl,K562,44,32,10691
jurkat,COPS4+ctrl,K562,253,47,10691
jurkat,COX11+ctrl,K562,103,43,10691
jurkat,COX17+ctrl,K562,129,43,10691
jurkat,COX7C+ctrl,K562,154,48,10691
jurkat,CPSF1+ctrl,K562,48,31,10691
jurkat,CPSF3+ctrl,K562,575,48,10691
jurkat,CPSF4+ctrl,K562,57,32,10691
jurkat,CPSF6+ctrl,K562,43,27,10691
jurkat,CSE1L+ctrl,K562,373,47,10691
jurkat,CSNK1A1+ctrl,K562,131,44,10691
jurkat,CSNK2B+ctrl,K562,103,42,10691
jurkat,CSTF3+ctrl,K562,59,34,10691
jurkat,CUL2+ctrl,K562,84,43,10691
jurkat,CWC15+ctrl,K562,144,46,10691
jurkat,CWF19L2+ctrl,K562,187,48,10691
jurkat,CXXC1+ctrl,K562,115,43,10691
jurkat,CYCS+ctrl,K562,162,44,10691
jurkat,DAD1+ctrl,K562,71,37,10691
jurkat,DAP3+ctrl,K562,141,45,10691
jurkat,DARS+ctrl,K562,60,36,10691
jurkat,DDB1+ctrl,K562,85,37,10691
jurkat,DDX10+ctrl,K562,97,41,10691
jurkat,DDX18+ctrl,K562,112,45,10691
jurkat,DDX23+ctrl,K562,126,45,10691
jurkat,DDX46+ctrl,K562,132,45,10691
jurkat,DDX5+ctrl,K562,130,45,10691
jurkat,DDX52+ctrl,K562,106,42,10691
jurkat,DDX55+ctrl,K562,150,42,10691
jurkat,DDX59+ctrl,K562,152,46,10691
jurkat,DENR+ctrl,K562,228,47,10691
jurkat,DHX16+ctrl,K562,305,48,10691
jurkat,DHX33+ctrl,K562,127,45,10691
jurkat,DHX36+ctrl,K562,248,48,10691
jurkat,DHX37+ctrl,K562,202,48,10691
jurkat,DIS3+ctrl,K562,40,26,10691
jurkat,DKC1+ctrl,K562,51,30,10691
jurkat,DLD+ctrl,K562,283,48,10691
jurkat,DMAP1+ctrl,K562,71,35,10691
jurkat,DNAJC17+ctrl,K562,30,24,10691
jurkat,DNAJC8+ctrl,K562,260,48,10691
jurkat,DNM1L+ctrl,K562,144,43,10691
jurkat,DNMT1+ctrl,K562,146,45,10691
jurkat,DNTTIP2+ctrl,K562,235,48,10691
jurkat,DR1+ctrl,K562,103,43,10691
jurkat,DTL+ctrl,K562,87,42,10691
jurkat,DUT+ctrl,K562,46,29,10691
jurkat,DYNC1H1+ctrl,K562,217,48,10691
jurkat,DYNC1I2+ctrl,K562,239,48,10691
jurkat,EBNA1BP2+ctrl,K562,68,32,10691
jurkat,EEF2+ctrl,K562,196,46,10691
jurkat,EIF2B1+ctrl,K562,162,46,10691
jurkat,EIF2B5+ctrl,K562,412,48,10691
jurkat,EIF2S1+ctrl,K562,208,47,10691
jurkat,EIF2S2+ctrl,K562,76,37,10691
jurkat,EIF2S3+ctrl,K562,46,30,10691
jurkat,EIF3B+ctrl,K562,23,17,10691
jurkat,EIF3D+ctrl,K562,144,47,10691
jurkat,EIF3E+ctrl,K562,171,43,10691
jurkat,EIF3I+ctrl,K562,44,26,10691
jurkat,EIF3J+ctrl,K562,72,39,10691
jurkat,EIF3M+ctrl,K562,209,48,10691
jurkat,EIF4E+ctrl,K562,324,48,10691
jurkat,EIF4G2+ctrl,K562,205,48,10691
jurkat,EIF5+ctrl,K562,94,41,10691
jurkat,EIF6+ctrl,K562,107,43,10691
jurkat,ERCC2+ctrl,K562,116,41,10691
jurkat,ESF1+ctrl,K562,121,44,10691
jurkat,ETF1+ctrl,K562,40,27,10691
jurkat,EXOC7+ctrl,K562,32,22,10691
jurkat,EXOSC10+ctrl,K562,77,39,10691
jurkat,EXOSC2+ctrl,K562,209,48,10691
jurkat,EXOSC3+ctrl,K562,44,30,10691
jurkat,EXOSC7+ctrl,K562,84,44,10691
jurkat,FAM136A+ctrl,K562,40,26,10691
jurkat,FAM32A+ctrl,K562,332,48,10691
jurkat,FARSA+ctrl,K562,128,46,10691
jurkat,FBL+ctrl,K562,124,44,10691
jurkat,FTSJ3+ctrl,K562,153,45,10691
jurkat,GARS+ctrl,K562,148,48,10691
jurkat,GFER+ctrl,K562,198,46,10691
jurkat,GFM1+ctrl,K562,230,47,10691
jurkat,GINS2+ctrl,K562,130,44,10691
jurkat,GINS3+ctrl,K562,98,41,10691
jurkat,GLE1+ctrl,K562,54,33,10691
jurkat,GMPS+ctrl,K562,94,41,10691
jurkat,GNL3+ctrl,K562,29,23,10691
jurkat,GNL3L+ctrl,K562,66,34,10691
jurkat,GPN1+ctrl,K562,76,38,10691
jurkat,GPN2+ctrl,K562,42,26,10691
jurkat,GPN3+ctrl,K562,250,48,10691
jurkat,GRSF1+ctrl,K562,146,43,10691
jurkat,GTF2B+ctrl,K562,34,27,10691
jurkat,GTF2E1+ctrl,K562,176,47,10691
jurkat,GTF2F2+ctrl,K562,52,32,10691
jurkat,HARS2+ctrl,K562,62,34,10691
jurkat,HAUS5+ctrl,K562,153,45,10691
jurkat,HBS1L+ctrl,K562,120,46,10691
jurkat,HEATR1+ctrl,K562,216,47,10691
jurkat,HGS+ctrl,K562,96,42,10691
jurkat,HMGCS1+ctrl,K562,216,47,10691
jurkat,HNRNPH1+ctrl,K562,92,40,10691
jurkat,HNRNPM+ctrl,K562,128,46,10691
jurkat,HSCB+ctrl,K562,85,39,10691
jurkat,HSPA9+ctrl,K562,374,48,10691
jurkat,HSPE1+ctrl,K562,25,20,10691
jurkat,IARS+ctrl,K562,45,29,10691
jurkat,ICE1+ctrl,K562,319,48,10691
jurkat,IGBP1+ctrl,K562,245,47,10691
jurkat,ILF2+ctrl,K562,53,33,10691
jurkat,IMPDH2+ctrl,K562,70,38,10691
jurkat,INO80B+ctrl,K562,115,41,10691
jurkat,INTS3+ctrl,K562,103,39,10691
jurkat,INTS4+ctrl,K562,47,32,10691
jurkat,INTS9+ctrl,K562,222,48,10691
jurkat,IPO9+ctrl,K562,173,46,10691
jurkat,ISG20L2+ctrl,K562,72,38,10691
jurkat,KANSL1+ctrl,K562,41,27,10691
jurkat,KARS+ctrl,K562,45,32,10691
jurkat,KAT8+ctrl,K562,254,47,10691
jurkat,KIF20A+ctrl,K562,95,41,10691
jurkat,KRI1+ctrl,K562,51,32,10691
jurkat,KRR1+ctrl,K562,398,47,10691
jurkat,LAS1L+ctrl,K562,75,39,10691
jurkat,LETM1+ctrl,K562,110,39,10691
jurkat,LSG1+ctrl,K562,106,44,10691
jurkat,LSM3+ctrl,K562,64,34,10691
jurkat,LSM4+ctrl,K562,68,37,10691
jurkat,LSM5+ctrl,K562,139,46,10691
jurkat,LSM6+ctrl,K562,423,48,10691
jurkat,LSM7+ctrl,K562,126,43,10691
jurkat,MAD2L1+ctrl,K562,103,40,10691
jurkat,MAK16+ctrl,K562,183,46,10691
jurkat,MARS+ctrl,K562,81,39,10691
jurkat,MAX+ctrl,K562,161,45,10691
jurkat,MCM2+ctrl,K562,114,42,10691
jurkat,MCM3+ctrl,K562,104,41,10691
jurkat,MCM3AP+ctrl,K562,100,43,10691
jurkat,MCM4+ctrl,K562,69,34,10691
jurkat,MCM6+ctrl,K562,84,40,10691
jurkat,MED10+ctrl,K562,454,48,10691
jurkat,MED11+ctrl,K562,227,48,10691
jurkat,MED17+ctrl,K562,143,44,10691
jurkat,MED19+ctrl,K562,526,48,10691
jurkat,MED22+ctrl,K562,279,47,10691
jurkat,MED26+ctrl,K562,99,41,10691
jurkat,MED28+ctrl,K562,66,38,10691
jurkat,MED29+ctrl,K562,86,40,10691
jurkat,MED30+ctrl,K562,283,48,10691
jurkat,MED4+ctrl,K562,56,31,10691
jurkat,METAP2+ctrl,K562,131,45,10691
jurkat,MICOS10+ctrl,K562,83,35,10691
jurkat,MIOS+ctrl,K562,160,45,10691
jurkat,MNAT1+ctrl,K562,79,37,10691
jurkat,MPHOSPH10+ctrl,K562,38,26,10691
jurkat,MRGBP+ctrl,K562,68,38,10691
jurkat,MRPL13+ctrl,K562,72,38,10691
jurkat,MRPL14+ctrl,K562,188,45,10691
jurkat,MRPL17+ctrl,K562,96,40,10691
jurkat,MRPL18+ctrl,K562,128,45,10691
jurkat,MRPL3+ctrl,K562,146,47,10691
jurkat,MRPL36+ctrl,K562,160,44,10691
jurkat,MRPL37+ctrl,K562,100,41,10691
jurkat,MRPL38+ctrl,K562,132,47,10691
jurkat,MRPL41+ctrl,K562,66,36,10691
jurkat,MRPL43+ctrl,K562,90,38,10691
jurkat,MRPL51+ctrl,K562,100,42,10691
jurkat,MRPS11+ctrl,K562,90,39,10691
jurkat,MRPS14+ctrl,K562,82,37,10691
jurkat,MRPS2+ctrl,K562,93,35,10691
jurkat,MRPS21+ctrl,K562,126,46,10691
jurkat,MRPS22+ctrl,K562,142,47,10691
jurkat,MRPS23+ctrl,K562,108,38,10691
jurkat,MRPS35+ctrl,K562,182,47,10691
jurkat,MRPS7+ctrl,K562,101,40,10691
jurkat,MRPS9+ctrl,K562,69,35,10691
jurkat,MTBP+ctrl,K562,183,47,10691
jurkat,MYBBP1A+ctrl,K562,106,41,10691
jurkat,MZT1+ctrl,K562,381,48,10691
jurkat,NAA10+ctrl,K562,113,41,10691
jurkat,NAA20+ctrl,K562,158,45,10691
jurkat,NACA+ctrl,K562,315,47,10691
jurkat,NAT10+ctrl,K562,28,21,10691
jurkat,NCBP1+ctrl,K562,53,32,10691
jurkat,NCBP2+ctrl,K562,765,48,10691
jurkat,NDUFA8+ctrl,K562,85,41,10691
jurkat,NDUFB4+ctrl,K562,147,45,10691
jurkat,NDUFB8+ctrl,K562,174,46,10691
jurkat,NELFA+ctrl,K562,82,39,10691
jurkat,NELFCD+ctrl,K562,174,47,10691
jurkat,NFRKB+ctrl,K562,223,48,10691
jurkat,NFS1+ctrl,K562,75,36,10691
jurkat,NOC3L+ctrl,K562,73,36,10691
jurkat,NOL11+ctrl,K562,219,46,10691
jurkat,NOL12+ctrl,K562,83,36,10691
jurkat,NOL8+ctrl,K562,70,38,10691
jurkat,NRBP1+ctrl,K562,62,36,10691
jurkat,NUBP1+ctrl,K562,144,45,10691
jurkat,NUF2+ctrl,K562,404,48,10691
jurkat,NUP133+ctrl,K562,70,37,10691
jurkat,NUP54+ctrl,K562,266,48,10691
jurkat,NUP85+ctrl,K562,107,43,10691
jurkat,OGFOD1+ctrl,K562,101,42,10691
jurkat,ORC1+ctrl,K562,477,48,10691
jurkat,OXA1L+ctrl,K562,305,48,10691
jurkat,PABPN1+ctrl,K562,93,41,10691
jurkat,PAF1+ctrl,K562,229,47,10691
jurkat,PAM16+ctrl,K562,43,30,10691
jurkat,PAXBP1+ctrl,K562,114,43,10691
jurkat,PCID2+ctrl,K562,208,48,10691
jurkat,PDAP1+ctrl,K562,38,25,10691
jurkat,PDCD2+ctrl,K562,59,37,10691
jurkat,PDCD7+ctrl,K562,80,35,10691
jurkat,PDRG1+ctrl,K562,111,43,10691
jurkat,PELP1+ctrl,K562,60,34,10691
jurkat,PET117+ctrl,K562,80,39,10691
jurkat,PFDN2+ctrl,K562,77,33,10691
jurkat,PGAM1+ctrl,K562,145,43,10691
jurkat,PGD+ctrl,K562,98,44,10691
jurkat,PHAX+ctrl,K562,304,48,10691
jurkat,PHB2+ctrl,K562,292,48,10691
jurkat,PMPCB+ctrl,K562,471,48,10691
jurkat,PNN+ctrl,K562,64,38,10691
jurkat,PNO1+ctrl,K562,114,41,10691
jurkat,POLD2+ctrl,K562,63,33,10691
jurkat,POLD3+ctrl,K562,65,38,10691
jurkat,POLR1B+ctrl,K562,174,47,10691
jurkat,POLR2F+ctrl,K562,209,47,10691
jurkat,POLR2I+ctrl,K562,179,47,10691
jurkat,POLR2L+ctrl,K562,43,23,10691
jurkat,POLR3D+ctrl,K562,108,41,10691
jurkat,POLR3E+ctrl,K562,192,46,10691
jurkat,POLR3F+ctrl,K562,156,47,10691
jurkat,POLRMT+ctrl,K562,208,47,10691
jurkat,POP4+ctrl,K562,116,42,10691
jurkat,POP5+ctrl,K562,50,33,10691
jurkat,POP7+ctrl,K562,196,48,10691
jurkat,PPIE+ctrl,K562,39,25,10691
jurkat,PPIH+ctrl,K562,93,40,10691
jurkat,PPIL4+ctrl,K562,69,37,10691
jurkat,PPP1R11+ctrl,K562,69,37,10691
jurkat,PPP1R8+ctrl,K562,64,35,10691
jurkat,PPP2R1A+ctrl,K562,301,48,10691
jurkat,PPP4R2+ctrl,K562,162,46,10691
jurkat,PRMT1+ctrl,K562,44,28,10691
jurkat,PRMT5+ctrl,K562,92,41,10691
jurkat,PRPF18+ctrl,K562,256,48,10691
jurkat,PRRC2A+ctrl,K562,82,39,10691
jurkat,PSMB2+ctrl,K562,46,35,10691
jurkat,PSMB6+ctrl,K562,77,39,10691
jurkat,PSMC1+ctrl,K562,177,46,10691
jurkat,PSMC2+ctrl,K562,279,48,10691
jurkat,PSMD12+ctrl,K562,116,44,10691
jurkat,PSMD4+ctrl,K562,285,48,10691
jurkat,PTCD1+ctrl,K562,246,48,10691
jurkat,QARS+ctrl,K562,376,48,10691
jurkat,RABGGTA+ctrl,K562,114,46,10691
jurkat,RAD21+ctrl,K562,62,36,10691
jurkat,RAE1+ctrl,K562,51,32,10691
jurkat,RARS2+ctrl,K562,139,46,10691
jurkat,RBBP4+ctrl,K562,65,38,10691
jurkat,RBM25+ctrl,K562,53,30,10691
jurkat,RBM28+ctrl,K562,55,33,10691
jurkat,RBM42+ctrl,K562,68,37,10691
jurkat,RBM48+ctrl,K562,55,31,10691
jurkat,RBM8A+ctrl,K562,17,15,10691
jurkat,RCL1+ctrl,K562,104,40,10691
jurkat,RFC2+ctrl,K562,85,43,10691
jurkat,RFC4+ctrl,K562,58,32,10691
jurkat,RINT1+ctrl,K562,143,45,10691
jurkat,RIOK2+ctrl,K562,161,47,10691
jurkat,RNASEH2C+ctrl,K562,89,43,10691
jurkat,RNF113A+ctrl,K562,170,46,10691
jurkat,RNF20+ctrl,K562,118,44,10691
jurkat,RNMT+ctrl,K562,106,40,10691
jurkat,RNPS1+ctrl,K562,51,33,10691
jurkat,RPAP1+ctrl,K562,88,39,10691
jurkat,RPL10+ctrl,K562,215,48,10691
jurkat,RPL11+ctrl,K562,315,48,10691
jurkat,RPL12+ctrl,K562,185,47,10691
jurkat,RPL14+ctrl,K562,189,47,10691
jurkat,RPL17+ctrl,K562,134,43,10691
jurkat,RPL18+ctrl,K562,229,47,10691
jurkat,RPL19+ctrl,K562,226,48,10691
jurkat,RPL21+ctrl,K562,214,48,10691
jurkat,RPL23A+ctrl,K562,84,39,10691
jurkat,RPL26+ctrl,K562,194,46,10691
jurkat,RPL32+ctrl,K562,158,47,10691
jurkat,RPL34+ctrl,K562,249,46,10691
jurkat,RPL35+ctrl,K562,36,23,10691
jurkat,RPL35A+ctrl,K562,97,42,10691
jurkat,RPL37A+ctrl,K562,295,48,10691
jurkat,RPL38+ctrl,K562,169,47,10691
jurkat,RPL39+ctrl,K562,31,24,10691
jurkat,RPL4+ctrl,K562,257,48,10691
jurkat,RPL5+ctrl,K562,154,44,10691
jurkat,RPL7+ctrl,K562,237,46,10691
jurkat,RPL9+ctrl,K562,180,47,10691
jurkat,RPLP0+ctrl,K562,136,44,10691
jurkat,RPLP1+ctrl,K562,96,41,10691
jurkat,RPP30+ctrl,K562,97,40,10691
jurkat,RPP38+ctrl,K562,49,30,10691
jurkat,RPS10+ctrl,K562,93,39,10691
jurkat,RPS11+ctrl,K562,233,47,10691
jurkat,RPS15+ctrl,K562,18,13,10691
jurkat,RPS15A+ctrl,K562,257,48,10691
jurkat,RPS19BP1+ctrl,K562,50,28,10691
jurkat,RPS2+ctrl,K562,50,31,10691
jurkat,RPS20+ctrl,K562,179,48,10691
jurkat,RPS24+ctrl,K562,213,48,10691
jurkat,RPS27+ctrl,K562,161,45,10691
jurkat,RPS27A+ctrl,K562,88,38,10691
jurkat,RPS28+ctrl,K562,262,47,10691
jurkat,RPS29+ctrl,K562,211,48,10691
jurkat,RPS3+ctrl,K562,252,48,10691
jurkat,RPS3A+ctrl,K562,120,45,10691
jurkat,RPS4X+ctrl,K562,175,47,10691
jurkat,RPS6+ctrl,K562,165,45,10691
jurkat,RPSA+ctrl,K562,191,47,10691
jurkat,RPTOR+ctrl,K562,81,41,10691
jurkat,RRN3+ctrl,K562,38,26,10691
jurkat,RRP1+ctrl,K562,90,43,10691
jurkat,RRP12+ctrl,K562,191,45,10691
jurkat,RRP7A+ctrl,K562,40,25,10691
jurkat,RSL1D1+ctrl,K562,124,42,10691
jurkat,RSL24D1+ctrl,K562,116,44,10691
jurkat,RTF1+ctrl,K562,53,33,10691
jurkat,RUVBL1+ctrl,K562,171,48,10691
jurkat,SAMM50+ctrl,K562,94,44,10691
jurkat,SAP18+ctrl,K562,40,28,10691
jurkat,SARS2+ctrl,K562,150,43,10691
jurkat,SART3+ctrl,K562,142,42,10691
jurkat,SBNO1+ctrl,K562,127,43,10691
jurkat,SCAF1+ctrl,K562,158,47,10691
jurkat,SDAD1+ctrl,K562,210,46,10691
jurkat,SDE2+ctrl,K562,134,46,10691
jurkat,SDHC+ctrl,K562,91,42,10691
jurkat,SEC61A1+ctrl,K562,129,46,10691
jurkat,SEC61G+ctrl,K562,74,32,10691
jurkat,SETD1A+ctrl,K562,60,37,10691
jurkat,SETDB1+ctrl,K562,123,42,10691
jurkat,SF3A2+ctrl,K562,236,48,10691
jurkat,SFSWAP+ctrl,K562,145,45,10691
jurkat,SLBP+ctrl,K562,63,32,10691
jurkat,SLC39A9+ctrl,K562,724,48,10691
jurkat,SLC7A6OS+ctrl,K562,36,26,10691
jurkat,SLU7+ctrl,K562,195,47,10691
jurkat,SMC1A+ctrl,K562,156,47,10691
jurkat,SMG5+ctrl,K562,82,41,10691
jurkat,SNAPC1+ctrl,K562,96,43,10691
jurkat,SNIP1+ctrl,K562,43,27,10691
jurkat,SNRNP200+ctrl,K562,92,38,10691
jurkat,SNRPB+ctrl,K562,120,43,10691
jurkat,SNRPC+ctrl,K562,28,17,10691
jurkat,SNRPD1+ctrl,K562,113,41,10691
jurkat,SNRPD3+ctrl,K562,120,46,10691
jurkat,SNRPF+ctrl,K562,92,40,10691
jurkat,SPCS3+ctrl,K562,115,42,10691
jurkat,SRRM1+ctrl,K562,136,47,10691
jurkat,SRRM2+ctrl,K562,146,43,10691
jurkat,SRSF1+ctrl,K562,117,44,10691
jurkat,SRSF10+ctrl,K562,120,44,10691
jurkat,SSBP1+ctrl,K562,115,44,10691
jurkat,SSU72+ctrl,K562,55,33,10691
jurkat,STRAP+ctrl,K562,91,41,10691
jurkat,SUGP1+ctrl,K562,146,46,10691
jurkat,SUPT16H+ctrl,K562,82,40,10691
jurkat,SUPT5H+ctrl,K562,367,48,10691
jurkat,SUPV3L1+ctrl,K562,74,37,10691
jurkat,SURF6+ctrl,K562,113,40,10691
jurkat,TADA3+ctrl,K562,139,45,10691
jurkat,TAF10+ctrl,K562,38,25,10691
jurkat,TAF1C+ctrl,K562,128,46,10691
jurkat,TAF6+ctrl,K562,111,44,10691
jurkat,TAF7+ctrl,K562,84,38,10691
jurkat,TBCB+ctrl,K562,97,42,10691
jurkat,TBL3+ctrl,K562,70,40,10691
jurkat,TCERG1+ctrl,K562,93,40,10691
jurkat,TCOF1+ctrl,K562,86,39,10691
jurkat,TELO2+ctrl,K562,73,39,10691
jurkat,TERF2+ctrl,K562,47,28,10691
jurkat,THAP11+ctrl,K562,60,30,10691
jurkat,THOC6+ctrl,K562,115,41,10691
jurkat,THOC7+ctrl,K562,104,45,10691
jurkat,TIMM13+ctrl,K562,162,44,10691
jurkat,TIMM23B+ctrl,K562,480,48,10691
jurkat,TIMM44+ctrl,K562,38,24,10691
jurkat,TMX2+ctrl,K562,94,38,10691
jurkat,TOMM22+ctrl,K562,89,38,10691
jurkat,TOP1+ctrl,K562,91,42,10691
jurkat,TPR+ctrl,K562,68,38,10691
jurkat,TRA2B+ctrl,K562,139,47,10691
jurkat,TRMT10C+ctrl,K562,67,35,10691
jurkat,TRMT112+ctrl,K562,150,44,10691
jurkat,TRMT5+ctrl,K562,93,42,10691
jurkat,TSEN2+ctrl,K562,168,44,10691
jurkat,TSG101+ctrl,K562,83,37,10691
jurkat,TSR1+ctrl,K562,109,43,10691
jurkat,TTI1+ctrl,K562,146,46,10691
jurkat,TXNL4A+ctrl,K562,66,35,10691
jurkat,U2AF1+ctrl,K562,141,46,10691
jurkat,U2SURP+ctrl,K562,263,48,10691
jurkat,UBA3+ctrl,K562,94,41,10691
jurkat,UBA52+ctrl,K562,44,33,10691
jurkat,UBAP1+ctrl,K562,102,41,10691
jurkat,UBL5+ctrl,K562,198,47,10691
jurkat,UBQLN4+ctrl,K562,145,45,10691
jurkat,UFM1+ctrl,K562,119,47,10691
jurkat,UPF2+ctrl,K562,133,43,10691
jurkat,UQCRB+ctrl,K562,93,45,10691
jurkat,UQCRFS1+ctrl,K562,114,40,10691
jurkat,UQCRQ+ctrl,K562,148,44,10691
jurkat,USP36+ctrl,K562,151,44,10691
jurkat,USPL1+ctrl,K562,96,42,10691
jurkat,UTP20+ctrl,K562,92,40,10691
jurkat,UTP23+ctrl,K562,160,47,10691
jurkat,UXT+ctrl,K562,206,46,10691
jurkat,WAC+ctrl,K562,93,40,10691
jurkat,WDHD1+ctrl,K562,175,48,10691
jurkat,WDR12+ctrl,K562,174,47,10691
jurkat,WDR33+ctrl,K562,79,37,10691
jurkat,WDR61+ctrl,K562,98,39,10691
jurkat,WDR82+ctrl,K562,86,40,10691
jurkat,XRCC5+ctrl,K562,77,38,10691
jurkat,XRN2+ctrl,K562,57,32,10691
jurkat,YEATS2+ctrl,K562,233,48,10691
jurkat,ZBTB17+ctrl,K562,158,48,10691
jurkat,ZC3H18+ctrl,K562,23,18,10691
jurkat,ZCRB1+ctrl,K562,141,46,10691
jurkat,ZFC3H1+ctrl,K562,105,41,10691
jurkat,ZMAT2+ctrl,K562,348,48,10691
jurkat,ZMAT5+ctrl,K562,98,41,10691
jurkat,ZNF236+ctrl,K562,85,40,10691
jurkat,ZNHIT6+ctrl,K562,116,42,10691
jurkat,AARS+ctrl,RPE1,56,35,11485
jurkat,ABCE1+ctrl,RPE1,48,34,11485
jurkat,ABCF1+ctrl,RPE1,82,45,11485
jurkat,ABT1+ctrl,RPE1,24,17,11485
jurkat,ACTB+ctrl,RPE1,232,54,11485
jurkat,ACTR6+ctrl,RPE1,103,46,11485
jurkat,AHCTF1+ctrl,RPE1,71,38,11485
jurkat,AKIRIN2+ctrl,RPE1,29,22,11485
jurkat,ALDOA+ctrl,RPE1,70,39,11485
jurkat,ALG13+ctrl,RPE1,43,32,11485
jurkat,ARGLU1+ctrl,RPE1,91,48,11485
jurkat,ARL2+ctrl,RPE1,193,54,11485
jurkat,ATP6V0B+ctrl,RPE1,101,47,11485
jurkat,ATP6V1A+ctrl,RPE1,76,41,11485
jurkat,ATR+ctrl,RPE1,158,52,11485
jurkat,ATRIP+ctrl,RPE1,74,41,11485
jurkat,BDP1+ctrl,RPE1,42,32,11485
jurkat,BNIP1+ctrl,RPE1,57,36,11485
jurkat,BRIX1+ctrl,RPE1,38,24,11485
jurkat,CCDC59+ctrl,RPE1,44,32,11485
jurkat,CCDC84+ctrl,RPE1,42,28,11485
jurkat,CCNH+ctrl,RPE1,69,43,11485
jurkat,CCT4+ctrl,RPE1,55,37,11485
jurkat,CCT7+ctrl,RPE1,54,36,11485
jurkat,CD3EAP+ctrl,RPE1,38,25,11485
jurkat,CDC123+ctrl,RPE1,31,23,11485
jurkat,CDC5L+ctrl,RPE1,66,44,11485
jurkat,CDC73+ctrl,RPE1,56,38,11485
jurkat,CENPK+ctrl,RPE1,70,40,11485
jurkat,CEP192+ctrl,RPE1,53,31,11485
jurkat,CHCHD4+ctrl,RPE1,136,51,11485
jurkat,CHD4+ctrl,RPE1,109,44,11485
jurkat,CHEK1+ctrl,RPE1,49,30,11485
jurkat,CINP+ctrl,RPE1,40,27,11485
jurkat,CLNS1A+ctrl,RPE1,68,39,11485
jurkat,CLP1+ctrl,RPE1,27,22,11485
jurkat,CMTR1+ctrl,RPE1,80,41,11485
jurkat,CNOT2+ctrl,RPE1,62,40,11485
jurkat,CNOT3+ctrl,RPE1,54,37,11485
jurkat,COPS2+ctrl,RPE1,41,27,11485
jurkat,COPS4+ctrl,RPE1,42,33,11485
jurkat,COX11+ctrl,RPE1,114,49,11485
jurkat,CPSF1+ctrl,RPE1,50,35,11485
jurkat,CPSF3+ctrl,RPE1,173,55,11485
jurkat,CPSF4+ctrl,RPE1,32,22,11485
jurkat,CPSF6+ctrl,RPE1,25,18,11485
jurkat,CSE1L+ctrl,RPE1,252,56,11485
jurkat,CSNK2B+ctrl,RPE1,68,36,11485
jurkat,CSTF3+ctrl,RPE1,58,36,11485
jurkat,CUL2+ctrl,RPE1,29,24,11485
jurkat,CWC15+ctrl,RPE1,57,36,11485
jurkat,CWF19L2+ctrl,RPE1,58,35,11485
jurkat,CXXC1+ctrl,RPE1,92,43,11485
jurkat,DAD1+ctrl,RPE1,36,25,11485
jurkat,DARS+ctrl,RPE1,30,25,11485
jurkat,DDB1+ctrl,RPE1,74,40,11485
jurkat,DDX10+ctrl,RPE1,32,26,11485
jurkat,DDX23+ctrl,RPE1,168,50,11485
jurkat,DDX46+ctrl,RPE1,95,43,11485
