task_id,target,condition,n_source_contexts,n_source_cells,weight_sum,target_perturbed_expression_rows_opened
hepg2::DSN1+ctrl,hepg2,DSN1+ctrl,2,272,272,0
hepg2::DTL+ctrl,hepg2,DTL+ctrl,3,159,159,0
hepg2::DYNC1H1+ctrl,hepg2,DYNC1H1+ctrl,3,261,261,0
hepg2::DYNC1I2+ctrl,hepg2,DYNC1I2+ctrl,3,330,330,0
hepg2::EBNA1BP2+ctrl,hepg2,EBNA1BP2+ctrl,3,136,136,0
hepg2::ECD+ctrl,hepg2,ECD+ctrl,2,117,117,0
hepg2::EEF2+ctrl,hepg2,EEF2+ctrl,3,364,364,0
hepg2::EIF1AX+ctrl,hepg2,EIF1AX+ctrl,2,147,147,0
hepg2::EIF2B1+ctrl,hepg2,EIF2B1+ctrl,3,511,511,0
hepg2::EIF2B5+ctrl,hepg2,EIF2B5+ctrl,3,652,652,0
hepg2::EIF2S1+ctrl,hepg2,EIF2S1+ctrl,3,311,311,0
hepg2::EIF2S2+ctrl,hepg2,EIF2S2+ctrl,3,131,131,0
hepg2::EIF2S3+ctrl,hepg2,EIF2S3+ctrl,3,132,132,0
hepg2::EIF3B+ctrl,hepg2,EIF3B+ctrl,3,256,256,0
hepg2::EIF3E+ctrl,hepg2,EIF3E+ctrl,3,250,250,0
hepg2::EIF3I+ctrl,hepg2,EIF3I+ctrl,3,177,177,0
hepg2::EIF3J+ctrl,hepg2,EIF3J+ctrl,3,218,218,0
hepg2::EIF4E+ctrl,hepg2,EIF4E+ctrl,3,442,442,0
hepg2::EIF4G2+ctrl,hepg2,EIF4G2+ctrl,3,464,464,0
hepg2::EIF5+ctrl,hepg2,EIF5+ctrl,2,126,126,0
hepg2::EIF6+ctrl,hepg2,EIF6+ctrl,3,278,278,0
hepg2::ERCC2+ctrl,hepg2,ERCC2+ctrl,3,299,299,0
hepg2::ESF1+ctrl,hepg2,ESF1+ctrl,2,314,314,0
hepg2::ETF1+ctrl,hepg2,ETF1+ctrl,3,164,164,0
hepg2::EXOC7+ctrl,hepg2,EXOC7+ctrl,3,154,154,0
hepg2::EXOSC2+ctrl,hepg2,EXOSC2+ctrl,3,365,365,0
hepg2::EXOSC3+ctrl,hepg2,EXOSC3+ctrl,3,215,215,0
hepg2::EXOSC7+ctrl,hepg2,EXOSC7+ctrl,3,194,194,0
hepg2::EXOSC10+ctrl,hepg2,EXOSC10+ctrl,2,130,130,0
hepg2::FAM32A+ctrl,hepg2,FAM32A+ctrl,3,403,403,0
hepg2::FAM136A+ctrl,hepg2,FAM136A+ctrl,3,1006,1006,0
hepg2::FARSA+ctrl,hepg2,FARSA+ctrl,3,313,313,0
hepg2::FBL+ctrl,hepg2,FBL+ctrl,2,166,166,0
hepg2::FBXO5+ctrl,hepg2,FBXO5+ctrl,1,233,233,0
hepg2::FTSJ3+ctrl,hepg2,FTSJ3+ctrl,3,236,236,0
hepg2::GARS+ctrl,hepg2,GARS+ctrl,3,346,346,0
hepg2::GFER+ctrl,hepg2,GFER+ctrl,3,375,375,0
hepg2::GFM1+ctrl,hepg2,GFM1+ctrl,3,3252,3252,0
hepg2::GINS2+ctrl,hepg2,GINS2+ctrl,3,342,342,0
hepg2::GLE1+ctrl,hepg2,GLE1+ctrl,3,162,162,0
hepg2::GMPS+ctrl,hepg2,GMPS+ctrl,2,132,132,0
hepg2::GNL3+ctrl,hepg2,GNL3+ctrl,3,186,186,0
hepg2::GNL3L+ctrl,hepg2,GNL3L+ctrl,2,135,135,0
hepg2::GPN1+ctrl,hepg2,GPN1+ctrl,2,126,126,0
hepg2::GPN3+ctrl,hepg2,GPN3+ctrl,3,463,463,0
hepg2::GRSF1+ctrl,hepg2,GRSF1+ctrl,3,364,364,0
hepg2::GTF2B+ctrl,hepg2,GTF2B+ctrl,2,77,77,0
hepg2::GTF2E1+ctrl,hepg2,GTF2E1+ctrl,3,287,287,0
hepg2::GTF2F2+ctrl,hepg2,GTF2F2+ctrl,3,224,224,0
hepg2::HDAC7+ctrl,hepg2,HDAC7+ctrl,2,234,234,0
hepg2::HGS+ctrl,hepg2,HGS+ctrl,3,169,169,0
hepg2::HMGCS1+ctrl,hepg2,HMGCS1+ctrl,3,601,601,0
hepg2::HNRNPH1+ctrl,hepg2,HNRNPH1+ctrl,3,278,278,0
hepg2::HNRNPM+ctrl,hepg2,HNRNPM+ctrl,2,201,201,0
hepg2::HSPA5+ctrl,hepg2,HSPA5+ctrl,2,266,266,0
hepg2::HSPA8+ctrl,hepg2,HSPA8+ctrl,1,146,146,0
hepg2::HSPA9+ctrl,hepg2,HSPA9+ctrl,3,515,515,0
hepg2::HSPE1+ctrl,hepg2,HSPE1+ctrl,3,272,272,0
hepg2::IARS+ctrl,hepg2,IARS+ctrl,3,132,132,0
hepg2::ICE1+ctrl,hepg2,ICE1+ctrl,3,420,420,0
hepg2::IGBP1+ctrl,hepg2,IGBP1+ctrl,3,384,384,0
hepg2::ILF2+ctrl,hepg2,ILF2+ctrl,3,183,183,0
hepg2::IMPDH2+ctrl,hepg2,IMPDH2+ctrl,2,167,167,0
hepg2::INO80B+ctrl,hepg2,INO80B+ctrl,3,320,320,0
hepg2::INTS3+ctrl,hepg2,INTS3+ctrl,3,255,255,0
hepg2::INTS4+ctrl,hepg2,INTS4+ctrl,3,161,161,0
hepg2::INTS9+ctrl,hepg2,INTS9+ctrl,3,393,393,0
hepg2::IPO9+ctrl,hepg2,IPO9+ctrl,3,416,416,0
hepg2::ISCU+ctrl,hepg2,ISCU+ctrl,2,52,52,0
hepg2::ISG20L2+ctrl,hepg2,ISG20L2+ctrl,2,151,151,0
hepg2::KANSL1+ctrl,hepg2,KANSL1+ctrl,3,128,128,0
hepg2::KAT8+ctrl,hepg2,KAT8+ctrl,3,401,401,0
hepg2::KPNB1+ctrl,hepg2,KPNB1+ctrl,2,394,394,0
hepg2::KRI1+ctrl,hepg2,KRI1+ctrl,3,259,259,0
hepg2::KRR1+ctrl,hepg2,KRR1+ctrl,2,481,481,0
hepg2::LAS1L+ctrl,hepg2,LAS1L+ctrl,3,266,266,0
hepg2::LETM1+ctrl,hepg2,LETM1+ctrl,3,413,413,0
hepg2::LSG1+ctrl,hepg2,LSG1+ctrl,3,328,328,0
hepg2::LSM3+ctrl,hepg2,LSM3+ctrl,3,228,228,0
hepg2::LSM4+ctrl,hepg2,LSM4+ctrl,3,170,170,0
hepg2::LSM5+ctrl,hepg2,LSM5+ctrl,3,272,272,0
hepg2::LSM6+ctrl,hepg2,LSM6+ctrl,3,517,517,0
hepg2::LSM7+ctrl,hepg2,LSM7+ctrl,3,237,237,0
hepg2::MAD2L1+ctrl,hepg2,MAD2L1+ctrl,3,249,249,0
hepg2::MAK16+ctrl,hepg2,MAK16+ctrl,2,234,234,0
hepg2::MARS+ctrl,hepg2,MARS+ctrl,3,186,186,0
hepg2::MAX+ctrl,hepg2,MAX+ctrl,3,319,319,0
hepg2::MCM2+ctrl,hepg2,MCM2+ctrl,3,266,266,0
hepg2::MCM3+ctrl,hepg2,MCM3+ctrl,3,567,567,0
hepg2::MCM3AP+ctrl,hepg2,MCM3AP+ctrl,3,195,195,0
hepg2::MCM4+ctrl,hepg2,MCM4+ctrl,3,142,142,0
hepg2::MCM6+ctrl,hepg2,MCM6+ctrl,3,528,528,0
hepg2::MED4+ctrl,hepg2,MED4+ctrl,3,309,309,0
hepg2::MED11+ctrl,hepg2,MED11+ctrl,3,352,352,0
hepg2::MED17+ctrl,hepg2,MED17+ctrl,2,174,174,0
hepg2::MED19+ctrl,hepg2,MED19+ctrl,3,978,978,0
hepg2::MED26+ctrl,hepg2,MED26+ctrl,2,181,181,0
hepg2::MED29+ctrl,hepg2,MED29+ctrl,3,153,153,0
hepg2::MED30+ctrl,hepg2,MED30+ctrl,2,375,375,0
hepg2::METAP2+ctrl,hepg2,METAP2+ctrl,2,193,193,0
hepg2::MICOS10+ctrl,hepg2,MICOS10+ctrl,2,218,218,0
hepg2::MIOS+ctrl,hepg2,MIOS+ctrl,3,420,420,0
hepg2::MNAT1+ctrl,hepg2,MNAT1+ctrl,3,296,296,0
hepg2::MPHOSPH10+ctrl,hepg2,MPHOSPH10+ctrl,3,202,202,0
hepg2::MRGBP+ctrl,hepg2,MRGBP+ctrl,3,267,267,0
hepg2::MRPL3+ctrl,hepg2,MRPL3+ctrl,2,279,279,0
hepg2::MRPL14+ctrl,hepg2,MRPL14+ctrl,2,263,263,0
hepg2::MRPL17+ctrl,hepg2,MRPL17+ctrl,2,165,165,0
hepg2::MRPL18+ctrl,hepg2,MRPL18+ctrl,2,191,191,0
hepg2::MRPL36+ctrl,hepg2,MRPL36+ctrl,3,2820,2820,0
hepg2::MRPL37+ctrl,hepg2,MRPL37+ctrl,2,171,171,0
hepg2::MRPL38+ctrl,hepg2,MRPL38+ctrl,3,510,510,0
hepg2::MRPL41+ctrl,hepg2,MRPL41+ctrl,2,205,205,0
hepg2::MRPL43+ctrl,hepg2,MRPL43+ctrl,2,137,137,0
hepg2::MRPL51+ctrl,hepg2,MRPL51+ctrl,2,136,136,0
hepg2::MRPL54+ctrl,hepg2,MRPL54+ctrl,1,112,112,0
hepg2::MRPS2+ctrl,hepg2,MRPS2+ctrl,2,144,144,0
hepg2::MRPS7+ctrl,hepg2,MRPS7+ctrl,2,181,181,0
hepg2::MRPS9+ctrl,hepg2,MRPS9+ctrl,2,176,176,0
hepg2::MRPS21+ctrl,hepg2,MRPS21+ctrl,2,301,301,0
hepg2::MRPS23+ctrl,hepg2,MRPS23+ctrl,2,173,173,0
hepg2::MRPS35+ctrl,hepg2,MRPS35+ctrl,2,280,280,0
hepg2::MYBBP1A+ctrl,hepg2,MYBBP1A+ctrl,3,237,237,0
hepg2::MYBL2+ctrl,hepg2,MYBL2+ctrl,2,958,958,0
hepg2::MZT1+ctrl,hepg2,MZT1+ctrl,2,402,402,0
hepg2::NAA10+ctrl,hepg2,NAA10+ctrl,3,284,284,0
hepg2::NAA20+ctrl,hepg2,NAA20+ctrl,3,348,348,0
hepg2::NACA+ctrl,hepg2,NACA+ctrl,3,407,407,0
hepg2::NCBP2+ctrl,hepg2,NCBP2+ctrl,3,849,849,0
hepg2::NDUFA2+ctrl,hepg2,NDUFA2+ctrl,2,140,140,0
hepg2::NDUFB4+ctrl,hepg2,NDUFB4+ctrl,2,269,269,0
hepg2::NDUFB8+ctrl,hepg2,NDUFB8+ctrl,2,253,253,0
hepg2::NELFA+ctrl,hepg2,NELFA+ctrl,3,268,268,0
hepg2::NELFCD+ctrl,hepg2,NELFCD+ctrl,3,400,400,0
hepg2::NFRKB+ctrl,hepg2,NFRKB+ctrl,3,539,539,0
hepg2::NFS1+ctrl,hepg2,NFS1+ctrl,3,158,158,0
hepg2::NOC3L+ctrl,hepg2,NOC3L+ctrl,3,285,285,0
hepg2::NOL8+ctrl,hepg2,NOL8+ctrl,3,300,300,0
hepg2::NOL11+ctrl,hepg2,NOL11+ctrl,3,387,387,0
hepg2::NOL12+ctrl,hepg2,NOL12+ctrl,3,232,232,0
hepg2::NRBP1+ctrl,hepg2,NRBP1+ctrl,3,291,291,0
hepg2::NRDE2+ctrl,hepg2,NRDE2+ctrl,2,541,541,0
hepg2::NUBP1+ctrl,hepg2,NUBP1+ctrl,3,207,207,0
hepg2::NUMA1+ctrl,hepg2,NUMA1+ctrl,1,203,203,0
hepg2::NUP54+ctrl,hepg2,NUP54+ctrl,3,369,369,0
hepg2::NUP85+ctrl,hepg2,NUP85+ctrl,3,219,219,0
hepg2::NUP133+ctrl,hepg2,NUP133+ctrl,3,206,206,0
hepg2::NUP160+ctrl,hepg2,NUP160+ctrl,2,296,296,0
hepg2::NUTF2+ctrl,hepg2,NUTF2+ctrl,2,99,99,0
hepg2::OGFOD1+ctrl,hepg2,OGFOD1+ctrl,3,218,218,0
hepg2::OPA1+ctrl,hepg2,OPA1+ctrl,2,113,113,0
hepg2::ORC1+ctrl,hepg2,ORC1+ctrl,3,570,570,0
hepg2::PABPN1+ctrl,hepg2,PABPN1+ctrl,3,153,153,0
hepg2::PAF1+ctrl,hepg2,PAF1+ctrl,3,344,344,0
hepg2::PAM16+ctrl,hepg2,PAM16+ctrl,3,183,183,0
hepg2::PAXBP1+ctrl,hepg2,PAXBP1+ctrl,3,369,369,0
hepg2::PCID2+ctrl,hepg2,PCID2+ctrl,3,447,447,0
hepg2::PDAP1+ctrl,hepg2,PDAP1+ctrl,3,138,138,0
hepg2::PDCD2+ctrl,hepg2,PDCD2+ctrl,3,196,196,0
hepg2::PDCD7+ctrl,hepg2,PDCD7+ctrl,3,146,146,0
hepg2::PDRG1+ctrl,hepg2,PDRG1+ctrl,3,170,170,0
hepg2::PELP1+ctrl,hepg2,PELP1+ctrl,3,286,286,0
hepg2::PET117+ctrl,hepg2,PET117+ctrl,3,383,383,0
hepg2::PFDN2+ctrl,hepg2,PFDN2+ctrl,3,166,166,0
hepg2::PGD+ctrl,hepg2,PGD+ctrl,2,175,175,0
hepg2::PHAX+ctrl,hepg2,PHAX+ctrl,3,554,554,0
hepg2::PHB2+ctrl,hepg2,PHB2+ctrl,3,376,376,0
hepg2::PMPCB+ctrl,hepg2,PMPCB+ctrl,3,858,858,0
hepg2::PNN+ctrl,hepg2,PNN+ctrl,3,201,201,0
hepg2::PNO1+ctrl,hepg2,PNO1+ctrl,2,221,221,0
hepg2::POLA1+ctrl,hepg2,POLA1+ctrl,2,248,248,0
hepg2::POLA2+ctrl,hepg2,POLA2+ctrl,2,255,255,0
hepg2::POLD2+ctrl,hepg2,POLD2+ctrl,3,224,224,0
hepg2::POLR2A+ctrl,hepg2,POLR2A+ctrl,1,264,264,0
hepg2::POLR2D+ctrl,hepg2,POLR2D+ctrl,1,182,182,0
hepg2::POLR2F+ctrl,hepg2,POLR2F+ctrl,3,295,295,0
hepg2::POLR2G+ctrl,hepg2,POLR2G+ctrl,1,131,131,0
hepg2::POLR2H+ctrl,hepg2,POLR2H+ctrl,1,80,80,0
hepg2::POLR2I+ctrl,hepg2,POLR2I+ctrl,3,404,404,0
hepg2::POLR3D+ctrl,hepg2,POLR3D+ctrl,3,176,176,0
hepg2::POLR3E+ctrl,hepg2,POLR3E+ctrl,3,308,308,0
hepg2::POLR3F+ctrl,hepg2,POLR3F+ctrl,3,234,234,0
hepg2::POLRMT+ctrl,hepg2,POLRMT+ctrl,3,606,606,0
hepg2::POP4+ctrl,hepg2,POP4+ctrl,3,280,280,0
hepg2::POP5+ctrl,hepg2,POP5+ctrl,3,282,282,0
hepg2::POP7+ctrl,hepg2,POP7+ctrl,3,361,361,0
hepg2::PPIH+ctrl,hepg2,PPIH+ctrl,3,201,201,0
hepg2::PPIL4+ctrl,hepg2,PPIL4+ctrl,3,236,236,0
hepg2::PPP1R8+ctrl,hepg2,PPP1R8+ctrl,3,289,289,0
hepg2::PPP1R11+ctrl,hepg2,PPP1R11+ctrl,3,208,208,0
hepg2::PPP2R1A+ctrl,hepg2,PPP2R1A+ctrl,3,955,955,0
hepg2::PRIM2+ctrl,hepg2,PRIM2+ctrl,2,180,180,0
hepg2::PRMT1+ctrl,hepg2,PRMT1+ctrl,3,130,130,0
hepg2::PRMT5+ctrl,hepg2,PRMT5+ctrl,3,421,421,0
hepg2::PRPF18+ctrl,hepg2,PRPF18+ctrl,3,365,365,0
hepg2::PRRC2A+ctrl,hepg2,PRRC2A+ctrl,3,329,329,0
hepg2::PSMA2+ctrl,hepg2,PSMA2+ctrl,2,56,56,0
hepg2::PSMA3+ctrl,hepg2,PSMA3+ctrl,2,229,229,0
hepg2::PSMA6+ctrl,hepg2,PSMA6+ctrl,2,39,39,0
hepg2::PSMA7+ctrl,hepg2,PSMA7+ctrl,1,22,22,0
hepg2::PSMB2+ctrl,hepg2,PSMB2+ctrl,3,116,116,0
hepg2::PSMB3+ctrl,hepg2,PSMB3+ctrl,2,54,54,0
hepg2::PSMB6+ctrl,hepg2,PSMB6+ctrl,3,215,215,0
hepg2::PSMC1+ctrl,hepg2,PSMC1+ctrl,3,257,257,0
hepg2::PSMC2+ctrl,hepg2,PSMC2+ctrl,3,328,328,0
hepg2::PSMC4+ctrl,hepg2,PSMC4+ctrl,2,175,175,0
hepg2::PSMC6+ctrl,hepg2,PSMC6+ctrl,1,65,65,0
hepg2::PSMD1+ctrl,hepg2,PSMD1+ctrl,2,108,108,0
hepg2::PSMD4+ctrl,hepg2,PSMD4+ctrl,3,364,364,0
hepg2::PSMD6+ctrl,hepg2,PSMD6+ctrl,2,308,308,0
hepg2::PSMD11+ctrl,hepg2,PSMD11+ctrl,2,56,56,0
hepg2::PSMD12+ctrl,hepg2,PSMD12+ctrl,3,141,141,0
hepg2::PTCD1+ctrl,hepg2,PTCD1+ctrl,3,389,389,0
hepg2::QARS+ctrl,hepg2,QARS+ctrl,3,560,560,0
hepg2::RABGGTA+ctrl,hepg2,RABGGTA+ctrl,3,471,471,0
hepg2::RAE1+ctrl,hepg2,RAE1+ctrl,2,74,74,0
hepg2::RAN+ctrl,hepg2,RAN+ctrl,2,129,129,0
hepg2::RARS2+ctrl,hepg2,RARS2+ctrl,3,457,457,0
hepg2::RBBP4+ctrl,hepg2,RBBP4+ctrl,3,144,144,0
hepg2::RBM8A+ctrl,hepg2,RBM8A+ctrl,2,28,28,0
hepg2::RBM17+ctrl,hepg2,RBM17+ctrl,2,90,90,0
hepg2::RBM25+ctrl,hepg2,RBM25+ctrl,3,120,120,0
hepg2::RBM28+ctrl,hepg2,RBM28+ctrl,2,196,196,0
hepg2::RBM39+ctrl,hepg2,RBM39+ctrl,2,90,90,0
hepg2::RBM42+ctrl,hepg2,RBM42+ctrl,3,139,139,0
hepg2::RBM48+ctrl,hepg2,RBM48+ctrl,3,194,194,0
hepg2::RCL1+ctrl,hepg2,RCL1+ctrl,3,339,339,0
hepg2::REXO2+ctrl,hepg2,REXO2+ctrl,1,65,65,0
hepg2::RFC2+ctrl,hepg2,RFC2+ctrl,3,202,202,0
hepg2::RFC4+ctrl,hepg2,RFC4+ctrl,3,125,125,0
hepg2::RFC5+ctrl,hepg2,RFC5+ctrl,2,143,143,0
hepg2::RINT1+ctrl,hepg2,RINT1+ctrl,3,337,337,0
hepg2::RIOK2+ctrl,hepg2,RIOK2+ctrl,2,223,223,0
hepg2::RMI1+ctrl,hepg2,RMI1+ctrl,1,195,195,0
hepg2::RNASEH2C+ctrl,hepg2,RNASEH2C+ctrl,3,444,444,0
hepg2::RNF20+ctrl,hepg2,RNF20+ctrl,3,395,395,0
hepg2::RNF113A+ctrl,hepg2,RNF113A+ctrl,3,284,284,0
hepg2::RNMT+ctrl,hepg2,RNMT+ctrl,3,253,253,0
hepg2::RNPS1+ctrl,hepg2,RNPS1+ctrl,3,102,102,0
hepg2::RPA1+ctrl,hepg2,RPA1+ctrl,2,401,401,0
hepg2::RPAP1+ctrl,hepg2,RPAP1+ctrl,3,233,233,0
hepg2::RPAP2+ctrl,hepg2,RPAP2+ctrl,1,373,373,0
hepg2::RPL4+ctrl,hepg2,RPL4+ctrl,3,354,354,0
hepg2::RPL5+ctrl,hepg2,RPL5+ctrl,3,262,262,0
hepg2::RPL7+ctrl,hepg2,RPL7+ctrl,3,469,469,0
hepg2::RPL9+ctrl,hepg2,RPL9+ctrl,3,263,263,0
hepg2::RPL10+ctrl,hepg2,RPL10+ctrl,3,335,335,0
hepg2::RPL11+ctrl,hepg2,RPL11+ctrl,3,401,401,0
hepg2::RPL12+ctrl,hepg2,RPL12+ctrl,3,300,300,0
hepg2::RPL14+ctrl,hepg2,RPL14+ctrl,3,255,255,0
hepg2::RPL17+ctrl,hepg2,RPL17+ctrl,3,235,235,0
hepg2::RPL18+ctrl,hepg2,RPL18+ctrl,3,327,327,0
hepg2::RPL19+ctrl,hepg2,RPL19+ctrl,2,248,248,0
hepg2::RPL21+ctrl,hepg2,RPL21+ctrl,3,282,282,0
hepg2::RPL23A+ctrl,hepg2,RPL23A+ctrl,3,178,178,0
hepg2::RPL26+ctrl,hepg2,RPL26+ctrl,3,372,372,0
hepg2::RPL32+ctrl,hepg2,RPL32+ctrl,3,307,307,0
hepg2::RPL34+ctrl,hepg2,RPL34+ctrl,3,321,321,0
hepg2::RPL35+ctrl,hepg2,RPL35+ctrl,3,164,164,0
hepg2::RPL35A+ctrl,hepg2,RPL35A+ctrl,3,286,286,0
hepg2::RPL37A+ctrl,hepg2,RPL37A+ctrl,3,421,421,0
hepg2::RPL38+ctrl,hepg2,RPL38+ctrl,3,223,223,0
hepg2::RPL39+ctrl,hepg2,RPL39+ctrl,3,227,227,0
hepg2::RPLP0+ctrl,hepg2,RPLP0+ctrl,3,284,284,0
hepg2::RPP30+ctrl,hepg2,RPP30+ctrl,3,269,269,0
hepg2::RPS2+ctrl,hepg2,RPS2+ctrl,3,202,202,0
hepg2::RPS3+ctrl,hepg2,RPS3+ctrl,3,371,371,0
hepg2::RPS3A+ctrl,hepg2,RPS3A+ctrl,3,260,260,0
hepg2::RPS4X+ctrl,hepg2,RPS4X+ctrl,2,261,261,0
hepg2::RPS6+ctrl,hepg2,RPS6+ctrl,3,332,332,0
hepg2::RPS10+ctrl,hepg2,RPS10+ctrl,3,164,164,0
hepg2::RPS11+ctrl,hepg2,RPS11+ctrl,2,292,292,0
hepg2::RPS15+ctrl,hepg2,RPS15+ctrl,3,150,150,0
hepg2::RPS15A+ctrl,hepg2,RPS15A+ctrl,3,344,344,0
hepg2::RPS19BP1+ctrl,hepg2,RPS19BP1+ctrl,3,173,173,0
hepg2::RPS20+ctrl,hepg2,RPS20+ctrl,3,296,296,0
hepg2::RPS24+ctrl,hepg2,RPS24+ctrl,3,317,317,0
hepg2::RPS27+ctrl,hepg2,RPS27+ctrl,3,276,276,0
hepg2::RPS27A+ctrl,hepg2,RPS27A+ctrl,3,323,323,0
hepg2::RPS28+ctrl,hepg2,RPS28+ctrl,2,316,316,0
hepg2::RPS29+ctrl,hepg2,RPS29+ctrl,3,342,342,0
hepg2::RPSA+ctrl,hepg2,RPSA+ctrl,2,258,258,0
hepg2::RPTOR+ctrl,hepg2,RPTOR+ctrl,3,164,164,0
hepg2::RRN3+ctrl,hepg2,RRN3+ctrl,3,159,159,0
hepg2::RRP1+ctrl,hepg2,RRP1+ctrl,2,200,200,0
hepg2::RRP7A+ctrl,hepg2,RRP7A+ctrl,2,151,151,0
hepg2::RRP12+ctrl,hepg2,RRP12+ctrl,3,342,342,0
hepg2::RSL1D1+ctrl,hepg2,RSL1D1+ctrl,3,342,342,0
hepg2::RSL24D1+ctrl,hepg2,RSL24D1+ctrl,2,160,160,0
hepg2::RTF1+ctrl,hepg2,RTF1+ctrl,3,130,130,0
hepg2::RUVBL1+ctrl,hepg2,RUVBL1+ctrl,3,287,287,0
hepg2::SAMM50+ctrl,hepg2,SAMM50+ctrl,3,183,183,0
hepg2::SAP18+ctrl,hepg2,SAP18+ctrl,2,91,91,0
hepg2::SARS2+ctrl,hepg2,SARS2+ctrl,3,337,337,0
hepg2::SART3+ctrl,hepg2,SART3+ctrl,3,545,545,0
hepg2::SBNO1+ctrl,hepg2,SBNO1+ctrl,3,356,356,0
hepg2::SCAF1+ctrl,hepg2,SCAF1+ctrl,3,296,296,0
hepg2::SCFD1+ctrl,hepg2,SCFD1+ctrl,2,165,165,0
hepg2::SDAD1+ctrl,hepg2,SDAD1+ctrl,3,372,372,0
hepg2::SDC1+ctrl,hepg2,SDC1+ctrl,2,248,248,0
hepg2::SDHC+ctrl,hepg2,SDHC+ctrl,3,200,200,0
hepg2::SEC61A1+ctrl,hepg2,SEC61A1+ctrl,2,256,256,0
hepg2::SEC61G+ctrl,hepg2,SEC61G+ctrl,2,171,171,0
hepg2::SETD1A+ctrl,hepg2,SETD1A+ctrl,3,200,200,0
hepg2::SETDB1+ctrl,hepg2,SETDB1+ctrl,3,369,369,0
hepg2::SF1+ctrl,hepg2,SF1+ctrl,2,47,47,0
hepg2::SF3A2+ctrl,hepg2,SF3A2+ctrl,3,503,503,0
hepg2::SF3B5+ctrl,hepg2,SF3B5+ctrl,2,117,117,0
hepg2::SFPQ+ctrl,hepg2,SFPQ+ctrl,2,261,261,0
hepg2::SFSWAP+ctrl,hepg2,SFSWAP+ctrl,3,230,230,0
hepg2::SKA3+ctrl,hepg2,SKA3+ctrl,2,172,172,0
hepg2::SLBP+ctrl,hepg2,SLBP+ctrl,3,177,177,0
hepg2::SLC7A6OS+ctrl,hepg2,SLC7A6OS+ctrl,3,195,195,0
hepg2::SLC39A9+ctrl,hepg2,SLC39A9+ctrl,3,863,863,0
hepg2::SLU7+ctrl,hepg2,SLU7+ctrl,3,311,311,0
hepg2::SMC1A+ctrl,hepg2,SMC1A+ctrl,3,288,288,0
hepg2::SMC4+ctrl,hepg2,SMC4+ctrl,2,207,207,0
hepg2::SMG5+ctrl,hepg2,SMG5+ctrl,3,751,751,0
hepg2::SMN2+ctrl,hepg2,SMN2+ctrl,2,743,743,0
hepg2::SNAPC1+ctrl,hepg2,SNAPC1+ctrl,3,216,216,0
hepg2::SNIP1+ctrl,hepg2,SNIP1+ctrl,3,122,122,0
hepg2::SNRNP70+ctrl,hepg2,SNRNP70+ctrl,2,124,124,0
hepg2::SNRNP200+ctrl,hepg2,SNRNP200+ctrl,3,207,207,0
hepg2::SNRPB+ctrl,hepg2,SNRPB+ctrl,3,180,180,0
hepg2::SNRPC+ctrl,hepg2,SNRPC+ctrl,3,146,146,0
hepg2::SNRPD1+ctrl,hepg2,SNRPD1+ctrl,3,172,172,0
hepg2::SNRPD3+ctrl,hepg2,SNRPD3+ctrl,3,173,173,0
hepg2::SNRPF+ctrl,hepg2,SNRPF+ctrl,3,150,150,0
hepg2::SPCS3+ctrl,hepg2,SPCS3+ctrl,3,351,351,0
hepg2::SRBD1+ctrl,hepg2,SRBD1+ctrl,2,196,196,0
hepg2::SRRM1+ctrl,hepg2,SRRM1+ctrl,3,252,252,0
hepg2::SRRM2+ctrl,hepg2,SRRM2+ctrl,3,254,254,0
hepg2::SRSF1+ctrl,hepg2,SRSF1+ctrl,3,177,177,0
hepg2::SRSF7+ctrl,hepg2,SRSF7+ctrl,2,237,237,0
hepg2::SS18L2+ctrl,hepg2,SS18L2+ctrl,1,130,130,0
hepg2::SSU72+ctrl,hepg2,SSU72+ctrl,3,504,504,0
hepg2::STARD7+ctrl,hepg2,STARD7+ctrl,1,98,98,0
hepg2::STRAP+ctrl,hepg2,STRAP+ctrl,3,246,246,0
hepg2::SUGP1+ctrl,hepg2,SUGP1+ctrl,3,239,239,0
hepg2::SUPT5H+ctrl,hepg2,SUPT5H+ctrl,2,415,415,0
hepg2::SUPT16H+ctrl,hepg2,SUPT16H+ctrl,3,156,156,0
hepg2::SUPV3L1+ctrl,hepg2,SUPV3L1+ctrl,2,145,145,0
hepg2::SURF6+ctrl,hepg2,SURF6+ctrl,3,274,274,0
hepg2::TADA3+ctrl,hepg2,TADA3+ctrl,3,291,291,0
hepg2::TAF1C+ctrl,hepg2,TAF1C+ctrl,2,215,215,0
hepg2::TAF6+ctrl,hepg2,TAF6+ctrl,3,278,278,0
hepg2::TAF7+ctrl,hepg2,TAF7+ctrl,3,217,217,0
hepg2::TAF10+ctrl,hepg2,TAF10+ctrl,3,178,178,0
hepg2::TBCB+ctrl,hepg2,TBCB+ctrl,3,176,176,0
hepg2::TCERG1+ctrl,hepg2,TCERG1+ctrl,3,214,214,0
hepg2::TCOF1+ctrl,hepg2,TCOF1+ctrl,3,149,149,0
hepg2::TERF2+ctrl,hepg2,TERF2+ctrl,3,198,198,0
hepg2::THAP11+ctrl,hepg2,THAP11+ctrl,3,369,369,0
hepg2::THOC6+ctrl,hepg2,THOC6+ctrl,2,212,212,0
hepg2::THOC7+ctrl,hepg2,THOC7+ctrl,3,333,333,0
