perturbation,guide_id,n_guide_cells,eligible_guide,target_split,cell_count_quartile,guide_count_stratum,selection_hash,task_id,target_cluster_id,truth_access_phase,primary_task_unit,cell_cycle_phase_is_primary_context,selection_used_expression_matrix_or_truth_effect
PRDM2,PRDM2_3,320,True,model_validation,Q3,THREE_PLUS_GUIDES,ee1ee9b3cb4b932f3b83ccbd17e4a59f78fcf4280ea0ae76f133a37c024628ce,E180::PRDM2::PRDM2_3,PRDM2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PRIM1,PRIM1_1,24,True,supervised_train,Q2,THREE_PLUS_GUIDES,0e56eabc944213edf88280498bc70f4496a401e108f8b97c9ed65e4cfbfd4f1e,E180::PRIM1::PRIM1_1,PRIM1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PRIM1,PRIM1_2,64,True,supervised_train,Q2,THREE_PLUS_GUIDES,0e56eabc944213edf88280498bc70f4496a401e108f8b97c9ed65e4cfbfd4f1e,E180::PRIM1::PRIM1_2,PRIM1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PRIM1,PRIM1_3,295,True,supervised_train,Q2,THREE_PLUS_GUIDES,0e56eabc944213edf88280498bc70f4496a401e108f8b97c9ed65e4cfbfd4f1e,E180::PRIM1::PRIM1_3,PRIM1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PRPF38B,PRPF38B_1,68,True,conformal_calibration,Q2,THREE_PLUS_GUIDES,3ac2541f5ecae543519296ee98560c60da43edfe80cea002eaa43b91fdde08f8,E180::PRPF38B::PRPF38B_1,PRPF38B,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
PRPF38B,PRPF38B_2,125,True,conformal_calibration,Q2,THREE_PLUS_GUIDES,3ac2541f5ecae543519296ee98560c60da43edfe80cea002eaa43b91fdde08f8,E180::PRPF38B::PRPF38B_2,PRPF38B,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
PRPF38B,PRPF38B_3,178,True,conformal_calibration,Q2,THREE_PLUS_GUIDES,3ac2541f5ecae543519296ee98560c60da43edfe80cea002eaa43b91fdde08f8,E180::PRPF38B::PRPF38B_3,PRPF38B,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
RELA,RELA_1,312,True,prospective_evaluation,Q4,THREE_PLUS_GUIDES,143dc542771ca90b11f6dac39b5a14b1aef687009b37e5af48bcb5a0086d1ce4,E180::RELA::RELA_1,RELA,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
RELA,RELA_2,325,True,prospective_evaluation,Q4,THREE_PLUS_GUIDES,143dc542771ca90b11f6dac39b5a14b1aef687009b37e5af48bcb5a0086d1ce4,E180::RELA::RELA_2,RELA,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
RELA,RELA_3,322,True,prospective_evaluation,Q4,THREE_PLUS_GUIDES,143dc542771ca90b11f6dac39b5a14b1aef687009b37e5af48bcb5a0086d1ce4,E180::RELA::RELA_3,RELA,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
REST,REST_2,380,True,supervised_train,Q2,TWO_GUIDES,0026c62252b225a50dec30b5cbf571cf4a7beedec53030934446660e171ab74b,E180::REST::REST_2,REST,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
REST,REST_3,112,True,supervised_train,Q2,TWO_GUIDES,0026c62252b225a50dec30b5cbf571cf4a7beedec53030934446660e171ab74b,E180::REST::REST_3,REST,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
RFC4,RFC4_1,141,True,supervised_train,Q1,TWO_GUIDES,0234943dbda7f4e233160cbca1b3227e4a2c6bb1dc88dd0588f0deca80a8ff3b,E180::RFC4::RFC4_1,RFC4,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
RFC4,RFC4_2,23,True,supervised_train,Q1,TWO_GUIDES,0234943dbda7f4e233160cbca1b3227e4a2c6bb1dc88dd0588f0deca80a8ff3b,E180::RFC4::RFC4_2,RFC4,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
RNMT,RNMT_1,119,True,supervised_train,Q3,THREE_PLUS_GUIDES,c355b130c76f516f0e04ad9cc5b7d055330d3252cb05a039ebada1f63a6c867f,E180::RNMT::RNMT_1,RNMT,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
RNMT,RNMT_2,252,True,supervised_train,Q3,THREE_PLUS_GUIDES,c355b130c76f516f0e04ad9cc5b7d055330d3252cb05a039ebada1f63a6c867f,E180::RNMT::RNMT_2,RNMT,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
RNMT,RNMT_3,185,True,supervised_train,Q3,THREE_PLUS_GUIDES,c355b130c76f516f0e04ad9cc5b7d055330d3252cb05a039ebada1f63a6c867f,E180::RNMT::RNMT_3,RNMT,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
RPL30,RPL30_1,33,True,model_validation,Q1,TWO_GUIDES,07441c03f9bc2bebbc20ba6dd022e7dd566f03123016bd3996ee08662e134734,E180::RPL30::RPL30_1,RPL30,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
RPL30,RPL30_2,83,True,model_validation,Q1,TWO_GUIDES,07441c03f9bc2bebbc20ba6dd022e7dd566f03123016bd3996ee08662e134734,E180::RPL30::RPL30_2,RPL30,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
RPS9,RPS9_1,71,True,supervised_train,Q1,TWO_GUIDES,2347bc586c15aa66003bd14103d0be41c9c29c29c907f8ddf0b66915694785e1,E180::RPS9::RPS9_1,RPS9,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
RPS9,RPS9_2,79,True,supervised_train,Q1,TWO_GUIDES,2347bc586c15aa66003bd14103d0be41c9c29c29c907f8ddf0b66915694785e1,E180::RPS9::RPS9_2,RPS9,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SCO1,SCO1_1,266,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,8a5b2063a9b3949bcc8dccbec24286efd6af3673c7d6d3d8d43faffc7f67cdec,E180::SCO1::SCO1_1,SCO1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SCO1,SCO1_2,188,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,8a5b2063a9b3949bcc8dccbec24286efd6af3673c7d6d3d8d43faffc7f67cdec,E180::SCO1::SCO1_2,SCO1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SCO1,SCO1_3,142,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,8a5b2063a9b3949bcc8dccbec24286efd6af3673c7d6d3d8d43faffc7f67cdec,E180::SCO1::SCO1_3,SCO1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SCO2,SCO2_1,116,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,d3d58326f78710fb6286fd42086b7792ce48d7b138ad42211e0618e052d376a5,E180::SCO2::SCO2_1,SCO2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SCO2,SCO2_2,212,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,d3d58326f78710fb6286fd42086b7792ce48d7b138ad42211e0618e052d376a5,E180::SCO2::SCO2_2,SCO2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SCO2,SCO2_3,245,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,d3d58326f78710fb6286fd42086b7792ce48d7b138ad42211e0618e052d376a5,E180::SCO2::SCO2_3,SCO2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SDHA,SDHA_1,317,True,prospective_evaluation,Q4,THREE_PLUS_GUIDES,b0f658f920c4326c554894015492f3c3238f86ccb34c4cd40b48bb9d1794ce79,E180::SDHA::SDHA_1,SDHA,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SDHA,SDHA_2,319,True,prospective_evaluation,Q4,THREE_PLUS_GUIDES,b0f658f920c4326c554894015492f3c3238f86ccb34c4cd40b48bb9d1794ce79,E180::SDHA::SDHA_2,SDHA,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SDHA,SDHA_3,430,True,prospective_evaluation,Q4,THREE_PLUS_GUIDES,b0f658f920c4326c554894015492f3c3238f86ccb34c4cd40b48bb9d1794ce79,E180::SDHA::SDHA_3,SDHA,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SDHAF1,SDHAF1_1,349,True,supervised_train,Q4,THREE_PLUS_GUIDES,0a74d4d2af6a03e143e939253667f477bdd4eb3e10a46c81cba690408645cbb7,E180::SDHAF1::SDHAF1_1,SDHAF1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SDHAF1,SDHAF1_2,374,True,supervised_train,Q4,THREE_PLUS_GUIDES,0a74d4d2af6a03e143e939253667f477bdd4eb3e10a46c81cba690408645cbb7,E180::SDHAF1::SDHAF1_2,SDHAF1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SDHAF1,SDHAF1_3,425,True,supervised_train,Q4,THREE_PLUS_GUIDES,0a74d4d2af6a03e143e939253667f477bdd4eb3e10a46c81cba690408645cbb7,E180::SDHAF1::SDHAF1_3,SDHAF1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SDHB,SDHB_2,248,True,conformal_calibration,Q2,TWO_GUIDES,de98d62b0ec1fb5c81dbcf4edac6f118c627dfa563faf948aa00e5e5ec42d8c8,E180::SDHB::SDHB_2,SDHB,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SDHB,SDHB_3,167,True,conformal_calibration,Q2,TWO_GUIDES,de98d62b0ec1fb5c81dbcf4edac6f118c627dfa563faf948aa00e5e5ec42d8c8,E180::SDHB::SDHB_3,SDHB,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SDHC,SDHC_1,285,True,model_validation,Q3,THREE_PLUS_GUIDES,bcec983c4d873717ac279d5b02bec4c0665fd8ed5e51b1c1504bcf0d0e9f5561,E180::SDHC::SDHC_1,SDHC,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SDHC,SDHC_2,308,True,model_validation,Q3,THREE_PLUS_GUIDES,bcec983c4d873717ac279d5b02bec4c0665fd8ed5e51b1c1504bcf0d0e9f5561,E180::SDHC::SDHC_2,SDHC,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SDHC,SDHC_3,214,True,model_validation,Q3,THREE_PLUS_GUIDES,bcec983c4d873717ac279d5b02bec4c0665fd8ed5e51b1c1504bcf0d0e9f5561,E180::SDHC::SDHC_3,SDHC,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SEC61G,SEC61G_1,82,True,model_validation,Q1,TWO_GUIDES,7ba778994b87211973590ea14d644678be626623eac8a5fcfd0680965b893f9d,E180::SEC61G::SEC61G_1,SEC61G,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SEC61G,SEC61G_3,65,True,model_validation,Q1,TWO_GUIDES,7ba778994b87211973590ea14d644678be626623eac8a5fcfd0680965b893f9d,E180::SEC61G::SEC61G_3,SEC61G,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SEC62,SEC62_1,321,True,supervised_train,Q4,THREE_PLUS_GUIDES,5f9fef51c44ad0a7fb6b516b7907f28d1c98de1ada5a45275c3cdee137339067,E180::SEC62::SEC62_1,SEC62,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SEC62,SEC62_2,192,True,supervised_train,Q4,THREE_PLUS_GUIDES,5f9fef51c44ad0a7fb6b516b7907f28d1c98de1ada5a45275c3cdee137339067,E180::SEC62::SEC62_2,SEC62,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SEC62,SEC62_3,862,True,supervised_train,Q4,THREE_PLUS_GUIDES,5f9fef51c44ad0a7fb6b516b7907f28d1c98de1ada5a45275c3cdee137339067,E180::SEC62::SEC62_3,SEC62,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SETD2,SETD2_1,199,True,supervised_train,Q2,TWO_GUIDES,9e95cbc6d413029503a82272543c56abba75ed005f8f7e3e839bdb28d9d54e77,E180::SETD2::SETD2_1,SETD2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SETD2,SETD2_2,207,True,supervised_train,Q2,TWO_GUIDES,9e95cbc6d413029503a82272543c56abba75ed005f8f7e3e839bdb28d9d54e77,E180::SETD2::SETD2_2,SETD2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SLC25A1,SLC25A1_1,899,True,model_validation,Q4,THREE_PLUS_GUIDES,466c1995afdac098d28c136e191cfc8b2128825654ee18e3719f8050a7406dd1,E180::SLC25A1::SLC25A1_1,SLC25A1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SLC25A1,SLC25A1_2,398,True,model_validation,Q4,THREE_PLUS_GUIDES,466c1995afdac098d28c136e191cfc8b2128825654ee18e3719f8050a7406dd1,E180::SLC25A1::SLC25A1_2,SLC25A1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SLC25A1,SLC25A1_3,583,True,model_validation,Q4,THREE_PLUS_GUIDES,466c1995afdac098d28c136e191cfc8b2128825654ee18e3719f8050a7406dd1,E180::SLC25A1::SLC25A1_3,SLC25A1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SLC28A1,SLC28A1_1,128,True,conformal_calibration,Q1,TWO_GUIDES,7df1f33fffbf0bcc9cf99a4d5979d14e297f83190b8bcd024f6d23cb41e668e6,E180::SLC28A1::SLC28A1_1,SLC28A1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SLC28A1,SLC28A1_3,202,True,conformal_calibration,Q1,TWO_GUIDES,7df1f33fffbf0bcc9cf99a4d5979d14e297f83190b8bcd024f6d23cb41e668e6,E180::SLC28A1::SLC28A1_3,SLC28A1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SLC28A3,SLC28A3_1,190,True,prospective_evaluation,Q3,THREE_PLUS_GUIDES,78293f05c7c15f16ade5e76e722beb8d35889f83b0b2007fbc8acc031d9d6165,E180::SLC28A3::SLC28A3_1,SLC28A3,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SLC28A3,SLC28A3_2,194,True,prospective_evaluation,Q3,THREE_PLUS_GUIDES,78293f05c7c15f16ade5e76e722beb8d35889f83b0b2007fbc8acc031d9d6165,E180::SLC28A3::SLC28A3_2,SLC28A3,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SLC28A3,SLC28A3_3,147,True,prospective_evaluation,Q3,THREE_PLUS_GUIDES,78293f05c7c15f16ade5e76e722beb8d35889f83b0b2007fbc8acc031d9d6165,E180::SLC28A3::SLC28A3_3,SLC28A3,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SLC29A1,SLC29A1_1,285,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,89179961a5cf1ecb8beac4ac8fb558dbe2fae5096c8da9692969d3e245903d15,E180::SLC29A1::SLC29A1_1,SLC29A1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SLC29A1,SLC29A1_2,285,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,89179961a5cf1ecb8beac4ac8fb558dbe2fae5096c8da9692969d3e245903d15,E180::SLC29A1::SLC29A1_2,SLC29A1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SLC29A1,SLC29A1_3,394,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,89179961a5cf1ecb8beac4ac8fb558dbe2fae5096c8da9692969d3e245903d15,E180::SLC29A1::SLC29A1_3,SLC29A1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SLC29A2,SLC29A2_1,231,True,supervised_train,Q4,THREE_PLUS_GUIDES,3c9a680bc64f69dc9ccc2ff378d4d1372dfce6b9154c9c3e3c72fdb1030919cc,E180::SLC29A2::SLC29A2_1,SLC29A2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SLC29A2,SLC29A2_2,341,True,supervised_train,Q4,THREE_PLUS_GUIDES,3c9a680bc64f69dc9ccc2ff378d4d1372dfce6b9154c9c3e3c72fdb1030919cc,E180::SLC29A2::SLC29A2_2,SLC29A2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SLC29A2,SLC29A2_3,321,True,supervised_train,Q4,THREE_PLUS_GUIDES,3c9a680bc64f69dc9ccc2ff378d4d1372dfce6b9154c9c3e3c72fdb1030919cc,E180::SLC29A2::SLC29A2_3,SLC29A2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SLC29A3,SLC29A3_1,225,True,supervised_train,Q3,THREE_PLUS_GUIDES,b74610c0b3d7b008a2e36f8c930bbda9c1b117f6b61126dc6cfe65de5c9fcbe9,E180::SLC29A3::SLC29A3_1,SLC29A3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SLC29A3,SLC29A3_2,223,True,supervised_train,Q3,THREE_PLUS_GUIDES,b74610c0b3d7b008a2e36f8c930bbda9c1b117f6b61126dc6cfe65de5c9fcbe9,E180::SLC29A3::SLC29A3_2,SLC29A3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SLC29A3,SLC29A3_3,293,True,supervised_train,Q3,THREE_PLUS_GUIDES,b74610c0b3d7b008a2e36f8c930bbda9c1b117f6b61126dc6cfe65de5c9fcbe9,E180::SLC29A3::SLC29A3_3,SLC29A3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SLC29A4,SLC29A4_1,296,True,model_validation,Q4,THREE_PLUS_GUIDES,0fddd3fb89a90322089356432f28f0bccd7afa72f174fe3daf35c062c6c0fb8d,E180::SLC29A4::SLC29A4_1,SLC29A4,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SLC29A4,SLC29A4_2,313,True,model_validation,Q4,THREE_PLUS_GUIDES,0fddd3fb89a90322089356432f28f0bccd7afa72f174fe3daf35c062c6c0fb8d,E180::SLC29A4::SLC29A4_2,SLC29A4,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SLC29A4,SLC29A4_3,403,True,model_validation,Q4,THREE_PLUS_GUIDES,0fddd3fb89a90322089356432f28f0bccd7afa72f174fe3daf35c062c6c0fb8d,E180::SLC29A4::SLC29A4_3,SLC29A4,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SLC2A1,SLC2A1_1,252,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,be03419c60e53689288ed15eb1a1b5ace68fce132328d16b028e094886734c01,E180::SLC2A1::SLC2A1_1,SLC2A1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SLC2A1,SLC2A1_2,229,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,be03419c60e53689288ed15eb1a1b5ace68fce132328d16b028e094886734c01,E180::SLC2A1::SLC2A1_2,SLC2A1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SLC2A1,SLC2A1_3,199,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,be03419c60e53689288ed15eb1a1b5ace68fce132328d16b028e094886734c01,E180::SLC2A1::SLC2A1_3,SLC2A1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SMARCA4,SMARCA4_1,352,True,supervised_train,Q4,THREE_PLUS_GUIDES,baa811b30902130ff7a783cfca0cb0bbc9d701b333b3f121b0abfb227485b123,E180::SMARCA4::SMARCA4_1,SMARCA4,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SMARCA4,SMARCA4_2,242,True,supervised_train,Q4,THREE_PLUS_GUIDES,baa811b30902130ff7a783cfca0cb0bbc9d701b333b3f121b0abfb227485b123,E180::SMARCA4::SMARCA4_2,SMARCA4,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SMARCA4,SMARCA4_3,297,True,supervised_train,Q4,THREE_PLUS_GUIDES,baa811b30902130ff7a783cfca0cb0bbc9d701b333b3f121b0abfb227485b123,E180::SMARCA4::SMARCA4_3,SMARCA4,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SMARCB1,SMARCB1_1,319,True,model_validation,Q4,THREE_PLUS_GUIDES,765be09c84c1aee636f4f13d6f01b25b5572ef3824d3fafdcd539f4b2d9558e5,E180::SMARCB1::SMARCB1_1,SMARCB1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SMARCB1,SMARCB1_2,351,True,model_validation,Q4,THREE_PLUS_GUIDES,765be09c84c1aee636f4f13d6f01b25b5572ef3824d3fafdcd539f4b2d9558e5,E180::SMARCB1::SMARCB1_2,SMARCB1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SMARCB1,SMARCB1_3,256,True,model_validation,Q4,THREE_PLUS_GUIDES,765be09c84c1aee636f4f13d6f01b25b5572ef3824d3fafdcd539f4b2d9558e5,E180::SMARCB1::SMARCB1_3,SMARCB1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SMARCD1,SMARCD1_1,326,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,add8fd4b2bc8cbb2b48f686b12e41ebbe8b8dc19287208421000efbecb8d699b,E180::SMARCD1::SMARCD1_1,SMARCD1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SMARCD1,SMARCD1_2,605,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,add8fd4b2bc8cbb2b48f686b12e41ebbe8b8dc19287208421000efbecb8d699b,E180::SMARCD1::SMARCD1_2,SMARCD1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SMARCD1,SMARCD1_3,1227,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,add8fd4b2bc8cbb2b48f686b12e41ebbe8b8dc19287208421000efbecb8d699b,E180::SMARCD1::SMARCD1_3,SMARCD1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SMC1A,SMC1A_1,78,True,model_validation,Q2,TWO_GUIDES,16b785f9a6f8f6734044726fe45164b48673f1174918e528d91c8f0479d263dd,E180::SMC1A::SMC1A_1,SMC1A,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SMC1A,SMC1A_3,293,True,model_validation,Q2,TWO_GUIDES,16b785f9a6f8f6734044726fe45164b48673f1174918e528d91c8f0479d263dd,E180::SMC1A::SMC1A_3,SMC1A,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
SMC3,SMC3_1,161,True,supervised_train,Q2,THREE_PLUS_GUIDES,1e227951bf4a6835d9b7b99f99edb583db0914a1d0a2be11ac5190442b2fc2b1,E180::SMC3::SMC3_1,SMC3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SMC3,SMC3_2,224,True,supervised_train,Q2,THREE_PLUS_GUIDES,1e227951bf4a6835d9b7b99f99edb583db0914a1d0a2be11ac5190442b2fc2b1,E180::SMC3::SMC3_2,SMC3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SMC3,SMC3_3,130,True,supervised_train,Q2,THREE_PLUS_GUIDES,1e227951bf4a6835d9b7b99f99edb583db0914a1d0a2be11ac5190442b2fc2b1,E180::SMC3::SMC3_3,SMC3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
SMG5,SMG5_1,148,True,conformal_calibration,Q1,TWO_GUIDES,c11744b74a6852f0e4babc3cb1e60c4391c66ee80e1d23dfb83c0aba76436fcc,E180::SMG5::SMG5_1,SMG5,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SMG5,SMG5_2,66,True,conformal_calibration,Q1,TWO_GUIDES,c11744b74a6852f0e4babc3cb1e60c4391c66ee80e1d23dfb83c0aba76436fcc,E180::SMG5::SMG5_2,SMG5,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SMG7,SMG7_1,155,True,prospective_evaluation,Q2,TWO_GUIDES,9be31428dd961006f358044bed98843f1f3e916acbd79afc76bd4213a65da26e,E180::SMG7::SMG7_1,SMG7,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SMG7,SMG7_3,337,True,prospective_evaluation,Q2,TWO_GUIDES,9be31428dd961006f358044bed98843f1f3e916acbd79afc76bd4213a65da26e,E180::SMG7::SMG7_3,SMG7,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SOX2,SOX2_1,129,True,prospective_evaluation,Q3,THREE_PLUS_GUIDES,9e4018dc7eac1e35f0ed989bfe28da7cd2dfc1d295ed820f1e673c4371fe727d,E180::SOX2::SOX2_1,SOX2,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SOX2,SOX2_2,316,True,prospective_evaluation,Q3,THREE_PLUS_GUIDES,9e4018dc7eac1e35f0ed989bfe28da7cd2dfc1d295ed820f1e673c4371fe727d,E180::SOX2::SOX2_2,SOX2,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SOX2,SOX2_3,169,True,prospective_evaluation,Q3,THREE_PLUS_GUIDES,9e4018dc7eac1e35f0ed989bfe28da7cd2dfc1d295ed820f1e673c4371fe727d,E180::SOX2::SOX2_3,SOX2,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
STAG2,STAG2_1,444,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,117e114e95d50ba2bec32b65f70391dcc4d05ddd14ffedf5ec4df175c3959be8,E180::STAG2::STAG2_1,STAG2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
STAG2,STAG2_2,280,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,117e114e95d50ba2bec32b65f70391dcc4d05ddd14ffedf5ec4df175c3959be8,E180::STAG2::STAG2_2,STAG2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
STAG2,STAG2_3,350,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,117e114e95d50ba2bec32b65f70391dcc4d05ddd14ffedf5ec4df175c3959be8,E180::STAG2::STAG2_3,STAG2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
SURF1,SURF1_1,386,True,model_validation,Q2,TWO_GUIDES,d530bf6158af02a03c7f6c72e908614658a6c2f9436b50507d09fc60d741ed30,E180::SURF1::SURF1_1,SURF1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
