cell_line,drug_dose,drug,plate,n_full_cells,matched_control_cells,split,maximum_cells_to_extract
CVCL_0023,"[('Entecavir (monohydrate)', 5.0, 'uM')]",Entecavir (monohydrate),plate9,2950,3146,validation,128
CVCL_0023,"[('Esmolol (hydrochloride)', 5.0, 'uM')]",Esmolol (hydrochloride),plate12,4052,4023,validation,128
CVCL_0023,"[('Everolimus', 0.5, 'uM')]",Everolimus,plate2,4263,7080,validation,128
CVCL_0023,"[('Filgotinib', 5.0, 'uM')]",Filgotinib,plate12,4603,4023,validation,128
CVCL_0023,"[('Folic acid', 0.5, 'uM')]",Folic acid,plate5,3221,5418,validation,128
CVCL_0023,"[('Folic acid', 5.0, 'uM')]",Folic acid,plate6,3198,6420,validation,128
CVCL_0023,"[('Fulvestrant', 5.0, 'uM')]",Fulvestrant,plate12,4680,4023,validation,128
CVCL_0023,"[('Fusidic acid', 0.05, 'uM')]",Fusidic acid,plate4,3139,5033,validation,128
CVCL_0023,"[('Gallic acid', 5.0, 'uM')]",Gallic acid,plate6,3731,6420,validation,128
CVCL_0023,"[('Gefitinib', 5.0, 'uM')]",Gefitinib,plate12,4678,4023,validation,128
CVCL_0023,"[('Gemcitabine', 0.05, 'uM')]",Gemcitabine,plate1,4317,4862,validation,128
CVCL_0023,"[('Gemcitabine', 0.5, 'uM')]",Gemcitabine,plate2,3916,7080,validation,128
CVCL_0023,"[('Goserelin (acetate)', 0.05, 'uM')]",Goserelin (acetate),plate4,3040,5033,validation,128
CVCL_0023,"[('Goserelin (acetate)', 5.0, 'uM')]",Goserelin (acetate),plate6,3592,6420,validation,128
CVCL_0023,"[('Hexylresorcinol', 5.0, 'uM')]",Hexylresorcinol,plate6,3454,6420,validation,128
CVCL_0023,"[('Hydroxyfasudil', 0.05, 'uM')]",Hydroxyfasudil,plate13,3077,2627,validation,128
CVCL_0023,"[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]",L-Thyroxine (sodium salt pentahydrate),plate6,2871,6420,validation,128
CVCL_0023,"[('Lonafarnib', 0.5, 'uM')]",Lonafarnib,plate2,3793,7080,validation,128
CVCL_0023,"[('Lumateperone (tosylate)', 5.0, 'uM')]",Lumateperone (tosylate),plate6,2706,6420,validation,128
CVCL_0023,"[('Methotrexate', 5.0, 'uM')]",Methotrexate,plate12,3047,4023,validation,128
CVCL_0023,"[('Methylthiouracil', 0.05, 'uM')]",Methylthiouracil,plate10,3981,4967,validation,128
CVCL_0023,"[('Methylthiouracil', 5.0, 'uM')]",Methylthiouracil,plate12,4771,4023,validation,128
CVCL_0023,"[('Minodronic acid', 0.5, 'uM')]",Minodronic acid,plate2,4230,7080,validation,128
CVCL_0023,"[('Neratinib (maleate)', 5.0, 'uM')]",Neratinib (maleate),plate6,3585,6420,validation,128
CVCL_0023,"[('Niclosamide (olamine)', 0.5, 'uM')]",Niclosamide (olamine),plate8,3150,4528,validation,128
CVCL_0023,"[('Oleic acid', 0.5, 'uM')]",Oleic acid,plate2,3226,7080,validation,128
CVCL_0023,"[('Omeprazole', 0.05, 'uM')]",Omeprazole,plate10,3237,4967,validation,128
CVCL_0023,"[('Omeprazole', 5.0, 'uM')]",Omeprazole,plate12,4194,4023,validation,128
CVCL_0023,"[('Ouabain (Octahydrate)', 0.05, 'uM')]",Ouabain (Octahydrate),plate10,2957,4967,validation,128
CVCL_0023,"[('Oxaliplatin', 0.5, 'uM')]",Oxaliplatin,plate2,4172,7080,validation,128
CVCL_0023,"[('Paclitaxel', 0.5, 'uM')]",Paclitaxel,plate2,4086,7080,validation,128
CVCL_0023,"[('Palmatine (chloride)', 0.05, 'uM')]",Palmatine (chloride),plate4,2802,5033,validation,128
CVCL_0023,"[('Pentagastrin', 5.0, 'uM')]",Pentagastrin,plate6,4024,6420,validation,128
CVCL_0023,"[('Perindopril (erbumine)', 0.05, 'uM')]",Perindopril (erbumine),plate10,3339,4967,validation,128
CVCL_0023,"[('Ponatinib', 0.05, 'uM')]",Ponatinib,plate10,3313,4967,validation,128
CVCL_0023,"[('Posaconazole', 5.0, 'uM')]",Posaconazole,plate9,2637,3146,validation,128
CVCL_0023,"[('Pyridoxine (hydrochloride)', 0.5, 'uM')]",Pyridoxine (hydrochloride),plate5,3224,5418,validation,128
CVCL_0023,"[('Pyridoxine (hydrochloride)', 5.0, 'uM')]",Pyridoxine (hydrochloride),plate6,3107,6420,validation,128
CVCL_0023,"[('Quinestrol', 0.05, 'uM')]",Quinestrol,plate4,3357,5033,validation,128
CVCL_0023,"[('RMC-6236', 0.5, 'uM')]",RMC-6236,plate2,3638,7080,validation,128
CVCL_0023,"[('Raltitrexed', 5.0, 'uM')]",Raltitrexed,plate6,4227,6420,validation,128
CVCL_0023,"[('Regorafenib', 0.5, 'uM')]",Regorafenib,plate2,3679,7080,validation,128
CVCL_0023,"[('Relugolix', 5.0, 'uM')]",Relugolix,plate6,3818,6420,validation,128
CVCL_0023,"[('Resveratrol', 5.0, 'uM')]",Resveratrol,plate6,3338,6420,validation,128
CVCL_0023,"[('Riluzole hydrochloride', 5.0, 'uM')]",Riluzole hydrochloride,plate6,2732,6420,validation,128
CVCL_0023,"[('Rimonabant', 0.05, 'uM')]",Rimonabant,plate4,2848,5033,validation,128
CVCL_0023,"[('Selinexor ', 0.05, 'uM')]",Selinexor ,plate4,3424,5033,validation,128
CVCL_0023,"[('Selinexor ', 5.0, 'uM')]",Selinexor ,plate6,2219,6420,validation,128
CVCL_0023,"[('Sivelestat (sodium tetrahydrate)', 5.0, 'uM')]",Sivelestat (sodium tetrahydrate),plate9,2950,3146,validation,128
CVCL_0023,"[('Sonidegib', 0.05, 'uM')]",Sonidegib,plate13,2539,2627,validation,128
CVCL_0023,"[('Tolcapone', 5.0, 'uM')]",Tolcapone,plate6,3141,6420,validation,128
CVCL_0023,"[('Torkinib', 0.5, 'uM')]",Torkinib,plate2,3371,7080,validation,128
CVCL_0023,"[('Tubulin inhibitor 6', 0.5, 'uM')]",Tubulin inhibitor 6,plate2,3542,7080,validation,128
CVCL_0023,"[('Uridine', 5.0, 'uM')]",Uridine,plate12,5060,4023,validation,128
CVCL_0023,"[('Vemurafenib', 0.5, 'uM')]",Vemurafenib,plate2,5165,7080,validation,128
CVCL_0023,"[('olaparib', 0.5, 'uM')]",olaparib,plate2,4058,7080,validation,128
CVCL_0293,"[('(R)-Verapamil (hydrochloride)', 0.05, 'uM')]",(R)-Verapamil (hydrochloride),plate4,2112,4468,validation,128
CVCL_0293,"[('4EGI-1', 0.5, 'uM')]",4EGI-1,plate2,4048,8055,validation,128
CVCL_0293,"[('8-Hydroxyquinoline', 5.0, 'uM')]",8-Hydroxyquinoline,plate6,3462,5275,validation,128
CVCL_0293,"[('Adagrasib', 0.05, 'uM')]",Adagrasib,plate2,4941,8055,validation,128
CVCL_0293,"[('Adenine', 5.0, 'uM')]",Adenine,plate6,3130,5275,validation,128
CVCL_0293,"[('Afatinib', 0.5, 'uM')]",Afatinib,plate2,4466,8055,validation,128
CVCL_0293,"[('Afatinib', 5.0, 'uM')]",Afatinib,plate3,2633,2448,validation,128
CVCL_0293,"[('Almonertinib (mesylate)', 0.5, 'uM')]",Almonertinib (mesylate),plate8,4107,3696,validation,128
CVCL_0293,"[('Anastrozole', 0.5, 'uM')]",Anastrozole,plate2,5446,8055,validation,128
CVCL_0293,"[('Anethole trithione', 0.05, 'uM')]",Anethole trithione,plate4,2339,4468,validation,128
CVCL_0293,"[('Anethole trithione', 0.5, 'uM')]",Anethole trithione,plate5,2660,4609,validation,128
CVCL_0293,"[('Apalutamide', 0.5, 'uM')]",Apalutamide,plate8,1798,3696,validation,128
CVCL_0293,"[('Artemether', 5.0, 'uM')]",Artemether,plate12,2941,2988,validation,128
CVCL_0293,"[('Artesunate', 5.0, 'uM')]",Artesunate,plate6,3209,5275,validation,128
CVCL_0293,"[('Ataluren', 5.0, 'uM')]",Ataluren,plate12,3957,2988,validation,128
CVCL_0293,"[('Baicalin', 5.0, 'uM')]",Baicalin,plate6,4146,5275,validation,128
CVCL_0293,"[('Balsalazide (sodium hydrate)', 5.0, 'uM')]",Balsalazide (sodium hydrate),plate6,2569,5275,validation,128
CVCL_0293,"[('Berbamine (dihydrochloride)', 0.5, 'uM')]",Berbamine (dihydrochloride),plate8,2814,3696,validation,128
CVCL_0293,"[('Berbamine', 5.0, 'uM')]",Berbamine,plate6,3211,5275,validation,128
CVCL_0293,"[('Berberine (chloride hydrate)', 5.0, 'uM')]",Berberine (chloride hydrate),plate6,4683,5275,validation,128
CVCL_0293,"[('Bicalutamide', 0.05, 'uM')]",Bicalutamide,plate10,1660,3843,validation,128
CVCL_0293,"[('Bicalutamide', 5.0, 'uM')]",Bicalutamide,plate12,2988,2988,validation,128
CVCL_0293,"[('Binimetinib', 5.0, 'uM')]",Binimetinib,plate12,3740,2988,validation,128
CVCL_0293,"[('Brimonidine', 5.0, 'uM')]",Brimonidine,plate12,3448,2988,validation,128
CVCL_0293,"[('Canagliflozin (hemihydrate)', 5.0, 'uM')]",Canagliflozin (hemihydrate),plate12,4985,2988,validation,128
CVCL_0293,"[('Capivasertib', 0.5, 'uM')]",Capivasertib,plate2,4245,8055,validation,128
CVCL_0293,"[('Carbidopa (monohydrate)', 0.05, 'uM')]",Carbidopa (monohydrate),plate13,3123,2108,validation,128
CVCL_0293,"[('Chlorhexidine (diacetate)', 0.5, 'uM')]",Chlorhexidine (diacetate),plate5,2355,4609,validation,128
CVCL_0293,"[('Cinacalcet', 5.0, 'uM')]",Cinacalcet,plate12,3111,2988,validation,128
CVCL_0293,"[('Clonidine (hydrochloride)', 0.05, 'uM')]",Clonidine (hydrochloride),plate4,3234,4468,validation,128
CVCL_0293,"[('Clonidine (hydrochloride)', 5.0, 'uM')]",Clonidine (hydrochloride),plate6,3783,5275,validation,128
CVCL_0293,"[('Cloxacillin (sodium)', 5.0, 'uM')]",Cloxacillin (sodium),plate6,2656,5275,validation,128
CVCL_0293,"[('Crizotinib (hydrochloride)', 5.0, 'uM')]",Crizotinib (hydrochloride),plate12,3795,2988,validation,128
CVCL_0293,"[('Cysteamine (hydrochloride)', 5.0, 'uM')]",Cysteamine (hydrochloride),plate6,3080,5275,validation,128
CVCL_0293,"[('DT-061', 0.5, 'uM')]",DT-061,plate2,4007,8055,validation,128
CVCL_0293,"[('DTP3', 0.5, 'uM')]",DTP3,plate2,4262,8055,validation,128
CVCL_0293,"[('Dabrafenib', 5.0, 'uM')]",Dabrafenib,plate3,3654,2448,validation,128
CVCL_0293,"[('Daidzin', 0.5, 'uM')]",Daidzin,plate8,3100,3696,validation,128
CVCL_0293,"[('Dimethyl fumarate', 0.5, 'uM')]",Dimethyl fumarate,plate8,2489,3696,validation,128
CVCL_0293,"[('Diphenhydramine', 0.5, 'uM')]",Diphenhydramine,plate8,2200,3696,validation,128
CVCL_0293,"[('Drospirenone', 5.0, 'uM')]",Drospirenone,plate12,2943,2988,validation,128
CVCL_0293,"[('ETC-206', 0.5, 'uM')]",ETC-206,plate2,4221,8055,validation,128
CVCL_0293,"[('Elimusertib hydrochloride', 0.5, 'uM')]",Elimusertib hydrochloride,plate2,3492,8055,validation,128
CVCL_0293,"[('Encorafenib', 5.0, 'uM')]",Encorafenib,plate3,4049,2448,validation,128
CVCL_0293,"[('Entecavir (monohydrate)', 5.0, 'uM')]",Entecavir (monohydrate),plate9,2547,2213,validation,128
CVCL_0293,"[('Esmolol (hydrochloride)', 5.0, 'uM')]",Esmolol (hydrochloride),plate12,2865,2988,validation,128
CVCL_0293,"[('Everolimus', 0.5, 'uM')]",Everolimus,plate2,5788,8055,validation,128
CVCL_0293,"[('Filgotinib', 5.0, 'uM')]",Filgotinib,plate12,3882,2988,validation,128
CVCL_0293,"[('Folic acid', 0.5, 'uM')]",Folic acid,plate5,2838,4609,validation,128
CVCL_0293,"[('Folic acid', 5.0, 'uM')]",Folic acid,plate6,3147,5275,validation,128
CVCL_0293,"[('Fulvestrant', 5.0, 'uM')]",Fulvestrant,plate12,4526,2988,validation,128
CVCL_0293,"[('Fusidic acid', 0.05, 'uM')]",Fusidic acid,plate4,3227,4468,validation,128
CVCL_0293,"[('Gallic acid', 5.0, 'uM')]",Gallic acid,plate6,3533,5275,validation,128
CVCL_0293,"[('Gefitinib', 5.0, 'uM')]",Gefitinib,plate12,3251,2988,validation,128
CVCL_0293,"[('Gemcitabine', 0.05, 'uM')]",Gemcitabine,plate1,6226,5865,validation,128
CVCL_0293,"[('Gemcitabine', 0.5, 'uM')]",Gemcitabine,plate2,5992,8055,validation,128
CVCL_0293,"[('Goserelin (acetate)', 0.05, 'uM')]",Goserelin (acetate),plate4,3000,4468,validation,128
CVCL_0293,"[('Goserelin (acetate)', 5.0, 'uM')]",Goserelin (acetate),plate6,2997,5275,validation,128
CVCL_0293,"[('Hexylresorcinol', 5.0, 'uM')]",Hexylresorcinol,plate6,3819,5275,validation,128
CVCL_0293,"[('Hydroxyfasudil', 0.05, 'uM')]",Hydroxyfasudil,plate13,3132,2108,validation,128
CVCL_0293,"[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]",L-Thyroxine (sodium salt pentahydrate),plate6,2690,5275,validation,128
CVCL_0293,"[('Lonafarnib', 0.5, 'uM')]",Lonafarnib,plate2,5027,8055,validation,128
CVCL_0293,"[('Lumateperone (tosylate)', 5.0, 'uM')]",Lumateperone (tosylate),plate6,2381,5275,validation,128
CVCL_0293,"[('Methotrexate', 5.0, 'uM')]",Methotrexate,plate12,2822,2988,validation,128
CVCL_0293,"[('Methylthiouracil', 0.05, 'uM')]",Methylthiouracil,plate10,3347,3843,validation,128
CVCL_0293,"[('Methylthiouracil', 5.0, 'uM')]",Methylthiouracil,plate12,3587,2988,validation,128
CVCL_0293,"[('Minodronic acid', 0.5, 'uM')]",Minodronic acid,plate2,4788,8055,validation,128
CVCL_0293,"[('Neratinib (maleate)', 5.0, 'uM')]",Neratinib (maleate),plate6,3485,5275,validation,128
CVCL_0293,"[('Niclosamide (olamine)', 0.5, 'uM')]",Niclosamide (olamine),plate8,2693,3696,validation,128
CVCL_0293,"[('Oleic acid', 0.5, 'uM')]",Oleic acid,plate2,3833,8055,validation,128
CVCL_0293,"[('Omeprazole', 0.05, 'uM')]",Omeprazole,plate10,2393,3843,validation,128
CVCL_0293,"[('Omeprazole', 5.0, 'uM')]",Omeprazole,plate12,2912,2988,validation,128
CVCL_0293,"[('Ouabain (Octahydrate)', 0.05, 'uM')]",Ouabain (Octahydrate),plate10,2733,3843,validation,128
CVCL_0293,"[('Oxaliplatin', 0.5, 'uM')]",Oxaliplatin,plate2,4844,8055,validation,128
CVCL_0293,"[('Paclitaxel', 0.5, 'uM')]",Paclitaxel,plate2,5725,8055,validation,128
CVCL_0293,"[('Palmatine (chloride)', 0.05, 'uM')]",Palmatine (chloride),plate4,2905,4468,validation,128
CVCL_0293,"[('Pentagastrin', 5.0, 'uM')]",Pentagastrin,plate6,3313,5275,validation,128
CVCL_0293,"[('Perindopril (erbumine)', 0.05, 'uM')]",Perindopril (erbumine),plate10,2902,3843,validation,128
CVCL_0293,"[('Ponatinib', 0.05, 'uM')]",Ponatinib,plate10,2661,3843,validation,128
CVCL_0293,"[('Posaconazole', 5.0, 'uM')]",Posaconazole,plate9,2518,2213,validation,128
CVCL_0293,"[('Pyridoxine (hydrochloride)', 0.5, 'uM')]",Pyridoxine (hydrochloride),plate5,2915,4609,validation,128
CVCL_0293,"[('Pyridoxine (hydrochloride)', 5.0, 'uM')]",Pyridoxine (hydrochloride),plate6,2544,5275,validation,128
CVCL_0293,"[('Quinestrol', 0.05, 'uM')]",Quinestrol,plate4,3225,4468,validation,128
CVCL_0293,"[('RMC-6236', 0.5, 'uM')]",RMC-6236,plate2,4849,8055,validation,128
CVCL_0293,"[('Raltitrexed', 5.0, 'uM')]",Raltitrexed,plate6,3765,5275,validation,128
CVCL_0293,"[('Regorafenib', 0.5, 'uM')]",Regorafenib,plate2,4795,8055,validation,128
CVCL_0293,"[('Relugolix', 5.0, 'uM')]",Relugolix,plate6,2898,5275,validation,128
CVCL_0293,"[('Resveratrol', 5.0, 'uM')]",Resveratrol,plate6,3398,5275,validation,128
CVCL_0293,"[('Riluzole hydrochloride', 5.0, 'uM')]",Riluzole hydrochloride,plate14,3516,3351,validation,128
CVCL_0293,"[('Rimonabant', 0.05, 'uM')]",Rimonabant,plate4,2843,4468,validation,128
CVCL_0293,"[('Selinexor ', 0.05, 'uM')]",Selinexor ,plate4,3313,4468,validation,128
CVCL_0293,"[('Selinexor ', 5.0, 'uM')]",Selinexor ,plate6,3153,5275,validation,128
CVCL_0293,"[('Sivelestat (sodium tetrahydrate)', 5.0, 'uM')]",Sivelestat (sodium tetrahydrate),plate9,2509,2213,validation,128
CVCL_0293,"[('Sonidegib', 0.05, 'uM')]",Sonidegib,plate13,2439,2108,validation,128
CVCL_0293,"[('Tolcapone', 5.0, 'uM')]",Tolcapone,plate6,3346,5275,validation,128
CVCL_0293,"[('Torkinib', 0.5, 'uM')]",Torkinib,plate2,4060,8055,validation,128
CVCL_0293,"[('Tubulin inhibitor 6', 0.5, 'uM')]",Tubulin inhibitor 6,plate2,4511,8055,validation,128
CVCL_0293,"[('Uridine', 5.0, 'uM')]",Uridine,plate12,3563,2988,validation,128
CVCL_0293,"[('Vemurafenib', 0.5, 'uM')]",Vemurafenib,plate2,6933,8055,validation,128
CVCL_0293,"[('olaparib', 0.5, 'uM')]",olaparib,plate2,5078,8055,validation,128
CVCL_0459,"[('(R)-Verapamil (hydrochloride)', 0.05, 'uM')]",(R)-Verapamil (hydrochloride),plate4,4325,8342,validation,128
CVCL_0459,"[('4EGI-1', 0.5, 'uM')]",4EGI-1,plate2,7365,14583,validation,128
CVCL_0459,"[('8-Hydroxyquinoline', 5.0, 'uM')]",8-Hydroxyquinoline,plate6,5800,9518,validation,128
CVCL_0459,"[('Adagrasib', 0.05, 'uM')]",Adagrasib,plate2,9483,14583,validation,128
CVCL_0459,"[('Adenine', 5.0, 'uM')]",Adenine,plate6,6007,9518,validation,128
CVCL_0459,"[('Afatinib', 0.5, 'uM')]",Afatinib,plate2,8113,14583,validation,128
CVCL_0459,"[('Afatinib', 5.0, 'uM')]",Afatinib,plate13,4362,6139,validation,128
CVCL_0459,"[('Almonertinib (mesylate)', 0.5, 'uM')]",Almonertinib (mesylate),plate8,14941,10638,validation,128
CVCL_0459,"[('Anastrozole', 0.5, 'uM')]",Anastrozole,plate2,10459,14583,validation,128
CVCL_0459,"[('Anethole trithione', 0.05, 'uM')]",Anethole trithione,plate4,4464,8342,validation,128
CVCL_0459,"[('Anethole trithione', 0.5, 'uM')]",Anethole trithione,plate5,5282,7556,validation,128
CVCL_0459,"[('Apalutamide', 0.5, 'uM')]",Apalutamide,plate8,6936,10638,validation,128
CVCL_0459,"[('Artemether', 5.0, 'uM')]",Artemether,plate12,8935,8930,validation,128
CVCL_0459,"[('Artesunate', 5.0, 'uM')]",Artesunate,plate6,6145,9518,validation,128
CVCL_0459,"[('Ataluren', 5.0, 'uM')]",Ataluren,plate12,14001,8930,validation,128
CVCL_0459,"[('Baicalin', 5.0, 'uM')]",Baicalin,plate6,7599,9518,validation,128
CVCL_0459,"[('Balsalazide (sodium hydrate)', 5.0, 'uM')]",Balsalazide (sodium hydrate),plate6,5794,9518,validation,128
CVCL_0459,"[('Berbamine (dihydrochloride)', 0.5, 'uM')]",Berbamine (dihydrochloride),plate8,10589,10638,validation,128
CVCL_0459,"[('Berbamine', 5.0, 'uM')]",Berbamine,plate6,5767,9518,validation,128
CVCL_0459,"[('Berberine (chloride hydrate)', 5.0, 'uM')]",Berberine (chloride hydrate),plate6,9033,9518,validation,128
CVCL_0459,"[('Bicalutamide', 0.05, 'uM')]",Bicalutamide,plate10,7070,14575,validation,128
CVCL_0459,"[('Bicalutamide', 5.0, 'uM')]",Bicalutamide,plate12,11423,8930,validation,128
CVCL_0459,"[('Binimetinib', 5.0, 'uM')]",Binimetinib,plate12,12072,8930,validation,128
CVCL_0459,"[('Brimonidine', 5.0, 'uM')]",Brimonidine,plate12,11130,8930,validation,128
CVCL_0459,"[('Canagliflozin (hemihydrate)', 5.0, 'uM')]",Canagliflozin (hemihydrate),plate12,16414,8930,validation,128
CVCL_0459,"[('Capivasertib', 0.5, 'uM')]",Capivasertib,plate2,6720,14583,validation,128
CVCL_0459,"[('Carbidopa (monohydrate)', 0.05, 'uM')]",Carbidopa (monohydrate),plate13,9062,6139,validation,128
CVCL_0459,"[('Chlorhexidine (diacetate)', 0.5, 'uM')]",Chlorhexidine (diacetate),plate13,4824,6139,validation,128
CVCL_0459,"[('Cinacalcet', 5.0, 'uM')]",Cinacalcet,plate12,8403,8930,validation,128
CVCL_0459,"[('Clonidine (hydrochloride)', 0.05, 'uM')]",Clonidine (hydrochloride),plate4,6436,8342,validation,128
CVCL_0459,"[('Clonidine (hydrochloride)', 5.0, 'uM')]",Clonidine (hydrochloride),plate6,8803,9518,validation,128
CVCL_0459,"[('Cloxacillin (sodium)', 5.0, 'uM')]",Cloxacillin (sodium),plate6,4998,9518,validation,128
CVCL_0459,"[('Crizotinib (hydrochloride)', 5.0, 'uM')]",Crizotinib (hydrochloride),plate12,7815,8930,validation,128
CVCL_0459,"[('Cysteamine (hydrochloride)', 5.0, 'uM')]",Cysteamine (hydrochloride),plate6,5386,9518,validation,128
CVCL_0459,"[('DT-061', 0.5, 'uM')]",DT-061,plate2,6966,14583,validation,128
CVCL_0459,"[('DTP3', 0.5, 'uM')]",DTP3,plate2,7313,14583,validation,128
CVCL_0459,"[('Dabrafenib', 5.0, 'uM')]",Dabrafenib,plate3,7701,2222,validation,128
CVCL_0459,"[('Daidzin', 0.5, 'uM')]",Daidzin,plate8,10999,10638,validation,128
CVCL_0459,"[('Dimethyl fumarate', 0.5, 'uM')]",Dimethyl fumarate,plate8,9139,10638,validation,128
CVCL_0459,"[('Diphenhydramine', 0.5, 'uM')]",Diphenhydramine,plate8,8063,10638,validation,128
CVCL_0459,"[('Drospirenone', 5.0, 'uM')]",Drospirenone,plate12,10930,8930,validation,128
CVCL_0459,"[('ETC-206', 0.5, 'uM')]",ETC-206,plate2,7875,14583,validation,128
CVCL_0459,"[('Elimusertib hydrochloride', 0.5, 'uM')]",Elimusertib hydrochloride,plate2,4804,14583,validation,128
CVCL_0459,"[('Encorafenib', 5.0, 'uM')]",Encorafenib,plate3,7096,2222,validation,128
CVCL_0459,"[('Entecavir (monohydrate)', 5.0, 'uM')]",Entecavir (monohydrate),plate9,9083,8191,validation,128
CVCL_0459,"[('Esmolol (hydrochloride)', 5.0, 'uM')]",Esmolol (hydrochloride),plate12,10752,8930,validation,128
CVCL_0459,"[('Everolimus', 0.5, 'uM')]",Everolimus,plate2,9273,14583,validation,128
CVCL_0459,"[('Filgotinib', 5.0, 'uM')]",Filgotinib,plate12,11932,8930,validation,128
CVCL_0459,"[('Folic acid', 0.5, 'uM')]",Folic acid,plate5,5124,7556,validation,128
CVCL_0459,"[('Folic acid', 5.0, 'uM')]",Folic acid,plate6,6143,9518,validation,128
CVCL_0459,"[('Fulvestrant', 5.0, 'uM')]",Fulvestrant,plate12,15442,8930,validation,128
CVCL_0459,"[('Fusidic acid', 0.05, 'uM')]",Fusidic acid,plate4,5623,8342,validation,128
CVCL_0459,"[('Gallic acid', 5.0, 'uM')]",Gallic acid,plate6,6682,9518,validation,128
CVCL_0459,"[('Gefitinib', 5.0, 'uM')]",Gefitinib,plate12,12913,8930,validation,128
CVCL_0459,"[('Gemcitabine', 0.05, 'uM')]",Gemcitabine,plate1,10460,9469,validation,128
CVCL_0459,"[('Gemcitabine', 0.5, 'uM')]",Gemcitabine,plate2,8490,14583,validation,128
CVCL_0459,"[('Goserelin (acetate)', 0.05, 'uM')]",Goserelin (acetate),plate4,5953,8342,validation,128
CVCL_0459,"[('Goserelin (acetate)', 5.0, 'uM')]",Goserelin (acetate),plate6,6265,9518,validation,128
CVCL_0459,"[('Hexylresorcinol', 5.0, 'uM')]",Hexylresorcinol,plate6,6527,9518,validation,128
CVCL_0459,"[('Hydroxyfasudil', 0.05, 'uM')]",Hydroxyfasudil,plate13,8252,6139,validation,128
CVCL_0459,"[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]",L-Thyroxine (sodium salt pentahydrate),plate6,4729,9518,validation,128
CVCL_0459,"[('Lonafarnib', 0.5, 'uM')]",Lonafarnib,plate2,9771,14583,validation,128
CVCL_0459,"[('Lumateperone (tosylate)', 5.0, 'uM')]",Lumateperone (tosylate),plate6,4349,9518,validation,128
CVCL_0459,"[('Methotrexate', 5.0, 'uM')]",Methotrexate,plate12,8573,8930,validation,128
CVCL_0459,"[('Methylthiouracil', 0.05, 'uM')]",Methylthiouracil,plate10,12927,14575,validation,128
CVCL_0459,"[('Methylthiouracil', 5.0, 'uM')]",Methylthiouracil,plate12,13502,8930,validation,128
CVCL_0459,"[('Minodronic acid', 0.5, 'uM')]",Minodronic acid,plate2,9688,14583,validation,128
CVCL_0459,"[('Neratinib (maleate)', 5.0, 'uM')]",Neratinib (maleate),plate6,7480,9518,validation,128
CVCL_0459,"[('Niclosamide (olamine)', 0.5, 'uM')]",Niclosamide (olamine),plate8,9338,10638,validation,128
CVCL_0459,"[('Oleic acid', 0.5, 'uM')]",Oleic acid,plate2,6856,14583,validation,128
CVCL_0459,"[('Omeprazole', 0.05, 'uM')]",Omeprazole,plate10,10742,14575,validation,128
CVCL_0459,"[('Omeprazole', 5.0, 'uM')]",Omeprazole,plate12,10832,8930,validation,128
CVCL_0459,"[('Ouabain (Octahydrate)', 0.05, 'uM')]",Ouabain (Octahydrate),plate10,7736,14575,validation,128
CVCL_0459,"[('Oxaliplatin', 0.5, 'uM')]",Oxaliplatin,plate2,8773,14583,validation,128
CVCL_0459,"[('Paclitaxel', 0.5, 'uM')]",Paclitaxel,plate2,9283,14583,validation,128
CVCL_0459,"[('Palmatine (chloride)', 0.05, 'uM')]",Palmatine (chloride),plate4,5409,8342,validation,128
CVCL_0459,"[('Pentagastrin', 5.0, 'uM')]",Pentagastrin,plate6,7452,9518,validation,128
CVCL_0459,"[('Perindopril (erbumine)', 0.05, 'uM')]",Perindopril (erbumine),plate10,11235,14575,validation,128
CVCL_0459,"[('Ponatinib', 0.05, 'uM')]",Ponatinib,plate10,10213,14575,validation,128
CVCL_0459,"[('Posaconazole', 5.0, 'uM')]",Posaconazole,plate9,7993,8191,validation,128
CVCL_0459,"[('Pyridoxine (hydrochloride)', 0.5, 'uM')]",Pyridoxine (hydrochloride),plate5,5601,7556,validation,128
CVCL_0459,"[('Pyridoxine (hydrochloride)', 5.0, 'uM')]",Pyridoxine (hydrochloride),plate6,5533,9518,validation,128
CVCL_0459,"[('Quinestrol', 0.05, 'uM')]",Quinestrol,plate4,6403,8342,validation,128
CVCL_0459,"[('RMC-6236', 0.5, 'uM')]",RMC-6236,plate2,7814,14583,validation,128
CVCL_0459,"[('Raltitrexed', 5.0, 'uM')]",Raltitrexed,plate6,8698,9518,validation,128
CVCL_0459,"[('Regorafenib', 0.5, 'uM')]",Regorafenib,plate2,7717,14583,validation,128
CVCL_0459,"[('Relugolix', 5.0, 'uM')]",Relugolix,plate6,6312,9518,validation,128
CVCL_0459,"[('Resveratrol', 5.0, 'uM')]",Resveratrol,plate6,6112,9518,validation,128
CVCL_0459,"[('Riluzole hydrochloride', 5.0, 'uM')]",Riluzole hydrochloride,plate14,5280,5715,validation,128
CVCL_0459,"[('Rimonabant', 0.05, 'uM')]",Rimonabant,plate4,4913,8342,validation,128
CVCL_0459,"[('Selinexor ', 0.05, 'uM')]",Selinexor ,plate4,5682,8342,validation,128
