ensembl_core,perturbed_gene_name,eligible_target
ENSG00000185885,IFITM1,True
ENSG00000185950,IRS2,True
ENSG00000185960,SHOX,True
ENSG00000185973,TMLHE,True
ENSG00000186001,LRCH3,True
ENSG00000186026,ZNF284,True
ENSG00000186088,GSAP,True
ENSG00000186103,ARGFX,True
ENSG00000186104,CYP2R1,True
ENSG00000186106,ANKRD46,True
ENSG00000186174,BCL9L,True
ENSG00000186318,BACE1,True
ENSG00000186350,RXRA,True
ENSG00000186364,NUDT17,True
ENSG00000186409,CCDC30,True
ENSG00000186469,GNG2,True
ENSG00000186501,TMEM222,True
ENSG00000186517,ARHGAP30,True
ENSG00000186564,FOXD2,True
ENSG00000186575,NF2,True
ENSG00000186603,HPDL,True
ENSG00000186625,KATNA1,True
ENSG00000186654,PRR5,True
ENSG00000186716,BCR,True
ENSG00000186787,SPIN2B,True
ENSG00000186790,FOXE3,True
ENSG00000186806,VSIG10L,True
ENSG00000186810,CXCR3,True
ENSG00000186815,TPCN1,True
ENSG00000186827,TNFRSF4,True
ENSG00000186834,HEXIM1,True
ENSG00000186891,TNFRSF18,True
ENSG00000186951,PPARA,True
ENSG00000187079,TEAD1,True
ENSG00000187091,PLCD1,True
ENSG00000187187,ZNF546,True
ENSG00000187193,MT1X,True
ENSG00000187210,GCNT1,True
ENSG00000187260,WDR86,True
ENSG00000187391,MAGI2,True
ENSG00000187446,CHP1,True
ENSG00000187531,SIRT7,True
ENSG00000187533,PRR27,True
ENSG00000187595,ZNF385C,True
ENSG00000187605,TET3,True
ENSG00000187626,ZKSCAN4,True
ENSG00000187713,TMEM203,True
ENSG00000187792,ZNF70,True
ENSG00000187800,PEAR1,True
ENSG00000187815,ZFP69,True
ENSG00000187824,TMEM220,True
ENSG00000187961,KLHL17,True
ENSG00000188033,ZNF490,True
ENSG00000188042,ARL4C,True
ENSG00000188157,AGRN,True
ENSG00000188162,OTOG,True
ENSG00000188186,LAMTOR4,True
ENSG00000188211,NCR3LG1,True
ENSG00000188215,DCUN1D3,True
ENSG00000188229,TUBB4B,True
ENSG00000188283,ZNF383,True
ENSG00000188295,ZNF669,True
ENSG00000188322,SBK1,True
ENSG00000188352,FOCAD,True
ENSG00000188428,BLOC1S5,True
ENSG00000188554,NBR1,True
ENSG00000188603,CLN3,True
ENSG00000188612,SUMO2,True
ENSG00000188620,HMX3,True
ENSG00000188659,SAXO2,True
ENSG00000188687,SLC4A5,True
ENSG00000188690,UROS,True
ENSG00000188706,ZDHHC9,True
ENSG00000188732,FAM221A,True
ENSG00000188739,RBM34,True
ENSG00000188747,NOXA1,True
ENSG00000188779,SKOR1,True
ENSG00000188868,ZNF563,True
ENSG00000188886,ASTL,True
ENSG00000188895,MSL1,True
ENSG00000188909,BSX,True
ENSG00000188938,FAM120AOS,True
ENSG00000188994,ZNF292,True
ENSG00000188997,KCTD21,True
ENSG00000189007,ADAT2,True
ENSG00000189043,NDUFA4,True
ENSG00000189050,RNFT1,True
ENSG00000189057,FAM111B,True
ENSG00000189067,LITAF,True
ENSG00000189079,ARID2,True
ENSG00000189120,SP6,True
ENSG00000189171,S100A13,True
ENSG00000189221,MAOA,True
ENSG00000189233,NUGGC,True
ENSG00000189269,DRICH1,True
ENSG00000189292,ALKAL2,True
ENSG00000189350,TOGARAM2,True
ENSG00000189362,NEMP2,True
ENSG00000189420,ZFP92,True
ENSG00000196072,BLOC1S2,True
ENSG00000196074,SYCP2,True
ENSG00000196141,SPATS2L,True
ENSG00000196150,ZNF250,True
ENSG00000196155,PLEKHG4,True
ENSG00000196172,ZNF681,True
ENSG00000196187,TMEM63A,True
ENSG00000196220,SRGAP3,True
ENSG00000196236,XPNPEP3,True
ENSG00000196352,CD55,True
ENSG00000196367,TRRAP,True
ENSG00000196371,FUT4,True
ENSG00000196415,PRTN3,True
ENSG00000196437,ZNF569,True
ENSG00000196449,YRDC,True
ENSG00000196460,RFX8,True
ENSG00000196466,ZNF799,True
ENSG00000196498,NCOR2,True
ENSG00000196507,TCEAL3,True
ENSG00000196517,SLC6A9,True
ENSG00000196549,MME,True
ENSG00000196562,SULF2,True
ENSG00000196581,AJAP1,True
ENSG00000196584,XRCC2,True
ENSG00000196611,MMP1,True
ENSG00000196628,TCF4,True
ENSG00000196700,ZNF512B,True
ENSG00000196712,NF1,True
ENSG00000196730,DAPK1,True
ENSG00000196782,MAML3,True
ENSG00000196850,PPTC7,True
ENSG00000196878,LAMB3,True
ENSG00000196911,KPNA5,True
ENSG00000196917,HCAR1,True
ENSG00000196950,SLC39A10,True
ENSG00000197006,METTL9,True
ENSG00000197020,ZNF100,True
ENSG00000197037,ZSCAN25,True
ENSG00000197077,KIAA1671,True
ENSG00000197081,IGF2R,True
ENSG00000197093,GAL3ST4,True
ENSG00000197119,SLC25A29,True
ENSG00000197122,SRC,True
ENSG00000197123,ZNF679,True
ENSG00000197134,ZNF257,True
ENSG00000197150,ABCB8,True
ENSG00000197183,NOL4L,True
ENSG00000197213,ZSCAN5B,True
ENSG00000197217,ENTPD4,True
ENSG00000197296,FITM2,True
ENSG00000197312,DDI2,True
ENSG00000197323,TRIM33,True
ENSG00000197329,PELI1,True
ENSG00000197360,ZNF98,True
ENSG00000197386,HTT,True
ENSG00000197451,HNRNPAB,True
ENSG00000197461,PDGFA,True
ENSG00000197465,GYPE,True
ENSG00000197535,MYO5A,True
ENSG00000197608,ZNF841,True
ENSG00000197622,CDC42SE1,True
ENSG00000197629,MPEG1,True
ENSG00000197647,ZNF433,True
ENSG00000197653,DNAH10,True
ENSG00000197694,SPTAN1,True
ENSG00000197713,RPE,True
ENSG00000197724,PHF2,True
ENSG00000197766,CFD,True
ENSG00000197780,TAF13,True
ENSG00000197782,ZNF780A,True
ENSG00000197798,FAM118B,True
ENSG00000197816,CCDC180,True
ENSG00000197921,HES5,True
ENSG00000197933,ZNF823,True
ENSG00000197935,ZNF311,True
ENSG00000197948,FCHSD1,True
ENSG00000197951,ZNF71,True
ENSG00000197959,DNM3,True
ENSG00000198087,CD2AP,True
ENSG00000198089,SFI1,True
ENSG00000198169,ZNF251,True
ENSG00000198171,DDRGK1,True
ENSG00000198182,ZNF607,True
ENSG00000198205,ZXDA,True
ENSG00000198223,CSF2RA,True
ENSG00000198246,SLC29A3,True
ENSG00000198265,HELZ,True
ENSG00000198270,TMEM116,True
ENSG00000198324,PHETA1,True
ENSG00000198331,HYLS1,True
ENSG00000198399,ITSN2,True
ENSG00000198417,MT1F,True
ENSG00000198453,ZNF568,True
ENSG00000198455,ZXDB,True
ENSG00000198467,TPM2,True
ENSG00000198478,SH3BGRL2,True
ENSG00000198492,YTHDF2,True
ENSG00000198513,ATL1,True
ENSG00000198551,ZNF627,True
ENSG00000198561,CTNND1,True
ENSG00000198586,TLK1,True
ENSG00000198598,MMP17,True
ENSG00000198626,RYR2,True
ENSG00000198633,ZNF534,True
ENSG00000198682,PAPSS2,True
ENSG00000198690,FAN1,True
ENSG00000198707,CEP290,True
ENSG00000198734,F5,True
ENSG00000198736,MSRB1,True
ENSG00000198742,SMURF1,True
ENSG00000198752,CDC42BPB,True
ENSG00000198771,RCSD1,True
ENSG00000198799,LRIG2,True
ENSG00000198805,PNP,True
ENSG00000198815,FOXJ3,True
ENSG00000198824,CHAMP1,True
ENSG00000198832,SELENOM,True
ENSG00000198837,DENND4B,True
ENSG00000198846,TOX,True
ENSG00000198855,FICD,True
ENSG00000198873,GRK5,True
ENSG00000198874,TYW1,True
ENSG00000198909,MAP3K3,True
ENSG00000198924,DCLRE1A,True
ENSG00000198945,L3MBTL3,True
ENSG00000198948,MFAP3L,True
ENSG00000198960,ARMCX6,True
ENSG00000198961,PJA2,True
ENSG00000203685,STUM,True
ENSG00000203710,CR1,True
ENSG00000203778,FAM229B,True
ENSG00000203950,RTL8A,True
ENSG00000204060,FOXO6,True
ENSG00000204104,TRAF3IP1,True
ENSG00000204186,ZDBF2,True
ENSG00000204227,RING1,True
ENSG00000204228,HSD17B8,True
ENSG00000204237,OXLD1,True
ENSG00000204256,BRD2,True
ENSG00000204262,COL5A2,True
ENSG00000204267,TAP2,True
ENSG00000204310,AGPAT1,True
ENSG00000204315,FKBPL,True
ENSG00000204356,NELFE,True
ENSG00000204371,EHMT2,True
ENSG00000204388,HSPA1B,True
ENSG00000204396,VWA7,True
ENSG00000204410,MSH5,True
ENSG00000204424,LY6G6F,True
ENSG00000204427,ABHD16A,True
ENSG00000204428,LY6G5C,True
ENSG00000204524,ZNF805,True
ENSG00000204576,PRR3,True
ENSG00000204590,GNL1,True
ENSG00000204618,RNF39,True
ENSG00000204634,TBC1D8,True
ENSG00000204671,IL31,True
ENSG00000204713,TRIM27,True
ENSG00000204779,FOXD4L5,True
ENSG00000204859,ZBTB48,True
ENSG00000204920,ZNF155,True
ENSG00000204923,FBXO48,True
ENSG00000205078,SYCE1L,True
ENSG00000205084,TMEM231,True
ENSG00000205138,SDHAF1,True
ENSG00000205220,PSMB10,True
ENSG00000205268,PDE7A,True
ENSG00000205307,SAP25,True
ENSG00000205323,SARNP,True
ENSG00000205358,MT1H,True
ENSG00000205413,SAMD9,True
ENSG00000205476,CCDC85C,True
ENSG00000205531,NAP1L4,True
ENSG00000205544,TMEM256,True
ENSG00000205592,MUC19,True
ENSG00000205593,DENND6B,True
ENSG00000205643,CDPF1,True
ENSG00000205649,HTN3,True
ENSG00000205683,DPF3,True
ENSG00000205758,CRYZL1,True
ENSG00000205857,NANOGNB,True
ENSG00000205899,BHLHA9,True
ENSG00000205903,ZNF316,True
ENSG00000206052,DOK6,True
ENSG00000206077,ZDHHC11B,True
ENSG00000206190,ATP10A,True
ENSG00000206560,ANKRD28,True
ENSG00000211445,GPX3,True
ENSG00000211455,STK38L,True
ENSG00000212864,RNF208,True
ENSG00000213015,ZNF580,True
ENSG00000213047,DENND1B,True
ENSG00000213064,SFT2D2,True
ENSG00000213145,CRIP1,True
ENSG00000213190,MLLT11,True
ENSG00000213199,ASIC3,True
ENSG00000213246,SUPT4H1,True
ENSG00000213398,LCAT,True
ENSG00000213420,GPC2,True
ENSG00000213445,SIPA1,True
ENSG00000213512,GBP7,True
ENSG00000213638,ADAT3,True
ENSG00000213639,PPP1CB,True
ENSG00000213699,SLC35F6,True
ENSG00000213714,FAM209B,True
ENSG00000213859,KCTD11,True
ENSG00000213889,PPM1N,True
ENSG00000213906,LTB4R2,True
ENSG00000213920,MDP1,True
ENSG00000213965,NUDT19,True
ENSG00000213977,TAX1BP3,True
ENSG00000213988,ZNF90,True
ENSG00000214013,GANC,True
ENSG00000214872,SMTNL1,True
ENSG00000214954,LRRC69,True
ENSG00000215041,NEURL4,True
ENSG00000215114,UBXN2B,True
ENSG00000215252,GOLGA8B,True
ENSG00000215440,NPEPL1,True
ENSG00000215474,SKOR2,True
ENSG00000215475,SIAH3,True
ENSG00000216490,IFI30,True
ENSG00000217128,FNIP1,True
ENSG00000219481,NBPF1,True
ENSG00000219626,FAM228B,True
ENSG00000220201,ZGLP1,True
ENSG00000221818,EBF2,True
ENSG00000221823,PPP3R1,True
ENSG00000221866,PLXNA4,True
ENSG00000221887,HMSD,True
ENSG00000221923,ZNF880,True
ENSG00000221988,PPT2,True
ENSG00000222011,FAM185A,True
ENSG00000223501,VPS52,True
ENSG00000223547,ZNF844,True
ENSG00000224470,ATXN1L,True
ENSG00000224531,SMIM13,True
ENSG00000225556,C2CD4D,True
ENSG00000225697,SLC26A6,True
ENSG00000225805,DEFB131B,True
ENSG00000227345,PARG,True
ENSG00000228594,FNDC10,True
ENSG00000230124,ACBD6,True
ENSG00000230797,YY2,True
ENSG00000230989,HSBP1,True
ENSG00000231925,TAPBP,True
ENSG00000232112,TMA7,True
ENSG00000233954,UQCRHL,True
ENSG00000235173,HGH1,True
ENSG00000235194,PPP1R3E,True
ENSG00000235608,NKX1-1,True
ENSG00000235750,KIAA0040,True
ENSG00000236104,ZBTB22,True
ENSG00000236609,ZNF853,True
ENSG00000238227,TMEM250,True
ENSG00000239839,DEFA3,True
ENSG00000240857,RDH14,True
ENSG00000240891,PLCXD2,True
ENSG00000241399,CD302,True
ENSG00000241468,ATP5MF,True
ENSG00000241685,ARPC1A,True
ENSG00000241837,ATP5PO,True
ENSG00000242114,MTFP1,True
ENSG00000243056,EIF4EBP3,True
ENSG00000243156,MICAL3,True
ENSG00000243749,TMEM35B,True
ENSG00000243955,GSTA1,True
ENSG00000244274,DBNDD2,True
ENSG00000245680,ZNF585B,True
ENSG00000247596,TWF2,True
ENSG00000247746,USP51,True
ENSG00000248099,INSL3,True
ENSG00000248905,FMN1,True
ENSG00000249437,NAIP,True
ENSG00000249961,TERB1,True
ENSG00000250067,YJEFN3,True
ENSG00000250317,SMIM20,True
ENSG00000253309,SERPINE3,True
ENSG00000253719,ATXN7L3B,True
ENSG00000254087,LYN,True
ENSG00000254858,MPV17L2,True
ENSG00000254901,BORCS8,True
ENSG00000255112,CHMP1B,True
ENSG00000255302,EID1,True
ENSG00000255423,EBLN2,True
ENSG00000256525,POLG2,True
ENSG00000256537,SMIM10L1,True
ENSG00000256771,ZNF253,True
ENSG00000257103,LSM14A,True
ENSG00000257218,GATC,True
ENSG00000257335,MGAM,True
ENSG00000257446,ZNF878,True
ENSG00000257594,GALNT4,True
ENSG00000257727,CNPY2,True
ENSG00000258405,ZNF578,True
ENSG00000259207,ITGB3,True
ENSG00000259956,RBM15B,True
ENSG00000261787,TCF24,True
ENSG00000262246,CORO7,True
ENSG00000263001,GTF2I,True
ENSG00000263465,SRSF8,True
ENSG00000263956,NBPF11,True
ENSG00000265354,TIMM23,True
ENSG00000265763,ZNF488,True
ENSG00000266967,AARSD1,True
ENSG00000267041,ZNF850,True
ENSG00000267680,ZNF224,True
ENSG00000267796,LIN37,True
ENSG00000269556,TMEM185A,True
ENSG00000269743,SLC25A53,True
ENSG00000271383,NBPF19,True
ENSG00000271447,MMP28,True
ENSG00000271601,LIX1L,True
ENSG00000272325,NUDT3,True
ENSG00000272333,KMT2B,True
ENSG00000272602,ZNF595,True
ENSG00000272886,DCP1A,True
ENSG00000273079,GRIN2B,True
ENSG00000273514,FOXD4L6,True
ENSG00000274523,RCC1L,True
ENSG00000275302,CCL4,True
ENSG00000275342,PRAG1,True
ENSG00000275410,HNF1B,True
ENSG00000277161,PIGW,True
ENSG00000277972,CISD3,True
ENSG00000278195,SSTR3,True
ENSG00000278311,GGNBP2,True
ENSG00000278570,NR2E3,True
ENSG00000284194,SCO2,True
ENSG00000291237,SOD2,True
