name,wos_name,field,track,track_cn,verdict_a,verdict_b,verdict_a_cn,verdict_b_cn,cas_note,publishes,a_ask,b_ask,a_why,b_why,we_have,we_lack,b_have,b_lack,source_opened,profile_origin,official_scope_verified,care_a,care_b
Frontiers in Bioinformatics,Frontiers in Bioinformatics,GENOMICS,bioinfo_methods,生物信息方法,discuss_narrow,q2_not_ready,可讨论（必须收窄主张）,候选但未就绪,OA 前沿；注意年发文与口碑。,Frontiers in Bioinformatics 是 OA 方法刊，可讨论收窄后的协议，但年发文和口碑需要自己评估。,方法可复现。,训练效果。,业务A可讨论。,业务B未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,基因组/方法交叉补入,hand_profile,not_recorded,"2,2,1,0,0,0,1,0","2,2,1,0,2,1,2,0"
"Genomics, Proteomics & Bioinformatics",GENOMICS PROTEOMICS & BIOINFORMATICS,GENETICS,bioinfo_methods,生物信息方法,discuss_narrow,q2_not_ready,可讨论（必须收窄主张）,候选但未就绪,GPB。不是 CAS 保证二区。,GPB 收基因组、蛋白质组和生物信息交叉方法。可以收计算协议，但不是“二区一定能发”的替代刊。,组学计算叙事、可复现。,正式训练效果。,业务A可收窄。,业务B未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 遗传学 完整名单,hand_profile,not_recorded,"2,2,1,0,0,0,1,0","2,2,1,0,2,1,2,0"
GigaScience,GigaScience,MULTI,bioinfo_methods,生物信息方法,discuss_narrow,q2_not_ready,可讨论（必须收窄主张）,候选但未就绪,大数据/可复现刊，分区以学院系统为准。,GigaScience 核心是大规模数据、FAIR 和可复现。哈希、封存、CSV 合同和这本杂志的口味接近。它要的是数据包能不能被别人完整重跑，不是新生物学故事。,完整数据包、封存哈希、复现脚本。,训练实验的数据包和正式效果。,业务A可讨论，需把数据包做成别人能下的形态。,业务B没有正式训练结果，无包可交。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 多学科科学 完整名单,hand_profile,not_recorded,"2,2,1,0,0,0,1,0","2,2,1,0,2,1,2,0"
IEEE/ACM Transactions on Computational Biology and Bioinformatics,IEEE-ACM Transactions on Computational Biology and Bioinformatics,BRM+CS_IA,bioinfo_methods,生物信息方法,discuss_narrow,q2_not_ready,可讨论（必须收窄主张）,候选但未就绪,CCF 交叉常见 B 档口径。,IEEE/ACM TCBB 收算法、系统和可复现的计算生物学稿，工程味比牛津 Bioinformatics 更重。业务A可以收窄成评价系统；业务B要有训练算法增量，而不是验收脚本。,系统或算法是否说清、复现是否完整。,训练算法相对 uniform 的增量。,业务A可收窄，不是二区主投保证。,业务B未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 生化研究方法 完整名单；2026-09-07 打开 计算机科学跨学科应用 完整名单,hand_profile,not_recorded,"2,2,1,0,0,1,1,0","2,2,1,0,2,1,2,0"
Interdisciplinary Sciences-Computational Life Sciences,Interdisciplinary Sciences-Computational Life Sciences,MCB,bioinfo_methods,生物信息方法,discuss_narrow,q2_not_ready,可讨论（必须收窄主张）,候选但未就绪,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Interdisciplinary Sciences-Computational Life Sciences 出现在本次打开的完整名单里，学科来源：数学与计算生物学。按刊名和栏目，它日常刊登的是生物信息方法：可复现计算方法或评价协议、公开代码、和最强简单基线比较。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Interdisciplinary Sciences-Computational Life Sciences：A=可讨论（必须收窄主张）；B=候选但未就绪,业务B判定：候选但未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 数学与计算生物学 完整名单,title_category_rule,not_recorded,"2,2,1,0,0,0,1,0","2,2,1,0,2,1,2,0"
iScience,iScience,MULTI,multidisciplinary,综合/方法顶刊,discuss_narrow,q2_not_ready,可讨论（必须收窄主张）,候选但未就绪,Cell 开源综合。,iScience 是 Cell 开源综合刊，定位散，可收计算叙事，但不是方法主刊。,故事是否完整。,训练效果。,业务A可讨论但定位散。,业务B未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 多学科科学 完整名单,hand_profile,not_recorded,"2,2,1,0,0,0,1,0","2,2,1,0,2,1,2,0"
Journal of Computational Biology,JOURNAL OF COMPUTATIONAL BIOLOGY,MCB+BRM+CS_IA+BIOTECH,bioinfo_methods,生物信息方法,discuss_narrow,q2_not_ready,可讨论（必须收窄主张）,候选但未就绪,算法刊，不是中科院二区主投。,Journal of Computational Biology 偏算法和离散方法，不是湿实验，也不是临床。可讨论协议，但影响力低于 Bioinformatics / Briefings。,算法/协议是否清楚。,训练算法增量。,业务A可讨论，不是 CAS 二区主投。,业务B未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 数学与计算生物学 完整名单；2026-09-07 打开 生化研究方法 完整名单；2026-09-07 打开 计算机科学跨学科应用 完整名单；2026-09-07 打开 生物技术与应用微生物 完整名单,hand_profile,not_recorded,"2,2,1,0,0,0,1,0","2,2,1,0,2,1,2,0"
NAR Genomics and Bioinformatics,NAR Genomics and Bioinformatics,GENOMICS,bioinfo_methods,生物信息方法,discuss_narrow,q2_not_ready,可讨论（必须收窄主张）,候选但未就绪,NAR 开源计算刊，分区未当主目标。,NAR Genomics and Bioinformatics 是 NAR 的开源计算刊，收基因组计算和生物信息方法，比 NAR 主刊更不强制 Web 资源，但仍看可复现和数据开放。,开放数据、可复现协议、幅度基线。,正式训练效果。,业务A可收窄讨论。,业务B未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,基因组/方法交叉补入,hand_profile,not_recorded,"2,2,1,0,0,0,1,0","2,2,1,0,2,1,2,0"
Patterns,Patterns,CELL,ml,机器学习,discuss_narrow,q2_not_ready,可讨论（必须收窄主张）,候选但未就绪,Cell 数据科学刊。,Patterns 是 Cell 的数据科学刊，收可复用的数据方法，不一定要湿实验。业务A的计算叙事可以谈；业务B要有训练方法增量。,数据方法是否可复用。,训练方法是否新。,业务A可讨论计算叙事，不是二区保证。,业务B未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,Cell/Nature 家族交叉补入,hand_profile,not_recorded,"2,2,1,0,0,1,1,0","2,2,1,0,2,1,2,0"
PeerJ,PeerJ,MULTI+GENOMICS,bioinfo_methods,生物信息方法,discuss_narrow,q2_not_ready,可讨论（必须收窄主张）,候选但未就绪,OA 综合，分区低。,PeerJ 是 OA 综合，可收窄发计算报告，分区低，不是二区主目标。,技术是否完整。,训练效果。,业务A可收窄，分区低。,业务B未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 多学科科学 完整名单；基因组/方法交叉补入,hand_profile,not_recorded,"2,2,1,0,0,0,1,0","2,2,1,0,2,1,2,0"
PLoS One,PLoS One,MULTI,multidisciplinary,综合/方法顶刊,discuss_narrow,q2_not_ready,可讨论（必须收窄主张）,候选但未就绪,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,PLoS One 出现在本次打开的完整名单里，学科来源：多学科科学。按刊名和栏目，它日常刊登的是综合/方法顶刊：完整故事：方法新、证据硬、最好成为默认用法。综合 OA，什么学科都收，但不是二区方法主刊。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,PLoS One：A=可讨论（必须收窄主张）；B=候选但未就绪,业务B判定：候选但未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 多学科科学 完整名单,title_category_rule,not_recorded,"2,2,1,0,0,0,1,0","2,2,1,0,2,1,2,0"
Scientific Reports,Scientific Reports,MULTI,multidisciplinary,综合/方法顶刊,discuss_narrow,q2_not_ready,可讨论（必须收窄主张）,候选但未就绪,Nature 开源综合，不是二区主目标。,Scientific Reports 收技术报告和完整实验/计算记录，审稿看是否站得住，不看是不是“热点”。可以发业务A的技术报告，但不是二区主目标，也不能把负结果藏掉。,技术是否完整可核。,训练效果。,业务A可发技术报告，不是二区主目标。,业务B未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 多学科科学 完整名单,hand_profile,not_recorded,"2,2,1,0,0,0,1,0","2,2,1,0,2,1,2,0"
Bioinformatics,BIOINFORMATICS,MCB+BRM+BIOTECH,bioinfo_methods,生物信息方法,q2_not_ready,q2_not_ready,候选但未就绪,候选但未就绪,中科院生物大类常见 2 区；JCR Q1；CCF-A。投稿前以学院系统为准。,Bioinformatics（牛津）是计算生物学方法的标准件，不发色谱、不发临床病例、也不发纯湿实验方案。它要的是：新算法或新评价协议、别人能跑的软件、公开数据、和最强简单基线的增量、以及失败边界。近年单细胞和扰动预测稿不少，但审稿人几乎必问：你比最强基线强在哪、代码能否复现、主张有没有写过头。TxPert 已经作为预测器发在 Nature Biotechnology。把 SafeConf 再包装成“又一个扰动预测模型”会被直接打回。这本杂志可以收的是评价协议或训练协议，不是又一个 STRING-GAT。,新评价协议是否说清、是否打过最强简单基线、四背景是否盲测、软件能否复现、失败边界写没写。,加权训练有没有让模型在困难任务上变准、简单任务有没有被训坏、对照是不是同一架构同一 seed。,业务A对得上这本杂志的栏目，但证据未闭合：幅度 0.6189 强过 SafeConf 0.4082，缺新外部。不能把二区写成一定能发。,业务B也是这本杂志会收的故事（用风险改训练），但 E204 没有正式 80 轮效果。现在投训练稿是空的。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 数学与计算生物学 完整名单；2026-09-07 打开 生化研究方法 完整名单；2026-09-07 打开 生物技术与应用微生物 完整名单,hand_profile,not_recorded,"2,2,2,1,0,1,2,0","2,2,1,0,2,1,2,0"
Briefings in Bioinformatics,BRIEFINGS IN BIOINFORMATICS,MCB+BRM,bioinfo_methods,生物信息方法,q2_not_ready,q2_not_ready,候选但未就绪,候选但未就绪,2026 新锐表常见：大类生物 2 区、小类计算生物学 1 区 Top；JCR Q1。,Briefings in Bioinformatics 年发文量大，栏目是可复用工作流、教程、工具评测和有案例的方法，不是数理证明，也不是湿实验。它比 Genome Biology 更吃“别人能跟着做”的叙事，比 BMC Bioinformatics 更看软件生态和讲解清晰度。学院口头里的“二区 Top / 小类一区”经常指它。方法稿仍要基线、多背景或至少多案例。,工作流是否可复用、案例是否讲得清、幅度基线是否保留、有没有面向外人的安装包。,训练加权是不是一个别人能复用的训练协议，而不是一次内部调参。必须有正式效果。,栏目匹配业务A，但缺训练收益叙事、新外部和可运行软件。比 Genome Biology 现实，不等于现在能投就中。,业务B需要“加权训练可复用”的软件叙事，当前连正式 RMSE 表都没有。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 数学与计算生物学 完整名单；2026-09-07 打开 生化研究方法 完整名单,hand_profile,not_recorded,"2,2,2,1,0,1,2,0","2,2,1,0,2,1,2,0"
Evolutionary Bioinformatics,Evolutionary Bioinformatics,MCB,bioinfo_methods,生物信息方法,q2_not_ready,q2_not_ready,候选但未就绪,候选但未就绪,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Evolutionary Bioinformatics 出现在本次打开的完整名单里，学科来源：数学与计算生物学。按刊名和栏目，它日常刊登的是生物信息方法：可复现计算方法或评价协议、公开代码、和最强简单基线比较。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Evolutionary Bioinformatics：A=候选但未就绪；B=候选但未就绪,业务B判定：候选但未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 数学与计算生物学 完整名单,title_category_rule,not_recorded,"2,2,2,1,0,1,2,0","2,2,1,0,2,1,2,0"
International Journal of Data Mining and Bioinformatics,International Journal of Data Mining and Bioinformatics,MCB,bioinfo_methods,生物信息方法,q2_not_ready,q2_not_ready,候选但未就绪,候选但未就绪,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,International Journal of Data Mining and Bioinformatics 出现在本次打开的完整名单里，学科来源：数学与计算生物学。按刊名和栏目，它日常刊登的是生物信息方法：可复现计算方法或评价协议、公开代码、和最强简单基线比较。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,International Journal of Data Mining and Bioinformatics：A=候选但未就绪；B=候选但未就绪,业务B判定：候选但未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 数学与计算生物学 完整名单,title_category_rule,not_recorded,"2,2,2,1,0,1,2,0","2,2,1,0,2,1,2,0"
ISMB / Bioinformatics Proceedings,ISMB / Bioinformatics Proceedings,CCF,conference,计算机会议,q2_not_ready,q2_not_ready,候选但未就绪,候选但未就绪,与 Bioinformatics 会议轨绑定。,ISMB 会议轨常与 Bioinformatics 绑定，证据要求和主刊类似。,与 Bioinformatics 类似。,正式训练效果。,业务A证据未闭合。,业务B未闭合。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,CCF 会议交叉补入,hand_profile,not_recorded,"2,2,2,1,0,1,2,0","2,2,1,0,2,1,2,0"
Journal of Bioinformatics and Computational Biology,Journal of Bioinformatics and Computational Biology,MCB,bioinfo_methods,生物信息方法,q2_not_ready,q2_not_ready,候选但未就绪,候选但未就绪,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Journal of Bioinformatics and Computational Biology 出现在本次打开的完整名单里，学科来源：数学与计算生物学。按刊名和栏目，它日常刊登的是生物信息方法：可复现计算方法或评价协议、公开代码、和最强简单基线比较。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Journal of Bioinformatics and Computational Biology：A=候选但未就绪；B=候选但未就绪,业务B判定：候选但未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 数学与计算生物学 完整名单,title_category_rule,not_recorded,"2,2,2,1,0,1,2,0","2,2,1,0,2,1,2,0"
