dataset,modality,fold_id,heldout_context,source_contexts,split,setting,context,cell_line,perturbation,n_cells,perturbation_seen_in_training,context_seen_in_training,selected_without_expression_values,disjoint_from_E136,in_train_fraction_100
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,PSMD14,50,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,POP1,88,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,DOLK,82,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,SRP9,167,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,ACIN1,223,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,PGAM5,97,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,INTS3,92,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,NOP14,223,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,FBRSL1,135,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,GSK3B,61,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,ELAC2,104,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,TUBB,88,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,POP7,118,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,PHF5A,129,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,DCTN3,172,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,TARDBP,827,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,RNPS1,74,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,DOHH,143,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,UTP18,91,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,SRRM1,89,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,MRPL16,176,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,TAF11,76,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,TINF2,100,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,TUBE1,102,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,NOL8,198,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,NUDC,206,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,EIF4H,138,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,AURKAIP1,103,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,DNAJA3,99,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,RPL10A,113,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,DYNLRB1,224,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,GTF2E1,67,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,MED19,267,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,PPP1R37,478,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,BRIX1,151,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,NDUFAB1,193,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,MVK,293,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,EIF4E,55,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,NOC3L,188,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,SUPT20H,148,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,PET117,153,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,SETX,147,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,CCNK,238,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,NSA2,88,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,GTF2H4,126,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,DCUN1D5,78,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,GPN3,188,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,UNC45A,124,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,CDK1,126,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,DDX6,115,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,RRP9,165,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,MRPL36,1192,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,UQCRC1,138,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,RPS8,130,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,RPS14,115,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,MON1A,162,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,CDCA5,92,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,SRPRB,166,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,TMEM214,455,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,EIF2B5,138,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,EXOSC8,92,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,MRPS16,156,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,POLR2D,106,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,XPO5,134,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,EMC3,86,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,TRAPPC11,422,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,BRCA2,161,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,IK,361,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,ZNF292,158,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,DESI1,98,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,PMPCA,98,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,SRP68,217,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,PCNX3,144,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,SCAF1,85,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,CPSF1,124,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,VPS35,133,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,HERC1,136,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,NXF1,145,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,DDX18,84,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,RBM28,148,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,MRGBP,176,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,CTDP1,107,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,RPS26,55,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,PPA1,134,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,SNAPC5,135,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,SRA1,322,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,EXOSC3,129,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,ETF1,68,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,CHAF1B,52,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,ILF2,91,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,CSE1L,55,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,EXOSC5,167,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,SETD1A,66,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,DDX21,203,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,TAF5,80,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,DAP3,109,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,DPY19L4,168,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,WTAP,248,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,USP5,102,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,RPL35A,139,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,LRR1,66,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,CS,131,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,PELO,107,True,False,True,True,False
