target,condition,source_context,n_source_perturbed_cells,n_source_batches,n_source_control_cells
jurkat,ELL+ctrl,RPE1,168,54,11485
jurkat,ELOB+ctrl,RPE1,126,48,11485
jurkat,ELOF1+ctrl,RPE1,150,53,11485
jurkat,ELP2+ctrl,RPE1,72,41,11485
jurkat,ELP6+ctrl,RPE1,79,40,11485
jurkat,EMC7+ctrl,RPE1,134,52,11485
jurkat,ENY2+ctrl,RPE1,79,42,11485
jurkat,ERCC2+ctrl,RPE1,94,41,11485
jurkat,ESPL1+ctrl,RPE1,26,22,11485
jurkat,ESYT1+ctrl,RPE1,57,38,11485
jurkat,ESYT2+ctrl,RPE1,49,36,11485
jurkat,ETF1+ctrl,RPE1,84,44,11485
jurkat,EWSR1+ctrl,RPE1,88,40,11485
jurkat,EXOC1+ctrl,RPE1,46,31,11485
jurkat,EXOC2+ctrl,RPE1,85,42,11485
jurkat,EXOC3+ctrl,RPE1,52,32,11485
jurkat,EXOC4+ctrl,RPE1,27,20,11485
jurkat,EXOC5+ctrl,RPE1,91,44,11485
jurkat,EXOC7+ctrl,RPE1,32,21,11485
jurkat,EXOSC1+ctrl,RPE1,46,31,11485
jurkat,EXOSC2+ctrl,RPE1,42,30,11485
jurkat,EXOSC3+ctrl,RPE1,54,34,11485
jurkat,EXOSC7+ctrl,RPE1,43,27,11485
jurkat,FAM136A+ctrl,RPE1,504,56,11485
jurkat,FAM32A+ctrl,RPE1,44,33,11485
jurkat,FARSA+ctrl,RPE1,57,35,11485
jurkat,FASN+ctrl,RPE1,71,42,11485
jurkat,FBRSL1+ctrl,RPE1,77,41,11485
jurkat,FBXL14+ctrl,RPE1,91,45,11485
jurkat,FBXO42+ctrl,RPE1,876,56,11485
jurkat,FBXW7+ctrl,RPE1,197,55,11485
jurkat,FEN1+ctrl,RPE1,47,26,11485
jurkat,FKBP9+ctrl,RPE1,42,30,11485
jurkat,FNBP4+ctrl,RPE1,114,49,11485
jurkat,FOXO1+ctrl,RPE1,65,34,11485
jurkat,FOXS1+ctrl,RPE1,88,43,11485
jurkat,FTSJ3+ctrl,RPE1,41,29,11485
jurkat,FUNDC2+ctrl,RPE1,41,30,11485
jurkat,FXN+ctrl,RPE1,33,25,11485
jurkat,FYN+ctrl,RPE1,146,55,11485
jurkat,GABPB1+ctrl,RPE1,48,32,11485
jurkat,GARS+ctrl,RPE1,99,43,11485
jurkat,GART+ctrl,RPE1,45,35,11485
jurkat,GBF1+ctrl,RPE1,93,47,11485
jurkat,GEMIN4+ctrl,RPE1,79,46,11485
jurkat,GEMIN6+ctrl,RPE1,45,32,11485
jurkat,GEMIN8+ctrl,RPE1,45,26,11485
jurkat,GET3+ctrl,RPE1,161,53,11485
jurkat,GFER+ctrl,RPE1,67,39,11485
jurkat,GFM1+ctrl,RPE1,1669,56,11485
jurkat,GFOD2+ctrl,RPE1,123,51,11485
jurkat,GGPS1+ctrl,RPE1,52,36,11485
jurkat,GINS2+ctrl,RPE1,57,32,11485
jurkat,GIT2+ctrl,RPE1,48,33,11485
jurkat,GLE1+ctrl,RPE1,81,42,11485
jurkat,GLRX3+ctrl,RPE1,79,41,11485
jurkat,GMIP+ctrl,RPE1,140,53,11485
jurkat,GNL3+ctrl,RPE1,34,26,11485
jurkat,GON4L+ctrl,RPE1,107,48,11485
jurkat,GPN2+ctrl,RPE1,37,25,11485
jurkat,GPN3+ctrl,RPE1,34,28,11485
jurkat,GRB2+ctrl,RPE1,112,48,11485
jurkat,GRSF1+ctrl,RPE1,122,49,11485
jurkat,GRWD1+ctrl,RPE1,69,39,11485
jurkat,GSK3B+ctrl,RPE1,84,43,11485
jurkat,GTF2E1+ctrl,RPE1,46,33,11485
jurkat,GTF2F2+ctrl,RPE1,55,34,11485
jurkat,GTF2H2+ctrl,RPE1,47,29,11485
jurkat,GTF2H3+ctrl,RPE1,66,36,11485
jurkat,GTF3A+ctrl,RPE1,32,25,11485
jurkat,GTF3C2+ctrl,RPE1,77,39,11485
jurkat,GTF3C4+ctrl,RPE1,889,56,11485
jurkat,GTF3C5+ctrl,RPE1,103,50,11485
jurkat,GYG1+ctrl,RPE1,284,55,11485
jurkat,H2AFZ+ctrl,RPE1,263,54,11485
jurkat,HAUS1+ctrl,RPE1,48,33,11485
jurkat,HAUS3+ctrl,RPE1,37,25,11485
jurkat,HAUS5+ctrl,RPE1,90,46,11485
jurkat,HAUS6+ctrl,RPE1,61,36,11485
jurkat,HAUS7+ctrl,RPE1,117,50,11485
jurkat,HAUS8+ctrl,RPE1,169,56,11485
jurkat,HBS1L+ctrl,RPE1,45,30,11485
jurkat,HDAC7+ctrl,RPE1,86,43,11485
jurkat,HERC1+ctrl,RPE1,90,45,11485
jurkat,HEXIM1+ctrl,RPE1,48,34,11485
jurkat,HGS+ctrl,RPE1,44,33,11485
jurkat,HIPK1+ctrl,RPE1,69,42,11485
jurkat,HJURP+ctrl,RPE1,116,48,11485
jurkat,HMGA1+ctrl,RPE1,67,36,11485
jurkat,HMGB3+ctrl,RPE1,91,42,11485
jurkat,HMGCS1+ctrl,RPE1,259,55,11485
jurkat,HMX3+ctrl,RPE1,54,36,11485
jurkat,HNRNPH1+ctrl,RPE1,145,55,11485
jurkat,HNRNPK+ctrl,RPE1,69,40,11485
jurkat,HNRNPR+ctrl,RPE1,51,31,11485
jurkat,HPS5+ctrl,RPE1,39,28,11485
jurkat,HSCB+ctrl,RPE1,227,54,11485
jurkat,HSD17B10+ctrl,RPE1,809,56,11485
jurkat,HSPA14+ctrl,RPE1,104,47,11485
jurkat,HSPA5+ctrl,RPE1,64,36,11485
jurkat,HSPA9+ctrl,RPE1,94,43,11485
jurkat,HSPE1+ctrl,RPE1,98,47,11485
jurkat,HSPH1+ctrl,RPE1,25,21,11485
jurkat,HTATSF1+ctrl,RPE1,57,39,11485
jurkat,HYOU1+ctrl,RPE1,64,40,11485
jurkat,IARS+ctrl,RPE1,32,26,11485
jurkat,ICE1+ctrl,RPE1,61,37,11485
jurkat,IGBP1+ctrl,RPE1,71,39,11485
jurkat,IK+ctrl,RPE1,191,56,11485
jurkat,ILF2+ctrl,RPE1,54,35,11485
jurkat,IMPA2+ctrl,RPE1,40,27,11485
jurkat,INF2+ctrl,RPE1,115,54,11485
jurkat,ING3+ctrl,RPE1,133,49,11485
jurkat,INO80B+ctrl,RPE1,80,44,11485
jurkat,INO80C+ctrl,RPE1,147,53,11485
jurkat,INO80D+ctrl,RPE1,58,35,11485
jurkat,INO80E+ctrl,RPE1,79,40,11485
jurkat,INPPL1+ctrl,RPE1,108,46,11485
jurkat,INTS10+ctrl,RPE1,90,45,11485
jurkat,INTS13+ctrl,RPE1,288,56,11485
jurkat,INTS3+ctrl,RPE1,65,40,11485
jurkat,INTS4+ctrl,RPE1,50,35,11485
jurkat,INTS9+ctrl,RPE1,27,21,11485
jurkat,IPO11+ctrl,RPE1,77,41,11485
jurkat,IPO7+ctrl,RPE1,45,31,11485
jurkat,IPO9+ctrl,RPE1,106,48,11485
jurkat,IRF2BP2+ctrl,RPE1,76,41,11485
jurkat,ISCA2+ctrl,RPE1,143,51,11485
jurkat,ISCU+ctrl,RPE1,20,19,11485
jurkat,IST1+ctrl,RPE1,182,55,11485
jurkat,ISY1+ctrl,RPE1,40,24,11485
jurkat,JMJD6+ctrl,RPE1,183,55,11485
jurkat,KANSL1+ctrl,RPE1,27,24,11485
jurkat,KARS+ctrl,RPE1,26,21,11485
jurkat,KAT8+ctrl,RPE1,53,39,11485
jurkat,KCMF1+ctrl,RPE1,42,29,11485
jurkat,KDM1A+ctrl,RPE1,178,54,11485
jurkat,KDM6A+ctrl,RPE1,213,55,11485
jurkat,KIAA0586+ctrl,RPE1,52,37,11485
jurkat,KIF18A+ctrl,RPE1,26,19,11485
jurkat,KIF18B+ctrl,RPE1,34,26,11485
jurkat,KLF7+ctrl,RPE1,46,29,11485
jurkat,KPNB1+ctrl,RPE1,180,53,11485
jurkat,KRI1+ctrl,RPE1,43,30,11485
jurkat,LAMTOR1+ctrl,RPE1,321,55,11485
jurkat,LAMTOR3+ctrl,RPE1,38,28,11485
jurkat,LAS1L+ctrl,RPE1,41,28,11485
jurkat,LDB1+ctrl,RPE1,78,38,11485
jurkat,LETM1+ctrl,RPE1,153,50,11485
jurkat,LMO2+ctrl,RPE1,268,54,11485
jurkat,LRP5+ctrl,RPE1,104,47,11485
jurkat,LRR1+ctrl,RPE1,47,28,11485
jurkat,LSG1+ctrl,RPE1,60,37,11485
jurkat,LSM12+ctrl,RPE1,111,45,11485
jurkat,LSM3+ctrl,RPE1,48,28,11485
jurkat,LSM4+ctrl,RPE1,68,38,11485
jurkat,LSM5+ctrl,RPE1,72,36,11485
jurkat,LSM6+ctrl,RPE1,44,26,11485
jurkat,LSM7+ctrl,RPE1,44,30,11485
jurkat,MAD2L1+ctrl,RPE1,95,44,11485
jurkat,MAD2L2+ctrl,RPE1,229,55,11485
jurkat,MARS+ctrl,RPE1,31,23,11485
jurkat,MASTL+ctrl,RPE1,28,24,11485
jurkat,MAX+ctrl,RPE1,85,43,11485
jurkat,MBD3+ctrl,RPE1,187,50,11485
jurkat,MBIP+ctrl,RPE1,34,25,11485
jurkat,MBNL1+ctrl,RPE1,37,26,11485
jurkat,MBTPS1+ctrl,RPE1,184,55,11485
jurkat,MBTPS2+ctrl,RPE1,151,53,11485
jurkat,MCM2+ctrl,RPE1,41,28,11485
jurkat,MCM3+ctrl,RPE1,179,52,11485
jurkat,MCM3AP+ctrl,RPE1,70,41,11485
jurkat,MCM4+ctrl,RPE1,36,26,11485
jurkat,MCM6+ctrl,RPE1,120,52,11485
jurkat,MED11+ctrl,RPE1,32,23,11485
jurkat,MED16+ctrl,RPE1,44,25,11485
jurkat,MED18+ctrl,RPE1,35,26,11485
jurkat,MED19+ctrl,RPE1,195,54,11485
jurkat,MED22+ctrl,RPE1,29,24,11485
jurkat,MED24+ctrl,RPE1,34,24,11485
jurkat,MED29+ctrl,RPE1,29,24,11485
jurkat,MED4+ctrl,RPE1,59,36,11485
jurkat,MEN1+ctrl,RPE1,99,44,11485
jurkat,METAP1+ctrl,RPE1,55,39,11485
jurkat,MIOS+ctrl,RPE1,130,49,11485
jurkat,MIS12+ctrl,RPE1,25,21,11485
jurkat,MIS18BP1+ctrl,RPE1,33,27,11485
jurkat,MLST8+ctrl,RPE1,93,48,11485
jurkat,MMP17+ctrl,RPE1,61,37,11485
jurkat,MMS19+ctrl,RPE1,86,41,11485
jurkat,MNAT1+ctrl,RPE1,76,41,11485
jurkat,MON1A+ctrl,RPE1,172,55,11485
jurkat,MPHOSPH10+ctrl,RPE1,27,22,11485
jurkat,MRGBP+ctrl,RPE1,32,22,11485
jurkat,MRM1+ctrl,RPE1,29,25,11485
jurkat,MRPL34+ctrl,RPE1,159,53,11485
jurkat,MRPL36+ctrl,RPE1,1565,56,11485
jurkat,MRPL38+ctrl,RPE1,256,55,11485
jurkat,MRPS14+ctrl,RPE1,30,21,11485
jurkat,MRPS33+ctrl,RPE1,89,45,11485
jurkat,MRTO4+ctrl,RPE1,14,12,11485
jurkat,MTBP+ctrl,RPE1,86,41,11485
jurkat,MYBBP1A+ctrl,RPE1,31,23,11485
jurkat,MYBL2+ctrl,RPE1,877,56,11485
jurkat,MYSM1+ctrl,RPE1,106,51,11485
jurkat,NAA10+ctrl,RPE1,58,39,11485
jurkat,NAA20+ctrl,RPE1,89,43,11485
jurkat,NAA35+ctrl,RPE1,308,56,11485
jurkat,NAA50+ctrl,RPE1,53,34,11485
jurkat,NACA+ctrl,RPE1,25,19,11485
jurkat,NAF1+ctrl,RPE1,60,34,11485
jurkat,NCAPG+ctrl,RPE1,28,21,11485
jurkat,NCAPG2+ctrl,RPE1,39,30,11485
jurkat,NCAPH+ctrl,RPE1,36,23,11485
jurkat,NCAPH2+ctrl,RPE1,60,40,11485
jurkat,NCBP1+ctrl,RPE1,28,24,11485
jurkat,NCBP2+ctrl,RPE1,34,25,11485
jurkat,NDC1+ctrl,RPE1,109,48,11485
jurkat,NDC80+ctrl,RPE1,94,47,11485
jurkat,NDUFA2+ctrl,RPE1,29,23,11485
jurkat,NDUFA3+ctrl,RPE1,169,51,11485
jurkat,NELFA+ctrl,RPE1,60,34,11485
jurkat,NELFCD+ctrl,RPE1,111,50,11485
jurkat,NFKBIE+ctrl,RPE1,62,39,11485
jurkat,NFRKB+ctrl,RPE1,148,51,11485
jurkat,NFS1+ctrl,RPE1,56,32,11485
jurkat,NFYB+ctrl,RPE1,78,41,11485
jurkat,NFYC+ctrl,RPE1,111,50,11485
jurkat,NHP2+ctrl,RPE1,44,29,11485
jurkat,NKAPD1+ctrl,RPE1,117,47,11485
jurkat,NOC3L+ctrl,RPE1,40,29,11485
jurkat,NOL11+ctrl,RPE1,29,21,11485
jurkat,NOL12+ctrl,RPE1,28,21,11485
jurkat,NOL7+ctrl,RPE1,44,32,11485
jurkat,NOL8+ctrl,RPE1,37,29,11485
jurkat,NOMO1+ctrl,RPE1,69,42,11485
jurkat,NOMO3+ctrl,RPE1,115,50,11485
jurkat,NOP9+ctrl,RPE1,39,28,11485
jurkat,NPM1+ctrl,RPE1,40,27,11485
jurkat,NRBP1+ctrl,RPE1,149,53,11485
jurkat,NRDE2+ctrl,RPE1,46,30,11485
jurkat,NRF1+ctrl,RPE1,54,33,11485
jurkat,NSF+ctrl,RPE1,62,38,11485
jurkat,NSL1+ctrl,RPE1,51,29,11485
jurkat,NSMCE2+ctrl,RPE1,73,37,11485
jurkat,NSRP1+ctrl,RPE1,40,29,11485
jurkat,NUB1+ctrl,RPE1,144,51,11485
jurkat,NUBP1+ctrl,RPE1,37,29,11485
jurkat,NUBP2+ctrl,RPE1,88,39,11485
jurkat,NUDT15+ctrl,RPE1,69,34,11485
jurkat,NUF2+ctrl,RPE1,58,34,11485
jurkat,NUP133+ctrl,RPE1,106,47,11485
jurkat,NUP160+ctrl,RPE1,62,39,11485
jurkat,NUP205+ctrl,RPE1,52,32,11485
jurkat,NUP35+ctrl,RPE1,64,35,11485
jurkat,NUP43+ctrl,RPE1,71,37,11485
jurkat,NUP54+ctrl,RPE1,79,41,11485
jurkat,NUP85+ctrl,RPE1,74,42,11485
jurkat,NUTF2+ctrl,RPE1,55,36,11485
jurkat,OGFOD1+ctrl,RPE1,52,32,11485
jurkat,OPA1+ctrl,RPE1,60,32,11485
jurkat,ORC1+ctrl,RPE1,56,32,11485
jurkat,ORC3+ctrl,RPE1,57,38,11485
jurkat,ORC4+ctrl,RPE1,159,52,11485
jurkat,ORC6+ctrl,RPE1,33,27,11485
jurkat,OSGEP+ctrl,RPE1,69,42,11485
jurkat,OSTC+ctrl,RPE1,28,22,11485
jurkat,PABPC1+ctrl,RPE1,77,41,11485
jurkat,PABPC4+ctrl,RPE1,75,43,11485
jurkat,PABPN1+ctrl,RPE1,36,24,11485
jurkat,PAF1+ctrl,RPE1,67,35,11485
jurkat,PAFAH1B1+ctrl,RPE1,26,18,11485
jurkat,PALB2+ctrl,RPE1,36,25,11485
jurkat,PAM16+ctrl,RPE1,72,37,11485
jurkat,PARN+ctrl,RPE1,153,49,11485
jurkat,PARS2+ctrl,RPE1,292,56,11485
jurkat,PAXBP1+ctrl,RPE1,138,50,11485
jurkat,PCBP2+ctrl,RPE1,182,53,11485
jurkat,PCID2+ctrl,RPE1,145,52,11485
jurkat,PCM1+ctrl,RPE1,27,21,11485
jurkat,PCNX3+ctrl,RPE1,171,53,11485
jurkat,PDAP1+ctrl,RPE1,36,28,11485
jurkat,PDCD2+ctrl,RPE1,29,23,11485
jurkat,PDCD5+ctrl,RPE1,132,48,11485
jurkat,PDCD7+ctrl,RPE1,32,25,11485
jurkat,PDHA1+ctrl,RPE1,27,20,11485
jurkat,PDRG1+ctrl,RPE1,27,19,11485
jurkat,PELP1+ctrl,RPE1,70,41,11485
jurkat,PET117+ctrl,RPE1,154,54,11485
jurkat,PEX19+ctrl,RPE1,68,36,11485
jurkat,PFDN2+ctrl,RPE1,39,30,11485
jurkat,PGAM1+ctrl,RPE1,115,46,11485
jurkat,PGAM5+ctrl,RPE1,173,54,11485
jurkat,PGK1+ctrl,RPE1,110,48,11485
jurkat,PGS1+ctrl,RPE1,95,48,11485
jurkat,PHAX+ctrl,RPE1,108,49,11485
jurkat,PHB2+ctrl,RPE1,57,33,11485
jurkat,PHF10+ctrl,RPE1,124,47,11485
jurkat,PI4KA+ctrl,RPE1,68,38,11485
jurkat,PIGH+ctrl,RPE1,40,32,11485
jurkat,PIK3R4+ctrl,RPE1,68,37,11485
jurkat,PLK4+ctrl,RPE1,174,54,11485
jurkat,PMPCB+ctrl,RPE1,145,51,11485
jurkat,PNKP+ctrl,RPE1,54,33,11485
jurkat,PNN+ctrl,RPE1,66,40,11485
jurkat,POGLUT3+ctrl,RPE1,768,56,11485
jurkat,POLA1+ctrl,RPE1,53,35,11485
jurkat,POLA2+ctrl,RPE1,43,31,11485
jurkat,POLD2+ctrl,RPE1,97,48,11485
jurkat,POLD3+ctrl,RPE1,45,31,11485
jurkat,POLR1C+ctrl,RPE1,177,53,11485
jurkat,POLR2F+ctrl,RPE1,53,34,11485
jurkat,POLR2I+ctrl,RPE1,143,52,11485
jurkat,POLR2M+ctrl,RPE1,172,49,11485
jurkat,POLR3D+ctrl,RPE1,30,22,11485
jurkat,POLR3E+ctrl,RPE1,40,28,11485
jurkat,POLR3F+ctrl,RPE1,37,27,11485
jurkat,POLR3H+ctrl,RPE1,50,28,11485
jurkat,POLRMT+ctrl,RPE1,212,56,11485
jurkat,POP4+ctrl,RPE1,40,27,11485
jurkat,POP5+ctrl,RPE1,37,27,11485
jurkat,POP7+ctrl,RPE1,56,32,11485
jurkat,POU3F1+ctrl,RPE1,133,49,11485
jurkat,PPA1+ctrl,RPE1,130,52,11485
jurkat,PPARGC1B+ctrl,RPE1,77,42,11485
jurkat,PPIE+ctrl,RPE1,25,23,11485
jurkat,PPIH+ctrl,RPE1,36,31,11485
jurkat,PPIL2+ctrl,RPE1,37,24,11485
jurkat,PPIL4+ctrl,RPE1,86,47,11485
jurkat,PPP1R10+ctrl,RPE1,23,18,11485
jurkat,PPP1R11+ctrl,RPE1,47,32,11485
jurkat,PPP1R15B+ctrl,RPE1,60,41,11485
jurkat,PPP1R2+ctrl,RPE1,80,42,11485
jurkat,PPP1R37+ctrl,RPE1,347,56,11485
jurkat,PPP1R7+ctrl,RPE1,39,23,11485
jurkat,PPP1R8+ctrl,RPE1,142,52,11485
jurkat,PPP2CA+ctrl,RPE1,94,47,11485
jurkat,PPP2CB+ctrl,RPE1,92,49,11485
jurkat,PPP2R1A+ctrl,RPE1,215,54,11485
jurkat,PPP2R3C+ctrl,RPE1,128,51,11485
jurkat,PPP4R2+ctrl,RPE1,68,35,11485
jurkat,PPP6C+ctrl,RPE1,1539,56,11485
jurkat,PPWD1+ctrl,RPE1,47,33,11485
jurkat,PRDM10+ctrl,RPE1,54,34,11485
jurkat,PRDM8+ctrl,RPE1,28,25,11485
jurkat,PRIM2+ctrl,RPE1,31,27,11485
jurkat,PRKCA+ctrl,RPE1,107,46,11485
jurkat,PRKRA+ctrl,RPE1,50,35,11485
jurkat,PRMT1+ctrl,RPE1,36,28,11485
jurkat,PRMT5+ctrl,RPE1,126,50,11485
jurkat,PRORP+ctrl,RPE1,151,54,11485
jurkat,PRPF18+ctrl,RPE1,59,34,11485
jurkat,PRPF38A+ctrl,RPE1,36,27,11485
jurkat,PRRC2A+ctrl,RPE1,147,52,11485
jurkat,PSMA2+ctrl,RPE1,18,17,11485
jurkat,PSMA3+ctrl,RPE1,35,28,11485
jurkat,PSMA6+ctrl,RPE1,21,19,11485
jurkat,PSMB2+ctrl,RPE1,49,32,11485
jurkat,PSMB3+ctrl,RPE1,35,25,11485
jurkat,PSMB4+ctrl,RPE1,25,21,11485
jurkat,PSMB6+ctrl,RPE1,57,37,11485
jurkat,PSMC1+ctrl,RPE1,68,39,11485
jurkat,PSMC2+ctrl,RPE1,34,26,11485
jurkat,PSMC4+ctrl,RPE1,26,19,11485
jurkat,PSMC5+ctrl,RPE1,85,42,11485
jurkat,PSMD1+ctrl,RPE1,21,18,11485
jurkat,PSMD11+ctrl,RPE1,16,14,11485
jurkat,PSMD12+ctrl,RPE1,15,12,11485
jurkat,PSMD4+ctrl,RPE1,22,21,11485
jurkat,PSMD6+ctrl,RPE1,26,18,11485
jurkat,PSTK+ctrl,RPE1,262,54,11485
jurkat,PTCD1+ctrl,RPE1,71,43,11485
jurkat,PTGR2+ctrl,RPE1,98,47,11485
jurkat,PTK2+ctrl,RPE1,75,37,11485
jurkat,PTPMT1+ctrl,RPE1,100,48,11485
jurkat,PTPN1+ctrl,RPE1,93,45,11485
jurkat,PTPN23+ctrl,RPE1,33,25,11485
jurkat,PUM1+ctrl,RPE1,76,38,11485
jurkat,PXN+ctrl,RPE1,128,51,11485
jurkat,PYROXD1+ctrl,RPE1,130,49,11485
jurkat,QARS+ctrl,RPE1,78,41,11485
jurkat,RAB18+ctrl,RPE1,45,31,11485
jurkat,RAB4A+ctrl,RPE1,176,54,11485
jurkat,RAB4B+ctrl,RPE1,229,55,11485
jurkat,RAB6A+ctrl,RPE1,83,45,11485
jurkat,RABGGTA+ctrl,RPE1,189,55,11485
jurkat,RABGGTB+ctrl,RPE1,105,48,11485
jurkat,RAC3+ctrl,RPE1,127,50,11485
jurkat,RAD17+ctrl,RPE1,57,33,11485
jurkat,RAD21+ctrl,RPE1,31,22,11485
jurkat,RAD9A+ctrl,RPE1,149,50,11485
jurkat,RAMAC+ctrl,RPE1,60,33,11485
jurkat,RAN+ctrl,RPE1,50,36,11485
jurkat,RANBP2+ctrl,RPE1,35,23,11485
jurkat,RARS2+ctrl,RPE1,132,51,11485
jurkat,RBBP4+ctrl,RPE1,48,32,11485
jurkat,RBM10+ctrl,RPE1,128,49,11485
jurkat,RBM15+ctrl,RPE1,213,56,11485
jurkat,RBM17+ctrl,RPE1,40,25,11485
jurkat,RBM25+ctrl,RPE1,32,25,11485
jurkat,RBM33+ctrl,RPE1,95,47,11485
jurkat,RBM39+ctrl,RPE1,41,32,11485
jurkat,RBM42+ctrl,RPE1,46,29,11485
jurkat,RBM48+ctrl,RPE1,33,22,11485
jurkat,RBMX+ctrl,RPE1,23,19,11485
jurkat,RCL1+ctrl,RPE1,38,29,11485
jurkat,RELL2+ctrl,RPE1,49,32,11485
jurkat,RFC2+ctrl,RPE1,77,42,11485
jurkat,RFC4+ctrl,RPE1,35,26,11485
jurkat,RFC5+ctrl,RPE1,42,33,11485
jurkat,RGPD6+ctrl,RPE1,381,56,11485
jurkat,RINT1+ctrl,RPE1,72,41,11485
jurkat,RNASEH2C+ctrl,RPE1,129,51,11485
jurkat,RNF103+ctrl,RPE1,72,42,11485
jurkat,RNF113A+ctrl,RPE1,59,30,11485
jurkat,RNF20+ctrl,RPE1,147,52,11485
jurkat,RNF8+ctrl,RPE1,209,55,11485
jurkat,RNMT+ctrl,RPE1,69,39,11485
jurkat,RNPS1+ctrl,RPE1,27,20,11485
jurkat,RPA1+ctrl,RPE1,64,38,11485
jurkat,RPAIN+ctrl,RPE1,26,22,11485
jurkat,RPAP1+ctrl,RPE1,37,28,11485
jurkat,RPE+ctrl,RPE1,56,33,11485
jurkat,RPIA+ctrl,RPE1,35,27,11485
jurkat,RPL10+ctrl,RPE1,71,39,11485
jurkat,RPL11+ctrl,RPE1,57,33,11485
jurkat,RPL12+ctrl,RPE1,73,38,11485
jurkat,RPL14+ctrl,RPE1,42,27,11485
jurkat,RPL17+ctrl,RPE1,59,32,11485
jurkat,RPL18+ctrl,RPE1,56,36,11485
jurkat,RPL21+ctrl,RPE1,27,23,11485
jurkat,RPL23A+ctrl,RPE1,43,31,11485
jurkat,RPL26+ctrl,RPE1,49,31,11485
jurkat,RPL29+ctrl,RPE1,34,26,11485
jurkat,RPL32+ctrl,RPE1,64,42,11485
jurkat,RPL34+ctrl,RPE1,31,23,11485
jurkat,RPL35+ctrl,RPE1,66,42,11485
jurkat,RPL35A+ctrl,RPE1,96,49,11485
jurkat,RPL37A+ctrl,RPE1,68,39,11485
jurkat,RPL38+ctrl,RPE1,27,18,11485
jurkat,RPL39+ctrl,RPE1,40,30,11485
jurkat,RPL4+ctrl,RPE1,60,33,11485
jurkat,RPL5+ctrl,RPE1,57,30,11485
jurkat,RPL7+ctrl,RPE1,117,47,11485
jurkat,RPL9+ctrl,RPE1,42,33,11485
jurkat,RPLP0+ctrl,RPE1,96,46,11485
jurkat,RPN2+ctrl,RPE1,64,36,11485
jurkat,RPP21+ctrl,RPE1,124,49,11485
jurkat,RPP30+ctrl,RPE1,36,22,11485
jurkat,RPRD1B+ctrl,RPE1,70,37,11485
jurkat,RPS10+ctrl,RPE1,17,14,11485
jurkat,RPS15+ctrl,RPE1,40,28,11485
jurkat,RPS15A+ctrl,RPE1,26,20,11485
jurkat,RPS19BP1+ctrl,RPE1,25,19,11485
jurkat,RPS2+ctrl,RPE1,50,31,11485
jurkat,RPS20+ctrl,RPE1,29,20,11485
jurkat,RPS24+ctrl,RPE1,32,28,11485
jurkat,RPS27+ctrl,RPE1,55,35,11485
jurkat,RPS27A+ctrl,RPE1,65,40,11485
jurkat,RPS29+ctrl,RPE1,41,29,11485
jurkat,RPS3+ctrl,RPE1,42,28,11485
jurkat,RPS3A+ctrl,RPE1,36,25,11485
jurkat,RPS6+ctrl,RPE1,49,33,11485
jurkat,RPS8+ctrl,RPE1,33,24,11485
jurkat,RPTOR+ctrl,RPE1,30,22,11485
jurkat,RPUSD3+ctrl,RPE1,111,44,11485
jurkat,RRM2+ctrl,RPE1,191,53,11485
jurkat,RRN3+ctrl,RPE1,42,29,11485
jurkat,RRP12+ctrl,RPE1,28,24,11485
jurkat,RSL1D1+ctrl,RPE1,75,38,11485
jurkat,RTEL1+ctrl,RPE1,305,56,11485
jurkat,RTF1+ctrl,RPE1,44,29,11485
jurkat,RUVBL1+ctrl,RPE1,103,41,11485
jurkat,RUVBL2+ctrl,RPE1,60,36,11485
jurkat,SAMD4B+ctrl,RPE1,84,39,11485
jurkat,SAMM50+ctrl,RPE1,43,27,11485
jurkat,SAP30BP+ctrl,RPE1,34,25,11485
jurkat,SARS2+ctrl,RPE1,108,52,11485
jurkat,SART3+ctrl,RPE1,233,55,11485
jurkat,SASS6+ctrl,RPE1,49,35,11485
jurkat,SBDS+ctrl,RPE1,74,42,11485
jurkat,SBNO1+ctrl,RPE1,156,53,11485
jurkat,SCAF1+ctrl,RPE1,62,39,11485
jurkat,SCAP+ctrl,RPE1,78,41,11485
jurkat,SCFD1+ctrl,RPE1,62,40,11485
jurkat,SDAD1+ctrl,RPE1,36,27,11485
jurkat,SDC1+ctrl,RPE1,78,43,11485
jurkat,SDE2+ctrl,RPE1,53,33,11485
jurkat,SDHAF2+ctrl,RPE1,190,56,11485
jurkat,SDHC+ctrl,RPE1,47,35,11485
jurkat,SEC16A+ctrl,RPE1,210,56,11485
jurkat,SENP6+ctrl,RPE1,20,19,11485
jurkat,SEPSECS+ctrl,RPE1,168,50,11485
jurkat,SETD1A+ctrl,RPE1,78,47,11485
jurkat,SETD5+ctrl,RPE1,85,44,11485
jurkat,SETDB1+ctrl,RPE1,121,48,11485
jurkat,SF1+ctrl,RPE1,29,21,11485
jurkat,SF3A2+ctrl,RPE1,136,52,11485
jurkat,SF3B5+ctrl,RPE1,62,35,11485
jurkat,SFPQ+ctrl,RPE1,76,40,11485
jurkat,SFSWAP+ctrl,RPE1,29,22,11485
jurkat,SH3KBP1+ctrl,RPE1,16,14,11485
jurkat,SHOC2+ctrl,RPE1,55,37,11485
jurkat,SHQ1+ctrl,RPE1,149,55,11485
jurkat,SIRT7+ctrl,RPE1,237,56,11485
